year,ses_DET airs_NOUN,ses_DET fers_NOUN
1857,3.6220798094177553e-07,7.517523812339277e-07
1858,3.9002598661852517e-07,7.94243605550804e-07
1859,3.890420323671151e-07,6.573995952052769e-07
1860,3.972995692436143e-07,8.092461412090302e-07
1861,3.2634468283276874e-07,6.668372920515253e-07
1862,3.117410560804501e-07,1.0346188918930466e-06
1863,3.6310894024893514e-07,7.876516905369613e-07
1864,3.605635559011944e-07,6.319451539837928e-07
1865,3.652511124663249e-07,7.102628325483806e-07
1866,3.14805156165221e-07,6.276640900360064e-07
1867,3.799751358002368e-07,5.978663875083612e-07
1868,3.5171902101893693e-07,6.056285868361044e-07
1869,3.731008497709354e-07,5.699066925046736e-07
1870,3.635387013645186e-07,6.072357852104915e-07
1871,3.2500803737178785e-07,4.142259182327024e-07
1872,3.2837051566758646e-07,4.426652466804626e-07
1873,4.477531332369722e-07,4.208161255014886e-07
1874,3.172517573091227e-07,3.746079846322914e-07
1875,3.341371748177835e-07,5.132209919267439e-07
1876,3.766667333593432e-07,4.256394356971782e-07
1877,3.3892790440859244e-07,5.288017863591676e-07
1878,4.1971667208429153e-07,4.336065577703607e-07
1879,3.8366562193914433e-07,5.797749791369711e-07
1880,3.529815550962212e-07,5.92367207730149e-07
1881,4.0440544069042517e-07,4.6227725469805137e-07
1882,3.4009017646496886e-07,4.2794125132417093e-07
1883,3.444039791133946e-07,3.279736855432702e-07
1884,4.152467312223962e-07,3.749763832772146e-07
1885,3.7706968569750643e-07,4.6666402853112743e-07
1886,3.9753338043624353e-07,3.813997164758831e-07
1887,3.6627267441247113e-07,3.3428094381449114e-07
1888,3.734621962792062e-07,3.9565436793509434e-07
1889,3.35811327190072e-07,3.502211421979595e-07
1890,3.480379096032493e-07,3.4869336040799226e-07
1891,3.2189810639238203e-07,3.9010227470548386e-07
1892,2.9336638940336e-07,3.159330248525549e-07
1893,2.6542775843907407e-07,2.8513468941504527e-07
1894,2.671852543656428e-07,2.3000617943580437e-07
1895,3.3403309451784935e-07,2.774581222553252e-07
1896,2.8836471965831834e-07,2.3234293639040615e-07
1897,2.3656457681653364e-07,2.2432847757158925e-07
1898,2.6028431676650143e-07,2.433092646247914e-07
1899,2.758261761215408e-07,2.625599666572498e-07
1900,2.797977547430719e-07,3.4053309061476966e-07
1901,2.425512741766056e-07,2.391980198357402e-07
1902,2.587719691860002e-07,2.0033958492149395e-07
1903,2.5381036650173883e-07,1.9926812466763977e-07
1904,2.98829173850379e-07,2.547572286459854e-07
1905,2.332663022741599e-07,2.4668429610130715e-07
1906,2.9270411161519405e-07,2.304594595159415e-07
1907,3.162848578597277e-07,2.453136402902345e-07
1908,4.066630143739758e-07,2.3623781664205978e-07
1909,3.762672777796183e-07,2.8990183142951764e-07
1910,3.270620183570827e-07,2.511750798461776e-07
1911,2.803837286791122e-07,2.585701968094156e-07
1912,2.906857154982845e-07,2.8547629327135837e-07
1913,3.399216428334739e-07,2.1636198344054947e-07
1914,3.127379333278668e-07,1.6407022340736432e-07
1915,2.155879403886729e-07,2.179440912186692e-07
1916,1.8678684909900767e-07,1.648119365427192e-07
1917,1.9849227905766043e-07,2.3468148957483947e-07
1918,2.802675931334875e-07,2.216870633731105e-07
1919,3.020174208501203e-07,2.3664170989423639e-07
1920,3.150048288880214e-07,2.4685476196495415e-07
1921,3.5819095334233e-07,1.8250320610313508e-07
1922,4.124265977623054e-07,2.0584439841542235e-07
1923,3.290944050604594e-07,2.420436260308634e-07
1924,3.3518223752082577e-07,2.849049027808803e-07
1925,3.4534278370301763e-07,2.4745900750744454e-07
1926,3.1655033794208975e-07,2.4075659021960405e-07
1927,4.5934807424430346e-07,2.909947736107199e-07
1928,3.462090392147843e-07,1.8053145278695837e-07
1929,4.3558989482050947e-07,1.9161499609232635e-07
1930,3.256117029337702e-07,2.3843180496641025e-07
1931,3.0110142468231516e-07,2.1099909286448337e-07
1932,3.1015487511609763e-07,1.6548899761659186e-07
1933,3.131490657892755e-07,1.479715368013501e-07
1934,3.6783452550537277e-07,2.204610733969048e-07
1935,3.0638806425287157e-07,2.070513192009571e-07
1936,4.510393734058482e-07,1.5519635176985958e-07
1937,2.8455927836290584e-07,1.6998009921831425e-07
1938,2.917173134164841e-07,1.6984431527866661e-07
1939,2.309401638811437e-07,1.6823454984660202e-07
1940,2.535782828161359e-07,9.88955315417428e-08
1941,3.128592642731576e-07,1.800416602470989e-07
1942,3.0948960283438964e-07,2.0632640018725112e-07
1943,3.01936453617202e-07,2.409685189164179e-07
1944,3.148922420592726e-07,2.538417032127427e-07
1945,3.2895411239408645e-07,1.7210182079452352e-07
1946,4.051041377906017e-07,2.032481232205896e-07
1947,3.540498747511833e-07,2.0980733506092974e-07
1948,4.163933002843123e-07,1.9569398546082084e-07
1949,3.1218087470641365e-07,1.7572445409896886e-07
1950,2.690746514488751e-07,2.21215515239237e-07
1951,2.825271465667356e-07,2.3774926050101897e-07
1952,2.0878712359007068e-07,1.3602796711253973e-07
1953,3.2429219665175424e-07,1.422145174956313e-07
1954,3.1369841035910895e-07,1.8958719905093346e-07
1955,2.778139780446054e-07,1.6800237379044347e-07
1956,3.4622931632810605e-07,1.7180649303227824e-07
1957,2.783037000853028e-07,1.7139973795821106e-07
1958,3.217902624363944e-07,1.6792654311537092e-07
1959,2.8212721403519936e-07,1.4881435461688852e-07
1960,3.335841540774709e-07,2.055487478003215e-07
1961,2.4596482628425065e-07,1.855158529018297e-07
1962,3.0060874589565856e-07,2.1182134735120428e-07
1963,2.7933350033038096e-07,1.9721462685140523e-07
1964,2.895968895799683e-07,2.2389003517808703e-07
1965,2.746965828137604e-07,2.139568899828248e-07
1966,2.980022166809704e-07,2.0771529740670758e-07
1967,3.2096484048338425e-07,3.722403238981542e-07
1968,3.876091945187454e-07,3.408984641239954e-07
1969,2.529759104419327e-07,2.8158898013330713e-07
1970,2.441923028229098e-07,1.9774516890613825e-07
1971,3.088176994126002e-07,2.399631648941636e-07
1972,4.022035220430098e-07,2.3342168442574973e-07
1973,2.558126541707395e-07,1.8083307967708961e-07
1974,2.0533337030670396e-07,1.7214248893004935e-07
1975,1.7591359346980084e-07,1.639194766589469e-07
1976,2.2968377733079137e-07,1.5197981850789688e-07
1977,2.1685324647080506e-07,1.527963253700193e-07
1978,2.697028369524901e-07,1.912870372100528e-07
1979,2.574868407378972e-07,2.0247827325903245e-07
1980,2.8084645453674284e-07,1.745341244863141e-07
1981,2.4732899239765516e-07,1.5687362797667248e-07
1982,2.5140385639943474e-07,1.3532354370404676e-07
1983,2.911360601487445e-07,1.1935947341612518e-07
1984,2.8183180766916394e-07,1.8498837572877846e-07
1985,2.424270011402996e-07,1.2933449644592088e-07
1986,2.649562569345676e-07,1.624505535091636e-07
1987,3.0126327388302343e-07,1.6376989719901758e-07
1988,2.758414856529612e-07,1.4391729030727163e-07
1989,2.820894806632168e-07,1.8549852465188366e-07
1990,2.838747201749925e-07,1.6945304459614619e-07
1991,3.2062213728423217e-07,1.5239808925926468e-07
1992,2.6833428190542463e-07,1.5262545460803523e-07
1993,3.22381882966738e-07,1.7725463408169162e-07
1994,3.048907606384432e-07,1.0233357938815857e-07
1995,3.399876735699081e-07,1.675537235068525e-07
1996,2.807836549933995e-07,1.297156366764085e-07
1997,3.342041541287699e-07,8.199269219133498e-08
1998,2.9610082297182316e-07,1.62116390534095e-07
1999,2.883796819119766e-07,1.5355876392675327e-07
2000,3.4593186448717006e-07,1.6523437595949986e-07
2001,2.9704614989967126e-07,1.3056011516354715e-07
2002,3.2552475470737363e-07,1.3625598160871277e-07
2003,3.55021846143444e-07,1.2709115093656465e-07
2004,3.470975600272652e-07,1.3478661531340919e-07
2005,3.2607145872276533e-07,1.351124940818238e-07
2006,3.6525684521393487e-07,1.227131241066104e-07
2007,4.809353253421023e-07,1.1863603788242472e-07
2008,5.20259151315372e-07,1.307034022124398e-07
2009,5.163952465636612e-07,1.4161532413403677e-07
2010,6.608586202716538e-07,1.3510048679776787e-07
2011,6.611647318521818e-07,1.1663114818372122e-07
2012,8.180419168724029e-07,2.0936154854211964e-07
2013,7.829073780385443e-07,2.1978305309033885e-07
2014,9.523628090590819e-07,2.1156398766208895e-07
2015,9.234253326440012e-07,2.4670485432309874e-07
2016,9.399741180970977e-07,3.1608649475600714e-07
2017,8.636093760117092e-07,1.4515077251253672e-07
2018,9.961880245157317e-07,1.933518496421982e-07
2019,1.0020280143407945e-06,2.1479316725248054e-07
