year,fois_NOUN in_ADJ,fois_NOUN fines_ADJ
1865,5.648213063924601e-09,1.1296426905005319e-08
1866,1.3137154697417941e-08,3.4059290943133647e-09
1867,1.455843445796745e-08,2.91168689159349e-09
1868,1.877152122631287e-08,1.0373735648272486e-08
1869,1.5138909126299893e-08,1.904572499711321e-08
1870,2.5229815125982213e-08,1.0894693147633916e-08
1871,1.6993883633631413e-08,1.0621177271019633e-09
1872,1.148994488442412e-08,3.0236697590169115e-09
1873,1.1373408881354408e-08,1.1972008939764578e-09
1874,1.7326366119618797e-08,1.1351757756017378e-08
1875,8.58229043387837e-09,5.149374260327022e-09
1876,9.673623679873344e-09,1.209202959984168e-09
1877,1.9172929910382663e-08,4.9478527941460015e-09
1878,3.6234530931267273e-09,1.2078177347163432e-09
1879,9.774920428640144e-09,0.0
1880,2.888030792291829e-08,5.776061406947974e-09
1881,7.669758217421219e-09,6.972507571312292e-10
1882,7.320923645082189e-09,6.655385131892899e-10
1883,1.2006744043446815e-08,0.0
1884,1.9144920315739e-08,1.9805090900604227e-09
1885,1.4180398189012067e-08,0.0
1886,9.680195700578764e-09,0.0
1887,9.79338704576449e-09,9.140494583448344e-09
1888,1.394935256193719e-08,4.4384300679212174e-09
1889,6.265136576200092e-09,1.0024218788373673e-08
1890,1.6385966361553983e-08,1.3108772956016423e-09
1891,1.211101796627645e-08,3.1871101313640793e-09
1892,1.1283322720601063e-08,6.8953633913793055e-09
1893,8.005941465327737e-09,3.079208221734575e-09
1894,1.0082463086646953e-08,6.9316934414587195e-09
1895,8.426059849853118e-09,3.611168697403855e-09
1896,5.3073260231073505e-09,3.5382172747233653e-09
1897,1.1070756089637257e-08,4.078699600285063e-09
1898,8.487532565659706e-09,7.355861253444118e-09
1899,4.9748205555033564e-09,4.4220627160029835e-09
1900,7.26747462209687e-09,1.038210628578895e-09
1901,1.5089595462036698e-08,2.235495566438317e-09
1902,1.4730851205513318e-08,9.820567692386817e-10
1903,1.4040573148577096e-08,1.0800440541913758e-09
1904,1.7198801494089366e-08,1.6123875568041512e-09
1905,9.805441791854719e-09,2.0643036169332163e-09
1906,1.9547901075611662e-08,1.5432553013283723e-09
1907,1.337139288182243e-08,2.5714217422034835e-09
1908,5.40252820258047e-09,9.822778146428846e-10
1909,1.1552065082298668e-08,2.7504918342913243e-09
1910,3.206490406526541e-09,3.740905363258662e-09
1911,7.980561100850991e-09,2.128149656499545e-09
1912,8.856016087133156e-09,5.209421227725386e-10
1913,1.1666577537372547e-08,4.242391771214216e-09
1914,1.4732836561837104e-08,4.018046340092951e-09
1915,1.4136913861761968e-08,0.0
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,1.5352993543160665e-08,0.0
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,9.207848705727883e-09,1.012863304339362e-08
1920,8.329454459499175e-09,6.057785384427916e-09
1921,1.2873670629520717e-08,1.438822039290244e-08
1922,3.6889677978990676e-09,4.426761179843197e-09
1923,9.554353308516284e-09,9.554353752605493e-09
1924,6.4458122173149945e-09,1.0313299547703991e-08
1925,9.898360131543882e-09,8.798542339150117e-09
1926,1.4489979882625903e-08,5.57306911730393e-09
1927,1.0034302277972529e-08,4.4596899506643695e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,1.3368487650211591e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,0.0
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,1.3151443711834077e-08,6.575722188983946e-09
1933,8.029463538505865e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635312174812e-09,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,4.357008087652048e-09,2.178504043826024e-09
1946,2.3665876369705074e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,5.960435700558264e-09
1948,9.784699273041042e-09,6.523132700664291e-09
1949,2.945102384188658e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,0.0
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,1.1599284199803606e-08,4.2179215675730575e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,9.385607846468247e-09,0.0
1956,7.849027205963921e-09,2.616342476002842e-09
1957,7.068030161150318e-09,3.534015080575159e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,7.750747599288843e-09,7.750747821333448e-10
1960,1.038124963770315e-08,3.460416619915918e-09
1961,1.111705483225478e-08,3.47407969059077e-09
1962,6.341956293454132e-09,3.170978146727066e-09
1963,1.2285501505004959e-08,3.2330267352165265e-09
1964,7.909158661334459e-09,6.083968329129164e-10
1965,8.755269398363907e-09,6.5664522708175355e-09
1966,1.273987226824147e-08,2.215629901769489e-09
1967,7.395503320850594e-09,1.4791006197611978e-09
1968,1.257596426995633e-08,5.838840522187638e-09
1969,1.9529558414888015e-08,4.087581828571274e-09
1970,1.103694025061941e-08,3.6789800095249348e-09
1971,1.3359833239690033e-08,4.1107179882260425e-09
1972,1.3851396474251487e-08,3.5911027485013847e-09
1973,1.7642252103655665e-08,4.9618833486420044e-09
1974,5.625571619649605e-09,2.2502286700643026e-09
1975,1.8276736568623164e-08,2.8557400888473694e-09
1976,7.998937456843436e-09,0.0
1977,7.639816612670103e-09,1.7630346071939584e-09
1978,1.6039596317796168e-08,1.7821774056514528e-09
1979,7.022368020415115e-09,3.5111840102075575e-09
1980,2.21720881654619e-08,1.1370301367108482e-09
1981,5.06043967840597e-09,1.2651099057237047e-09
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,1.7682884490000106e-08,1.2630632095778083e-09
1984,1.739702604197646e-08,1.739702604197646e-09
1985,1.3234227935754461e-08,3.0077789148208467e-09
1986,9.591176741707841e-09,1.7983456945813714e-09
1987,1.4054879038383206e-08,2.4443267410134695e-09
1988,1.6190695006912392e-08,3.597932174415064e-09
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,1.3076762783725826e-08,1.6345953479657283e-09
1991,1.6998248419941575e-08,4.10302547493302e-09
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,1.4955860550003308e-08,1.661762283333701e-09
1994,8.967375286772494e-09,3.164955852952289e-09
1995,1.138714633697191e-08,2.7112254663563817e-09
1996,1.2811421257197253e-08,2.135236876199542e-09
1997,9.58978851883785e-09,9.58978896292706e-10
1998,1.2397135762398648e-08,1.43043876743576e-09
1999,1.5081663917726473e-08,4.570201161957499e-10
2000,1.2370488633450805e-08,1.3254094488601709e-09
2001,1.621048362210331e-08,1.3143635069212678e-09
2002,1.1391176002462089e-08,1.752488598683044e-09
2003,1.3334153337041244e-08,1.6667691671301554e-09
2004,1.4535810777260849e-08,1.7619165015858584e-09
2005,1.306087415997581e-08,6.305249655724765e-09
2006,1.8118715416903797e-08,6.58862386870851e-09
2007,1.1184542542119758e-08,2.3966877371606188e-09
2008,8.940623352771127e-09,6.3861596011349775e-09
2009,8.105927484791664e-09,3.337734755248789e-09
2010,6.140930874920514e-09,5.668551850135373e-09
2011,5.353560705856353e-09,5.353560705856353e-09
2012,6.127654827992046e-09,7.489355802192676e-09
2013,5.857162754807632e-09,8.925200134513034e-09
2014,1.277612682315521e-08,7.362513709807672e-09
2015,5.54143841924315e-09,1.0417904761084174e-08
2016,5.3854840587064245e-09,6.628288140575478e-09
2017,7.2952728302766445e-09,4.024978128569501e-09
2018,8.002547069452248e-09,3.872199894061623e-09
2019,6.377469219387422e-09,8.418259866971312e-09
