year,tes_DET eaux_NOUN,tes_DET faux_ADJ
1868,4.791677987725507e-08,5.433861360870651e-09
1869,6.299739396808945e-08,3.906815315701806e-09
1870,6.651496553544689e-08,0.0
1871,6.797553542270407e-08,0.0
1872,5.0797650197331734e-08,6.047339295989218e-10
1873,4.250063090349698e-08,0.0
1874,4.480956938834879e-08,1.1949218281515073e-09
1875,5.4926659998066896e-08,5.721527140956084e-10
1876,5.441413430951059e-08,0.0
1877,5.2570936381890476e-08,6.184815992682502e-10
1878,4.1065803202400275e-08,6.039088673581716e-10
1879,4.215434479259983e-08,6.720257683667796e-09
1880,7.63723717600584e-08,1.9253538763308597e-09
1881,3.067903492359747e-08,6.972507571312292e-10
1882,4.5256619785050134e-08,0.0
1883,4.7395041335995813e-08,3.159669414998234e-09
1884,5.3473745431631414e-08,1.3203393933736152e-09
1885,5.1565084646654213e-08,1.2891271383708158e-09
1886,6.13079063072064e-08,6.453463874400711e-10
1887,5.549585813113822e-08,2.6115698492645834e-09
1888,4.5652425617603853e-08,0.0
1889,5.388017676466461e-08,0.0
1890,4.063719782898545e-08,6.554386478008212e-10
1891,4.971891587324251e-08,0.0
1892,3.322311670217459e-08,1.2537024751679837e-09
1893,3.879802457085191e-08,0.0
1894,3.7179081591176555e-08,1.2603078580752936e-09
1895,2.9491210584708938e-08,0.0
1896,5.48423693125244e-08,5.89702897624278e-10
1897,3.787363744844896e-08,5.826713556089658e-10
1898,3.3384293107729945e-08,0.0
1899,5.30647525920358e-08,1.6582735185011188e-09
1900,3.8932899570909285e-08,0.0
1901,3.632680295462265e-08,0.0
1902,4.075535509073802e-08,0.0
1903,5.508224765193859e-08,0.0
1904,4.407192566446838e-08,5.374625189347171e-10
1905,2.7868098273486908e-08,0.0
1906,4.3211151101729683e-08,1.0288369045596824e-09
1907,4.577130496841164e-08,5.142843373384665e-10
1908,5.255186374952814e-08,0.0
1909,3.135560788791736e-08,0.0
1910,5.557916726850465e-08,0.0
1911,6.916486583463666e-08,2.6601871816467337e-09
1912,6.720153034045495e-08,3.646594803896619e-09
1913,7.106006372215035e-08,4.242391771214216e-09
1914,6.830678656033484e-08,6.696743715117748e-10
1915,2.7095752974659604e-08,2.3561523843085297e-09
1916,7.031975557403314e-08,4.394984820521586e-09
1917,4.934891040253575e-08,0.0
1918,1.2405286398120552e-07,1.1486376294556067e-09
1919,8.655377492505778e-08,9.207848372660976e-10
1920,7.117897693476039e-08,0.0
1921,9.541661505352295e-08,7.572747429129834e-10
1922,7.377935717922668e-08,1.4755870969551665e-09
1923,7.749642350063368e-08,4.246379248229459e-09
1924,1.0828964380760198e-07,3.867487219366694e-09
1925,9.018506119673475e-08,6.598906754362588e-09
1926,6.35329865383838e-08,2.229227691330493e-09
1927,8.807887319495222e-08,3.3447675740205796e-09
1928,6.28432237359533e-08,2.2852082448565625e-09
1929,6.350031611646045e-08,1.1140406375176326e-09
1930,5.566909955234678e-08,0.0
1931,5.588624940600084e-08,0.0
1932,4.7126007984843454e-08,1.0959536611565568e-09
1933,5.04709138926529e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,1.1981580172459871e-09
1935,3.710168261505942e-08,0.0
1936,5.941110048368614e-08,0.0
1937,4.658713681493509e-08,0.0
1938,7.649476674309597e-08,2.5930428915188486e-09
1939,5.964679594683275e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,6.675266206457309e-08,0.0
1943,8.129058670647282e-08,0.0
1944,1.0282195717081777e-07,0.0
1945,6.099811411530709e-08,0.0
1946,8.909506732379668e-08,0.0
1947,6.675687558299614e-08,0.0
1948,7.827759329614992e-08,0.0
1949,5.301184635708722e-08,1.9634016634739737e-09
1950,7.657459955012769e-08,1.0635361480382244e-09
1951,3.731490494374157e-08,2.1322803522849654e-09
1952,5.799642011083961e-08,2.1089607837865287e-09
1953,6.572034605412114e-08,1.0773827385790469e-09
1954,5.277169390360825e-08,2.9317608341017376e-09
1955,4.411235732248997e-08,9.385607846468247e-10
1956,5.05826205365878e-08,4.360570571293465e-09
1957,3.8874164776103726e-08,8.835037701437898e-10
1958,7.279573904783732e-08,0.0
1959,6.975673072506794e-08,0.0
1960,5.190624918771647e-08,0.0
1961,5.2806009509520635e-08,1.3896318540318475e-09
1962,5.8345999365272405e-08,6.341956404476434e-10
1963,8.470530055149084e-08,0.0
1964,6.023128817922441e-08,2.4335873316516654e-09
1965,4.870118530675427e-08,1.0944086747954884e-09
1966,7.311578609225933e-08,2.769537488234164e-09
1967,7.148986735927565e-08,2.9582012395223956e-09
1968,7.096436943632156e-08,2.6948494546985557e-09
1969,5.813450071334714e-08,0.0
1970,6.024329768372638e-08,0.0
1971,5.9091569859504034e-08,5.138397485282553e-10
1972,4.206720438659772e-08,1.0260293725750103e-09
1973,4.134902831243181e-08,2.205281512956958e-09
1974,4.106667361725158e-08,2.2502286700643026e-09
1975,3.8838066096502644e-08,0.0
1976,4.685091936629249e-08,1.7140580066410394e-09
1977,4.760193350605846e-08,2.3507127355770763e-09
1978,6.059403057090407e-08,2.3762365408686037e-09
1979,4.271940534650298e-08,1.1703946700691858e-09
1980,4.4912690011500445e-08,2.2740602734216964e-09
1981,4.427884686686312e-08,6.325549528618524e-10
1982,4.2831765689754775e-08,1.8622506869903077e-09
1983,4.736487024814551e-08,1.89459470334441e-09
1984,5.161117666574455e-08,2.3196033982486597e-09
1985,5.293691107688403e-08,1.2031116103372597e-09
1986,4.3160296780975216e-08,3.5966913891627428e-09
1987,4.0331391115699944e-08,0.0
1988,4.197587677445824e-08,0.0
1989,3.786804469996241e-08,2.1952488715726304e-09
1990,4.7948126857821904e-08,1.6345953479657283e-09
1991,3.634108391992186e-08,7.033758464558559e-09
1992,5.785441348216125e-08,3.30596661157756e-09
1993,3.8220531850541306e-08,5.539207426075166e-10
1994,4.483687721101859e-08,1.0549853213248639e-09
1995,2.602776427718112e-08,0.0
1996,3.0427125041754266e-08,1.067618438099771e-09
1997,3.068732568056731e-08,2.876936688878118e-09
1998,4.529722885671106e-08,2.86087753487152e-09
1999,3.747565005540743e-08,4.570201161957499e-10
2000,2.960081113556612e-08,3.092622158362701e-09
2001,3.767842238211472e-08,3.5049694258049158e-09
2002,4.2935970945290336e-08,2.1906108038649563e-09
2003,4.0419152136372816e-08,8.333845835650777e-10
2004,3.7440725186854706e-08,8.809582507929292e-10
2005,3.1976622238971686e-08,1.8014998381943315e-09
2006,3.37666967720196e-08,2.8825228870488218e-09
2007,4.03442428353884e-08,4.393927444112933e-09
2008,4.214865234608567e-08,5.108927503272298e-09
2009,4.8635562244214725e-08,3.814554005998616e-09
2010,3.164941375644048e-08,3.7790344187271785e-09
2011,3.2121365900472654e-08,4.206369030868018e-09
2012,3.7446780898342524e-08,4.765953853791416e-09
2013,3.514297408635514e-08,5.020424964641279e-09
2014,5.132104963223583e-08,4.980523993225461e-09
2015,3.856841301885794e-08,5.984753581600444e-09
2016,5.654758217232825e-08,3.935546111222266e-09
2017,4.6538809472806975e-08,5.534344982294215e-09
2018,3.5366094608413334e-08,3.614053500911041e-09
2019,3.6479124387867046e-08,4.3366790158927415e-09
