year,autres_ADJ iles_NOUN,autres_ADJ fils_NOUN
1855,8.915654348129465e-08,4.834619815596852e-07
1856,6.83388988731437e-08,4.747482478251186e-07
1857,5.320844853606843e-08,4.046771096000157e-07
1858,4.159624533706108e-08,4.4826072098658187e-07
1859,4.2265037469846334e-08,4.012632639494029e-07
1860,3.570203510605552e-08,3.785331027239547e-07
1861,4.621644400515379e-08,3.5181089597102755e-07
1862,3.659569014491382e-08,3.899022260611673e-07
1863,5.19440564450413e-08,3.7209924413916795e-07
1864,3.931676972879217e-08,3.135752137950476e-07
1865,2.6829012678142306e-08,4.090247784915846e-07
1866,4.184427054854112e-08,4.018996264676389e-07
1867,3.494024269912188e-08,4.6295821221065125e-07
1868,2.5687345028835296e-08,3.927200008524423e-07
1869,2.441759672233701e-08,4.146107812630362e-07
1870,2.2362791174401764e-08,3.6067166320208344e-07
1871,1.911811953192455e-08,2.8464754109336354e-07
1872,2.6003559305820545e-08,2.9269122592268104e-07
1873,4.0106228560432555e-08,3.232442333245267e-07
1874,3.584765456698946e-08,3.5489179595060705e-07
1875,3.83342312337831e-08,3.1926122784353694e-07
1876,2.5997862973525798e-08,3.94804771985946e-07
1877,3.277952553837338e-08,3.0676687534647584e-07
1878,3.804625897663172e-08,4.052228392281698e-07
1879,2.6881031511827302e-08,3.5556272670600464e-07
1880,3.4656369329866266e-08,3.8250364520209246e-07
1881,5.647731143865187e-08,3.897631680183089e-07
1882,3.0614772494885756e-08,3.4741109145031146e-07
1883,3.4124430947635176e-08,3.2481401596173853e-07
1884,5.677459302688703e-08,3.961018055775867e-07
1885,3.6095559541315936e-08,3.6804579672811144e-07
1886,9.55112642309075e-08,4.543238704690644e-07
1887,4.635536371422333e-08,3.923883598044853e-07
1888,3.170307283362206e-08,3.392228853371648e-07
1889,5.45066875523581e-08,3.489681277279999e-07
1890,3.736000159237918e-08,3.2182036291406035e-07
1891,3.8245320910235137e-08,3.167987401297978e-07
1892,5.3909207098357115e-08,3.654542828357421e-07
1893,4.2493073337812604e-08,2.8882973968080705e-07
1894,4.6631390970830466e-08,3.251594355990761e-07
1895,4.4537746823891666e-08,3.75561548970893e-07
1896,4.2458609073037223e-08,3.1608074690936405e-07
1897,5.302309369348279e-08,2.837609479611203e-07
1898,4.5266837944701876e-08,2.8914194272200433e-07
1899,7.738609575369537e-08,2.4100242512758996e-07
1900,5.45060585555035e-08,2.66301015017234e-07
1901,4.806315456740151e-08,2.542876310074327e-07
1902,3.7809184227910464e-08,4.311229326869892e-07
1903,4.158169653045718e-08,2.9863216854941754e-07
1904,3.869730225147805e-08,2.870049877756742e-07
1905,4.076999593483066e-08,2.4978072676873353e-07
1906,5.298510008522328e-08,2.602957346331536e-07
1907,3.9599892032171624e-08,2.5765646682884835e-07
1908,2.5539223624804208e-08,2.69635251015643e-07
1909,2.585462199888866e-08,3.064047953138527e-07
1910,3.2064904731399224e-08,2.901873886740347e-07
1911,3.6710580797461034e-08,2.654866761986341e-07
1912,2.3963337258958717e-08,2.635967177866405e-07
1913,3.924212471639876e-08,2.5931618607977214e-07
1914,2.879599858562898e-08,2.80593553725339e-07
1915,2.1205371458776767e-08,2.8509445026969615e-07
1916,1.098746227334857e-08,3.065501827936856e-07
1917,2.4126133979507358e-08,3.421524468194548e-07
1918,2.756730399511298e-08,2.917539632107946e-07
1919,2.3940406101985445e-08,2.780770087529305e-07
1920,2.2716694747515476e-08,2.589703202993121e-07
1921,3.7106461903135823e-08,2.688325433930494e-07
1922,2.6560568577860266e-08,1.814972137026416e-07
1923,2.2293490609115452e-08,2.2505810193251818e-07
1924,2.4494086647841584e-08,2.591216554659326e-07
1925,6.048997924779087e-08,2.628564459428162e-07
1926,3.009457349989475e-08,2.351835206582109e-07
1927,2.7873061858585402e-08,1.9845620180536372e-07
1928,5.827280880055241e-08,2.0681133938715845e-07
1929,2.562293466290555e-08,2.4174681301225576e-07
1930,4.621585647512916e-08,2.1742458944373766e-07
1931,2.737285598186645e-08,2.1328017574262503e-07
1932,3.178265617354015e-08,2.0494333174969626e-07
1933,4.1294384578449694e-08,2.4317802793660803e-07
1934,4.073737258636356e-08,2.4322607217186487e-07
1935,1.6755597798123745e-08,2.501371394458829e-07
1936,2.424942913137329e-08,2.958430389554678e-07
1937,4.532802544421344e-08,2.404903520769608e-07
1938,7.519824563040345e-08,3.124616707594896e-07
1939,4.5882152299725476e-08,2.5694004968102035e-07
1940,1.775048041885441e-08,3.474022562954815e-07
1941,8.854507793643052e-09,3.423743155650527e-07
1942,1.5171058853624686e-08,2.730790527039062e-07
1943,1.4516176038981143e-08,2.554847071678523e-07
1944,2.5705489292704442e-08,2.2813621569639508e-07
1945,6.099811278303946e-08,2.6795598451201386e-07
1946,7.795818213196526e-08,2.2412977962460445e-07
1947,2.5033828343623554e-08,2.551066415890091e-07
1948,4.348755200389576e-08,2.2396088983356321e-07
1949,3.3377827390879133e-08,2.3364479240228775e-07
1950,1.3825969702452312e-08,2.3504149204711666e-07
1951,2.771964457970455e-08,2.1749260259440462e-07
1952,4.007025466989944e-08,1.929699173786048e-07
1953,3.339886467390585e-08,2.1655392856700928e-07
1954,3.224936895307451e-08,2.0815502299598165e-07
1955,4.223523575319632e-08,1.820807971064653e-07
1956,8.546718710533696e-08,1.840160943622493e-07
1957,2.4738106174648777e-08,2.138079064906151e-07
1958,2.8952852393349104e-08,2.341044855747043e-07
1959,4.960478627857867e-08,1.929936268574295e-07
1960,2.9067500184609685e-08,2.484579288974942e-07
1961,2.1539293626471334e-08,2.1886701340179116e-07
1962,1.8391673961559718e-08,2.0230841624169216e-07
1963,1.8104948984465352e-08,2.4441679968845165e-07
1964,2.737785725903663e-08,2.4092514094853357e-07
1965,1.8604948082145967e-08,2.440531332581486e-07
1966,3.0464910705241266e-08,2.2876378835690048e-07
1967,2.3172577523489224e-08,2.3073970067954974e-07
1968,3.413476046265629e-08,2.227742226246221e-07
1969,3.042977719802664e-08,2.2663371002096255e-07
1970,3.265094719595574e-08,2.4511204443911083e-07
1971,1.9525910444073702e-08,2.1581268772052908e-07
1972,2.6676763686950267e-08,2.2726550774621046e-07
1973,3.9695068176914816e-08,2.3486248501569662e-07
1974,5.8505943978381936e-08,2.0927126120895423e-07
1975,3.655347358133554e-08,2.4388019959076246e-07
1976,3.599521963826291e-08,1.845469190797644e-07
1977,3.173462226335744e-08,2.0980111514745658e-07
1978,4.990096802437449e-08,2.435642407760952e-07
1979,2.984506330960812e-08,1.9487071689638924e-07
1980,4.604972092536741e-08,2.1148760875888684e-07
1981,2.2139423072609077e-08,2.2076167649487388e-07
1982,4.1590264676649724e-08,2.3091908474270895e-07
1983,4.673333942051272e-08,2.545072419479766e-07
1984,4.291266236799984e-08,2.394990481491277e-07
1985,4.812446330326736e-08,2.2738808791444853e-07
1986,5.155257420952353e-08,2.002158110414598e-07
1987,4.888653482026939e-08,2.468770006203158e-07
1988,5.2769673297703434e-08,2.3446525965198362e-07
1989,3.6221606158903796e-08,2.381845032317642e-07
1990,3.2691906515225355e-08,2.0051035765078495e-07
1991,3.985796298566768e-08,2.391477735841363e-07
1992,3.250867131043833e-08,2.214997625316073e-07
1993,2.880387806047935e-08,2.575731565812589e-07
1994,2.32096768471024e-08,2.268218377565745e-07
1995,2.114755837112625e-08,2.553974454144736e-07
1996,2.6156651511399787e-08,2.9573031667951e-07
1997,2.541294086277901e-08,3.011193747681773e-07
1998,2.4794272857064925e-08,3.146965426026327e-07
1999,1.6909744382509473e-08,2.8563757936694856e-07
2000,1.3254094599624011e-08,3.300269639794351e-07
2001,4.381211782256145e-09,3.0098926195876174e-07
2002,1.0953053741769025e-08,3.250866456028234e-07
2003,7.083768904792009e-09,2.5293222094546763e-07
2004,2.554778888441689e-08,2.7750185793706805e-07
2005,5.854874474131577e-09,2.400498511079263e-07
2006,1.2353669642806153e-08,2.203071129969203e-07
2007,6.790615098006825e-09,2.504538612058127e-07
2008,6.3861596011349775e-09,2.290502543189632e-07
2009,8.105927262747059e-09,2.431778147737873e-07
2010,0.0,2.34300130630416e-07
2011,2.2943831556876404e-09,2.0687688262466253e-07
2012,6.808505315092361e-09,2.5429766450923985e-07
2013,1.6734749697100426e-09,2.638512263120063e-07
2014,1.5158116567492996e-09,2.6981447782958856e-07
2015,2.2165753260638965e-09,2.624425372160788e-07
2016,3.107010093650331e-09,2.808737065151945e-07
2017,3.2702948127294462e-09,2.9004999824167044e-07
2018,7.744400121190154e-10,2.460137693560682e-07
2019,1.275493877184175e-09,2.604558486107855e-07
