year,leurs_DET oies_NOUN,leurs_DET fois_NOUN
1856,3.6240324075009767e-09,3.1063134287023786e-09
1857,3.905207268672939e-09,2.9289055625270066e-09
1858,7.34051397444091e-09,2.936205500958522e-09
1859,2.036869339860914e-09,1.018434669930457e-08
1860,1.373155145145688e-09,4.57718396518203e-09
1861,1.8863854922557266e-09,3.3011746669586728e-09
1862,1.0391368654438793e-08,1.8071945051545413e-09
1863,2.9967726078439227e-09,2.4973103585068657e-09
1864,9.589456340108882e-09,2.3973640850272204e-09
1865,1.2237795665726026e-08,8.001635798393636e-09
1866,5.838735717134114e-09,1.9462451650298362e-09
1867,9.7056229719783e-10,1.8925964795357686e-08
1868,2.9639244392143382e-09,6.421836218351018e-08
1869,4.883519366671862e-09,9.522862143285238e-08
1870,4.587239033071455e-09,4.587239033071455e-09
1871,4.248470908407853e-09,2.7615060460561835e-08
1872,7.256807155187062e-09,9.675742873582749e-09
1873,3.591602570907071e-09,1.7958013742713774e-08
1874,5.974609140757536e-10,2.8678122987457755e-08
1875,1.0298748520654044e-08,6.865832347102696e-09
1876,1.209202959984168e-09,6.95291717534019e-08
1877,3.0924081073635534e-09,6.80329748092845e-09
1878,7.2469061862534545e-09,2.4760263173106978e-08
1879,3.665595160740054e-09,6.720257683667796e-09
1880,6.417846254436199e-10,5.134277003548959e-09
1881,1.6036766581351003e-08,8.367009307619355e-09
1882,9.983077475794744e-09,2.6621540527571597e-09
1883,5.687405213450347e-09,1.1374810426900694e-08
1884,9.902545450302114e-09,7.2618666635548834e-09
1885,3.86738152613475e-09,1.2891271161663553e-08
1886,5.808117542471791e-09,5.162771099520569e-09
1887,5.876032105334161e-09,1.0446279397058333e-08
1888,3.804368819970705e-09,3.9945874164004636e-08
1889,6.265136853755848e-09,8.771191772893872e-09
1890,3.9326319978272295e-09,1.3764211992395303e-08
1891,7.0116419337296065e-09,3.824531802365527e-09
1892,6.268512375839919e-09,6.8953633913793055e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,4.411077725308132e-09,2.0164925729204697e-08
1895,3.611168697403855e-09,5.416753268150387e-09
1896,3.5382172747233653e-09,1.1794058174530164e-08
1897,8.740070001067579e-09,1.0488084178916779e-08
1898,8.487532454637403e-09,1.640922953072277e-08
1899,8.291367592505594e-09,7.738609753005221e-09
1900,7.26747462209687e-09,1.1939421895590385e-08
1901,1.0059729937950124e-08,1.3412973842719111e-08
1902,9.820567692386817e-10,7.365425602756659e-09
1903,7.020286574288548e-09,7.020286574288548e-09
1904,3.7622376325430196e-09,2.1498500757388683e-09
1905,1.5482277682110634e-09,3.6125313851442797e-09
1906,7.716276506641861e-09,1.0802787109298606e-08
1907,1.1828539925318182e-08,3.599990305858114e-09
1908,2.4556945366072114e-09,8.840499887696751e-09
1909,4.950885035270858e-09,4.950885035270858e-09
1910,1.6032452032632705e-09,1.977335806202518e-08
1911,4.788336838146279e-09,1.3832972989291648e-08
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,9.545381374209683e-09,2.6514948459066545e-08
1914,7.366418142140674e-09,1.1384464038144415e-08
1915,8.246533234057551e-09,4.712304768617059e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,9.869782324756216e-09
1918,1.1486376294556067e-09,3.44591288836682e-09
1919,1.3811772170413406e-08,1.1049418269237776e-08
1920,3.028892692213958e-09,6.057785384427916e-09
1921,3.0290989716519334e-09,6.815472630705699e-09
1922,3.6889677978990676e-09,4.426761179843197e-09
1923,1.3800733000834953e-08,4.246379248229459e-09
1924,3.867487219366694e-09,5.156649773851996e-09
1925,9.898360353588487e-09,7.698724324711748e-09
1926,3.343841648018042e-09,7.802296586589819e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,7.352522590764465e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,1.710803587684495e-08
1932,4.383814644626227e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,9.574627313213568e-09,3.590485242455088e-09
1936,0.0,0.0
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,6.482607339819424e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,1.089252066321933e-08
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,5.317680518146517e-09,5.317680518146517e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.0544804140977249e-08,1.4762725264461096e-08
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,6.976913269340912e-09,1.744228317335228e-09
1957,3.534015080575159e-09,3.534015080575159e-09
1958,1.6544486891589827e-09,0.0
1959,5.425523585955716e-09,8.525822714489095e-09
1960,4.844583401109048e-09,2.7683333403416555e-09
1961,3.47407969059077e-09,2.779263708063695e-09
1962,3.805173953708163e-09,3.805173953708163e-09
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,3.041984220075733e-09
1965,6.5664522708175355e-09,5.47204326295514e-09
1966,4.431259803538978e-09,4.985167390003653e-09
1967,3.451234853457663e-09,4.042875190179984e-08
1968,7.186265360559219e-09,6.287982134978165e-09
1969,6.358460868938209e-09,5.904285060864822e-09
1970,7.817832603507213e-09,9.197449912790034e-09
1971,1.541519245584766e-09,8.221435976452085e-09
1972,2.565073486948677e-09,4.104117490300041e-09
1973,1.6539611902288698e-09,4.9618833486420044e-09
1974,6.1881286761433785e-09,7.313243344242437e-09
1975,5.140332159925265e-09,2.8557400888473694e-09
1976,8.570290255249802e-09,8.570290255249802e-09
1977,1.057820764316375e-08,8.815172591880582e-09
1978,2.3762365408686037e-09,1.0693064211864112e-08
1979,5.266775904289034e-09,3.5111840102075575e-09
1980,7.390696055153967e-09,3.97960553399912e-09
1981,5.69299452024552e-09,8.855769451088236e-09
1982,5.586751949948621e-09,5.586751949948621e-09
1983,1.2630632095778083e-09,5.68378455412244e-09
1984,5.799008384599347e-09,7.538710988796993e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,5.994485352545098e-09
1987,4.277571630240118e-09,7.332980445085013e-09
1988,2.99827696004229e-09,7.195864348830128e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,4.358920779878872e-09,2.724325431913144e-09
1991,2.9307325455363298e-09,8.7921980806982e-09
1992,3.30596661157756e-09,1.5427843891302473e-08
1993,6.647049133334804e-09,1.606370148010683e-08
1994,1.0549853213248639e-09,5.274926717646622e-09
1995,3.795715741716776e-09,4.337960657352369e-09
1996,1.067618438099771e-09,5.338092190498855e-10
1997,1.917957792585412e-09,4.315404922294874e-09
1998,2.86087753487152e-09,3.814503379828693e-09
1999,5.0272213059088244e-09,5.941261704833778e-09
2000,3.092622158362701e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,3.5049694258049158e-09
2002,4.381221607729913e-09,3.9430991805033955e-09
2003,3.333538334260311e-09,6.667076668520622e-09
2004,1.7619165015858584e-09,3.0833537945085254e-09
2005,4.5037495954858286e-10,2.702249757291497e-09
2006,4.117890028965121e-09,2.0589450144825605e-09
2007,1.997239706952314e-09,4.393927444112933e-09
2008,2.1287198670449925e-09,3.8316958494988285e-09
2009,1.430457752249481e-09,6.675469510497578e-09
2010,7.558068837454357e-09,4.2514138876015295e-09
2011,2.6767803529281764e-09,4.5887662558641296e-09
2012,2.382976926895708e-09,3.4042526575461807e-09
2013,5.020424964641279e-09,2.5102124823206395e-09
2014,8.445236510112863e-09,4.7639794331644225e-09
2015,9.309617077235544e-09,5.763096222466402e-09
2016,8.285359953674742e-09,8.078226088059637e-09
2017,4.024978128569501e-09,6.792150397672003e-09
2018,4.130346731301415e-09,3.3559066636712487e-09
2019,5.612172948588068e-09,3.3162841361900064e-09
