year,ces_DET acteurs_NOUN,ces_DET facteurs_NOUN
1849,1.1396004584440789e-07,1.8937478163394417e-07
1850,1.059083363230684e-07,2.0299097602816119e-07
1851,9.67415818564632e-08,1.5543147302565785e-07
1852,1.8489949482614065e-07,1.3346618032983315e-07
1853,1.2063302179399216e-07,2.167811210540549e-07
1854,1.3196988390973274e-07,1.5535036368419242e-07
1855,1.2683579342365192e-07,6.952087261424822e-08
1856,1.4237269674310937e-07,1.8793197043009968e-07
1857,1.2008511873773386e-07,1.0397614014223677e-07
1858,1.9232147074887962e-07,1.3359735540063866e-07
1859,1.5887580140372393e-07,1.1304624525365625e-07
1860,1.2449940101078028e-07,8.879736990152765e-08
1861,1.3770614515351554e-07,1.631723423045628e-07
1862,1.0797987393118547e-07,1.355395875535237e-07
1863,1.6282464265771068e-07,1.2186874576158857e-07
1864,1.1123769017018503e-07,1.5343129389222554e-07
1865,1.3649849162078453e-07,1.1296426727369635e-07
1866,1.4499525935462998e-07,1.527802480083551e-07
1867,1.3684928568125088e-07,1.3199647419526173e-07
1868,1.506661533312581e-07,2.43535794197669e-07
1869,1.4113370738755293e-07,2.2561858159519943e-07
1870,1.1066714300511649e-07,2.2133427890480561e-07
1871,8.921788907656492e-08,2.007402475356912e-07
1872,8.768641812650912e-08,2.3100836799017088e-07
1873,7.662085899085014e-08,1.9215073621126066e-07
1874,1.1949218325923994e-07,2.3300975371398636e-07
1875,1.5905845884844894e-07,2.483142891307466e-07
1876,1.6384700529670226e-07,2.6118784113293714e-07
1877,1.52146466980696e-07,1.9853259125568457e-07
1878,9.722932681199836e-08,2.3371273449868113e-07
1879,1.3623795425132812e-07,3.494534137615801e-07
1880,1.5980437417795201e-07,2.8687773934166216e-07
1881,1.617621769867128e-07,2.9075356344776537e-07
1882,1.0715170084552028e-07,3.141341728962743e-07
1883,1.655666856947846e-07,3.342930341432293e-07
1884,1.0628732294293286e-07,3.452687629135198e-07
1885,1.959473205914719e-07,4.07364165511126e-07
1886,1.800516375993766e-07,3.7559160936950775e-07
1887,8.879337443090662e-08,3.976115099391109e-07
1888,1.4202977638433367e-07,4.406727285299894e-07
1889,1.0588080989748505e-07,4.968253328740957e-07
1890,1.4157474836906658e-07,5.105866947019422e-07
1891,8.541455187582869e-08,5.022885289918122e-07
1892,1.6736927577198912e-07,4.2249772747027237e-07
1893,1.1208318007049911e-07,7.082179003248257e-07
1894,8.128985484745499e-08,5.665083939732085e-07
1895,8.606618884243744e-08,6.849183087354049e-07
1896,8.196870027177283e-08,7.459741837578804e-07
1897,1.0546351880691418e-07,8.349680378216817e-07
1898,9.84553718552661e-08,7.638778960483705e-07
1899,9.894365327056676e-08,7.683334217745141e-07
1900,1.3912022645001798e-07,8.804025952713346e-07
1901,1.3748297167381907e-07,8.316043391687344e-07
1902,8.74030492425959e-08,7.836813011863342e-07
1903,1.1016449263934192e-07,9.24517685518822e-07
1904,9.620579000113594e-08,9.421718090152353e-07
1905,1.0992416576982578e-07,1.0171855819862685e-06
1906,9.362416175662247e-08,9.78423905451109e-07
1907,1.0285686746769329e-07,1.0738257287812303e-06
1908,1.1639991814860196e-07,9.99467694384748e-07
1909,1.0286839025042127e-07,1.1310022429711353e-06
1910,9.940120193618895e-08,1.1308222411798852e-06
1911,1.0800359184770514e-07,1.2646529228277359e-06
1912,9.220675778465193e-08,1.2403632112523155e-06
1913,1.214384610648267e-07,1.2912780036344884e-06
1914,7.031580562255613e-08,1.2636755570838432e-06
1915,3.887651534029146e-08,1.202815774092869e-06
1916,6.043104150421641e-08,1.4151850677990296e-06
1917,6.908847360875825e-08,1.450857936902139e-06
1918,4.9391418066591086e-08,1.4679588957733358e-06
1919,9.484083918209762e-08,1.4990376797641147e-06
1920,7.64795431429377e-08,1.5250474660888358e-06
1921,1.3403763610142505e-07,1.5554423526964456e-06
1922,1.401807736556293e-07,1.629048142604006e-06
1923,1.486232790171016e-07,1.4108595252082523e-06
1924,1.2891624301403226e-07,1.6862245075799365e-06
1925,1.330779522135117e-07,1.5254472742753933e-06
1926,2.1957892570867443e-07,1.7633191191634978e-06
1927,1.1372209129945077e-07,1.530788523496085e-06
1928,1.5196635061442976e-07,1.6636316502172122e-06
1929,1.1029002511264707e-07,1.8203424190232909e-06
1930,1.197410774977925e-07,2.0618573586261846e-06
1931,1.0264821259653445e-07,2.1533312377641778e-06
1932,1.0192369259698353e-07,2.2510888584292843e-06
1933,9.979476445209912e-08,2.1266608030146017e-06
1934,1.042397439476872e-07,2.399910442818509e-06
1935,1.2447015773631165e-07,2.272777152256822e-06
1936,8.123558759010052e-08,2.6468251235201024e-06
1937,8.310137911138327e-08,2.6441349234573863e-06
1938,1.3743127524890042e-07,2.7473289492263575e-06
1939,1.0094072955268985e-07,2.4485774474669597e-06
1940,7.35377030380846e-08,2.852755756066472e-06
1941,7.378756849973911e-08,2.4526987374429154e-06
1942,1.4260795477838428e-07,2.833953715253301e-06
1943,1.0451646748066423e-07,2.737750747883183e-06
1944,8.032965581605822e-08,2.7826191626445507e-06
1945,1.7645883332306767e-07,2.5183506977555226e-06
1946,1.3225049144693912e-07,2.809278754511979e-06
1947,1.5139506714945128e-07,2.8169017127765983e-06
1948,1.1306763170182421e-07,3.2898333302000538e-06
1949,1.6590744422728676e-07,3.6745062175214116e-06
1950,1.850552919790971e-07,3.4926526950584957e-06
1951,1.108785783188182e-07,3.19628821898732e-06
1952,1.2548316519200853e-07,3.68540901263259e-06
1953,1.2928592862948562e-07,3.5230416415288346e-06
1954,2.0913227416485825e-07,3.524953712030765e-06
1955,1.1450441839144787e-07,3.63598454100611e-06
1956,1.674459237932524e-07,3.74311406403649e-06
1957,1.3429257172958842e-07,3.858261038658384e-06
1958,1.3318312364063445e-07,4.070770955877379e-06
1959,1.340879389744032e-07,3.9397050386469346e-06
1960,1.6610000486139143e-07,3.9164996223917115e-06
1961,1.5008023623863664e-07,3.8965276871749666e-06
1962,1.3444947910556948e-07,3.97323572087771e-06
1963,1.5906491057648964e-07,4.0341706153412815e-06
1964,1.496656203414659e-07,3.6735000890075753e-06
1965,1.4117871938168491e-07,3.381722763151629e-06
1966,1.5897144223231408e-07,3.6973323744859954e-06
1967,1.4692399474824924e-07,3.6203455238137394e-06
1968,1.9402915718558233e-07,3.517227810334589e-06
1969,1.5896152305572286e-07,3.364080015444415e-06
1970,1.8992735029144114e-07,3.4398462389617634e-06
1971,1.9474525991824976e-07,3.44889241432611e-06
1972,1.9289352692908324e-07,3.6188056355968e-06
1973,2.2218211626068296e-07,3.5620809057945735e-06
1974,2.3233610235706692e-07,3.6026160046276345e-06
1975,1.66204069174114e-07,3.499423996800033e-06
1976,2.3539730698018957e-07,3.6212333611729264e-06
1977,2.350712726695292e-07,3.4960975767717173e-06
1978,2.2574246827389288e-07,3.411681632314867e-06
1979,2.861614945004476e-07,3.1495320627072942e-06
1980,2.7800387414345096e-07,3.4861345170611457e-06
1981,3.6435164219028593e-07,3.5498984516380006e-06
1982,3.054091131104997e-07,3.4370940511507797e-06
1983,3.49868503946027e-07,3.5220517133893736e-06
1984,3.4620081379443945e-07,3.492742905564228e-06
1985,4.096595027647254e-07,3.3073538929784263e-06
1986,4.657715173550514e-07,3.4378375062260602e-06
1987,4.864210190191898e-07,3.4489450513319753e-06
1988,4.6233429529252135e-07,3.2135531569110753e-06
1989,4.862476217226686e-07,3.2709208426240366e-06
1990,5.448650881589856e-07,3.327491242544056e-06
1991,6.388997277895214e-07,3.297074272268219e-06
1992,6.314395903928016e-07,3.069038996272866e-06
1993,7.28959705043053e-07,3.2000001510823495e-06
1994,8.012613577079719e-07,3.0425777595155523e-06
1995,9.158519560514833e-07,3.1954502901498927e-06
1996,1.0008922828319555e-06,3.0058798188292712e-06
1997,1.2533854203411465e-06,3.1157225066635874e-06
1998,1.3274471371005347e-06,3.2304074579769804e-06
1999,1.3422680638086604e-06,3.307911526917451e-06
2000,1.4959454261997962e-06,3.243718822432129e-06
2001,1.6977195969047898e-06,3.3397976153537456e-06
2002,1.4677091684234256e-06,3.2530569455957448e-06
2003,1.8642812733560277e-06,3.2552001698604727e-06
2004,1.6839516945310606e-06,3.261307426782878e-06
2005,1.935711566147802e-06,3.296744637282245e-06
2006,1.9415850829318515e-06,3.0641219268545683e-06
2007,1.711234958179375e-06,2.8967965022275166e-06
2008,1.809837584687557e-06,3.073019911425945e-06
2009,1.8057144473004882e-06,2.99347124155247e-06
2010,1.8843210227714735e-06,2.922138378380623e-06
2011,1.6278648473644353e-06,2.8415935275916127e-06
2012,1.5230626786433277e-06,2.440168373141205e-06
2013,1.4807464765453915e-06,2.126986771600059e-06
2014,1.0989634375846435e-06,1.6968428724339901e-06
2015,1.2419472312785729e-06,1.5666754507037695e-06
2016,1.0675686894501268e-06,1.4598804796150944e-06
2017,1.3144069015424975e-06,1.6592971974205284e-06
2018,1.2618209126458169e-06,1.6828580839955976e-06
2019,1.0392724050234392e-06,1.4433488786380622e-06
