year,herbes_NOUN fines_ADJ
1992,9.917899890243831e-09
1993,1.3848019009277124e-08
1994,5.274926717646622e-09
1995,2.548551947256783e-08
1996,1.3345230698291743e-08
1997,9.58978851883785e-09
1998,6.675381136744818e-09
1999,1.7366764026860437e-08
2000,1.1928685039741538e-08
2001,7.009938934876558e-09
2002,8.324320510677552e-09
2003,8.750538071922165e-09
2004,1.1011977996133737e-08
2005,1.0358624180639708e-08
2006,1.3589036562677848e-08
2007,1.3980677948666198e-08
2008,1.2772319285536682e-08
2009,1.5258216023994464e-08
2010,1.6533276081531767e-08
2011,1.7972668686638826e-08
2012,2.1787217363566924e-08
2013,2.091843853690989e-08
2014,2.0138640310918277e-08
2015,2.1722438958704515e-08
2016,2.2370472252397633e-08
2017,1.7106156491308866e-08
2018,1.5746947412687007e-08
2019,1.581612352197226e-08
