year,les_DET autos_NOUN,les_DET photos_NOUN
1980,3.1609437178836686e-07,2.3394395327613893e-06
1981,2.78324167490851e-07,2.4340714617210324e-06
1982,3.10995868613162e-07,2.2986381225109653e-06
1983,3.4671083737336517e-07,2.7029553848478827e-06
1984,3.717164324124056e-07,2.6959590400110756e-06
1985,2.4483321325874385e-07,2.4212620814978436e-06
1986,2.397794173214507e-07,2.8060186423317646e-06
1987,2.639872889176331e-07,2.6869261660067423e-06
1988,2.8123838191618233e-07,2.795593388782436e-06
1989,2.9965147607668996e-07,2.5645995265222155e-06
1990,3.231050136331959e-07,2.6938130304188235e-06
1991,2.7783345518672675e-07,2.7068246026829e-06
1992,3.135158179734532e-07,2.755522984898562e-06
1993,3.024407241314364e-07,2.587363866268788e-06
1994,2.727137016211856e-07,2.5979013571486576e-06
1995,2.1472904876418397e-07,2.9324613137760025e-06
1996,2.9519649480391763e-07,2.94342402185066e-06
1997,2.651576694878699e-07,2.9618063308589626e-06
1998,2.431745962372389e-07,2.791262772916525e-06
1999,2.0703011444078712e-07,2.6904774017566524e-06
2000,1.8688273195621719e-07,3.0457907769232406e-06
2001,2.2826113069140952e-07,2.928401983126605e-06
2002,2.0854613980159087e-07,2.940675756235578e-06
2003,2.8501753013276954e-07,3.272284686772764e-06
2004,2.2420387679744636e-07,3.540571242410806e-06
2005,2.2563785517792923e-07,3.77954660280011e-06
2006,2.569563282150966e-07,3.8098716572676494e-06
2007,2.069140414839854e-07,4.812948304788733e-06
2008,2.2010963202090394e-07,5.098283850202279e-06
2009,2.2553550893533725e-07,6.390808266587555e-06
2010,2.6217051218857534e-07,7.06773897718449e-06
2011,2.1528962435013455e-07,8.140471607021027e-06
2012,3.1863804816900654e-07,9.112503903452307e-06
2013,3.296745742509266e-07,8.452164649952465e-06
2014,3.438726922794233e-07,8.257275396772457e-06
2015,2.531329139632277e-07,8.371783735583449e-06
2016,1.9636304054992948e-07,7.720920052634028e-06
2017,2.2464409166200738e-07,9.75931425273302e-06
2018,2.2613649014457948e-07,9.526128451398108e-06
2019,2.2397673321572498e-07,9.118505772676144e-06
