year,notes_NOUN in_ADJ,notes_NOUN fines_ADJ
2001,2.9792239342185667e-08,1.3143635069212678e-09
2002,2.6725450297249154e-08,1.752488598683044e-09
2003,6.708745603489774e-08,0.0
2004,2.0702518144233295e-08,8.809582507929292e-10
2005,2.522099773472064e-08,2.251874686720612e-09
2006,1.6512738909568725e-07,2.8825228870488218e-09
2007,1.7975157362570826e-08,1.5977917877663117e-09
2008,1.3198062864816507e-08,2.1287198670449925e-09
2009,9.53638501499654e-10,0.0
2010,3.7790344187271785e-09,1.4171379625338432e-09
2011,4.971163480860241e-09,9.177532511728259e-09
2012,5.1063790973415735e-09,6.127654827992046e-09
2013,3.068037490727704e-09,7.80955033974351e-09
2014,1.5158116151159362e-09,5.197068553286499e-09
2015,1.5516028045725605e-09,2.659890530054554e-09
2016,2.2784739928116693e-09,2.4856081637381067e-09
2017,2.7671724911471074e-09,3.2702947017071438e-09
2018,3.872200116106228e-09,5.162933192082164e-09
2019,1.02039510174734e-09,5.867272001580659e-09
