year,moins_ADV utile_ADJ,moins_ADV futile_ADJ
1847,1.1762621170419152e-06,2.3190860787281053e-08
1848,9.517497119304608e-07,2.011305433313737e-08
1849,1.0491027069292613e-06,1.0893239199560867e-08
1850,9.16514466098306e-07,9.504594444820214e-09
1851,9.91923684523499e-07,1.096404567135778e-08
1852,1.045593648996146e-06,4.557382027314816e-09
1853,1.039713311001833e-06,1.911018188138769e-08
1854,9.295043810197967e-07,1.1430461910322265e-08
1855,9.239377618541766e-07,9.021793090369101e-09
1856,9.557090834277915e-07,7.765783571755946e-09
1857,1.0446429996591178e-06,7.322263684272912e-09
1858,9.728628356242552e-07,1.7127865348243176e-08
1859,9.537640153212124e-07,2.64793023063703e-08
1860,9.616663874112419e-07,4.57718396518203e-09
1861,8.927319186113891e-07,2.263662679524714e-08
1862,9.090188086702256e-07,1.0843167252971853e-08
1863,9.185107501252787e-07,1.6482248454963155e-08
1864,9.062035815077252e-07,6.233146443435089e-09
1865,8.185202204913367e-07,3.294791106611683e-09
1866,9.23493303162104e-07,1.4110277390955162e-08
1867,9.797826123758568e-07,5.82337378318698e-09
1868,8.466944336760207e-07,5.433861360870651e-09
1869,8.7756836819608e-07,2.783605879130846e-08
1870,9.719212812342448e-07,9.17447806614291e-09
1871,9.304151262767846e-07,1.4869648623516696e-08
1872,8.611411317360762e-07,1.9956219787786722e-08
1873,8.984992518890067e-07,3.8909028887701425e-08
1874,8.96191352239839e-07,2.0911132381229436e-08
1875,9.617887144486303e-07,5.149374260327022e-09
1876,8.25885649646807e-07,1.753344314181504e-08
1877,8.157772413142084e-07,6.80329748092845e-09
1878,7.899128036115144e-07,9.058632954861423e-09
1879,8.974598699751368e-07,3.848874996492668e-08
1880,8.375289439754852e-07,8.984985200299889e-09
1881,7.899851084403053e-07,1.8825771164188154e-08
1882,8.778453093327698e-07,1.7969540522244642e-08
1883,8.126669968078204e-07,1.7062214752172622e-08
1884,7.374095503109857e-07,7.2618666635548834e-09
1885,7.238448915813933e-07,8.379326565943757e-09
1886,7.350495252467226e-07,1.0325542199041138e-08
1887,8.1872713053599e-07,8.48760173255414e-09
1888,8.280842962449242e-07,3.1703073499755874e-09
1889,8.50179048939026e-07,5.012109394186837e-09
1890,8.533810955668741e-07,1.5730527991308918e-08
1891,8.35660273423855e-07,1.9122660788184476e-08
1892,7.816834681761975e-07,1.002961980134387e-08
1893,7.420891847687017e-07,3.695050043717174e-09
1894,7.561847041870351e-07,2.520615716150587e-09
1895,6.849183478152554e-07,1.2037228991346183e-08
1896,7.353594924097706e-07,6.486732040400511e-09
1897,6.893002364449785e-07,1.9228155068162778e-08
1898,7.384153377643088e-07,1.3580051749784161e-08
1899,7.943129958221107e-07,1.6582735185011188e-08
1900,7.931928962534585e-07,6.22926377147337e-09
1901,7.986307650753588e-07,1.117747761014698e-08
1902,6.535587999678683e-07,4.419255628107521e-09
1903,6.62607021695294e-07,3.2401321625741275e-09
1904,7.68033942222246e-07,3.7622376325430196e-09
1905,6.729629831170314e-07,8.257214467732865e-09
1906,7.381904651992954e-07,6.173021205313489e-09
1907,6.927410254320421e-07,1.542852956504248e-08
1908,7.367083867393376e-07,8.349361202419914e-09
1909,7.453832608916855e-07,1.265226234892225e-08
1910,6.813792197135626e-07,5.878565634276356e-09
1911,6.911166110512568e-07,1.4897047151407605e-08
1912,6.709734634569031e-07,7.293189607793238e-09
1913,6.692372949146375e-07,7.42418571064718e-09
1914,6.589596068806713e-07,1.0045115850232378e-08
1915,6.396953722287435e-07,2.3561523843085297e-09
1916,6.977038538025226e-07,1.3184954461564757e-08
1917,5.910902700634324e-07,6.57985488317081e-09
1918,5.52494725525321e-07,0.0
1919,6.160050816106377e-07,2.2098836538475553e-08
1920,5.823046080877248e-07,1.2872794385998532e-08
1921,6.285380322879064e-07,5.300923255902035e-09
1922,5.511317908712954e-07,1.549366501762961e-08
1923,5.435365437733708e-07,1.0615948120573648e-08
1924,5.633639830193715e-07,1.804827398643738e-08
1925,5.38910740033316e-07,1.7597084678300234e-08
1926,4.882008397544269e-07,7.802296586589819e-09
1927,5.061747856416332e-07,1.0034302277972529e-08
1928,5.564481853070902e-07,3.4278122562625413e-09
1929,5.514501140169159e-07,3.342121912552898e-09
1930,4.968204621036421e-07,5.2518016602221e-09
1931,5.018357001063123e-07,1.9389105432310316e-08
1932,5.79759500851651e-07,6.575722188983946e-09
1933,4.416205001689377e-07,8.02946331646126e-09
1934,4.900466024082561e-07,1.4377896206951846e-08
1935,4.595821110342513e-07,1.3165112555668657e-08
1936,4.3770219804173394e-07,1.091224355320719e-08
1937,4.369117903024744e-07,6.295559185076627e-09
1938,4.382242480005516e-07,6.482607339819424e-09
1939,4.618803188805032e-07,1.070583532936098e-08
1940,4.386904493003385e-07,0.0
1941,4.0435585901832383e-07,8.854508237732261e-09
1942,4.58165970940172e-07,6.068423541449874e-09
1943,4.703240961134725e-07,1.4516175816936538e-08
1944,4.7555155902045954e-07,9.639558484764166e-09
1945,3.3113261110884196e-07,8.714016175304096e-09
1946,4.092804601896205e-07,1.1136883415474585e-08
1947,4.315355397466192e-07,1.0728784083369192e-08
1948,4.1748049284251465e-07,1.6307831529616124e-08
1949,3.4752210353872215e-07,1.0798709482173763e-08
1950,4.434945708453597e-07,8.508289184305795e-09
1951,4.0300099612977647e-07,1.3859822622919182e-08
1952,3.6590469676411885e-07,1.1599284199803606e-08
1953,3.7385180462479184e-07,9.69644453618912e-09
1954,3.6940187442269234e-07,7.818028890937967e-09
1955,3.8199422647267056e-07,8.447047505910632e-09
1956,3.802417722909013e-07,6.976913269340912e-09
1957,3.0834280551061966e-07,8.835037590415595e-09
1958,3.5984260193799855e-07,1.7371711180658167e-08
1959,3.301818480849761e-07,1.5501495198577686e-08
1960,3.2527916005165025e-07,6.2287499602575735e-09
1961,3.5296648093208205e-07,1.320150300188061e-08
1962,3.259765719576535e-07,2.473363025501385e-08
1963,3.213628474441066e-07,2.0691370394843034e-08
1964,3.4374420465610456e-07,7.300761772910391e-09
1965,4.0055357430901495e-07,8.755269398363907e-09
1966,3.8607350916208816e-07,2.2710207048248776e-08
1967,4.279531253814639e-07,1.429797347185513e-08
1968,3.912023203156423e-07,1.3474247495537384e-08
1969,4.6144259613356553e-07,4.995933444718048e-09
1970,3.973298419168714e-07,9.657322941336588e-09
1971,3.725338046933757e-07,1.1304474689666222e-08
1972,3.7090961768626585e-07,8.721249500354133e-09
1973,3.2031712748903374e-07,1.6539610570021068e-08
1974,3.3472150562374736e-07,1.012602890426706e-08
1975,2.5016282734213746e-07,9.709516746170266e-09
1976,2.7196387009098544e-07,1.0284348483935446e-08
1977,2.867869568490278e-07,1.5279633558407113e-08
1978,2.8930679718541796e-07,1.841583241457556e-08
1979,2.767983460216783e-07,9.363157360553487e-09
1980,2.7743536179514194e-07,1.4781392110307934e-08
1981,2.5302199446741724e-07,1.771153890217647e-08
1982,2.9051111027911247e-07,1.4898005495922462e-08
1983,2.2987750014635822e-07,1.8314416649900522e-08
1984,2.6211517933916184e-07,9.858314165001048e-09
1985,2.5205187625942926e-07,1.0828004270990732e-08
1986,2.3258603221165686e-07,1.1988970705090196e-08
1987,2.645983556703868e-07,1.3443797186596385e-08
1988,2.4585870050941594e-07,1.9788627625416666e-08
1989,2.4037976231738867e-07,1.6464365870660913e-08
1990,2.1467684518938768e-07,1.7980548605578406e-08
1991,2.502845575236279e-07,6.4476117778156095e-09
1992,2.5125345359811035e-07,1.2672871640972971e-08
1993,2.553574631747324e-07,1.1078414630105726e-08
1994,2.5477896770098596e-07,8.967375286772494e-09
1995,2.212359930808816e-07,1.7894087989134277e-08
1996,2.7010747771782917e-07,2.3487604750016544e-08
1997,1.956316992846041e-07,1.054876808126437e-08
1998,2.4412821630903636e-07,1.144351013948608e-08
1999,2.6095847260876326e-07,8.226361813967742e-09
2000,2.5138598402918433e-07,1.4579503826439577e-08
2001,2.60682099906262e-07,1.270551397425379e-08
2002,2.4140530285876594e-07,1.5334276071143904e-08
2003,2.4251491481663834e-07,9.167230530238157e-09
2004,2.2684675116124708e-07,1.5857247959161214e-08
2005,2.4410323362644704e-07,1.9816498664226856e-08
2006,2.0012944901282026e-07,1.523619275189958e-08
2007,2.2928311693704018e-07,1.5977917655618512e-08
2008,2.0733730821120844e-07,1.3623806971452268e-08
2009,2.3602552801094134e-07,8.105927484791664e-09
2010,2.234354070651534e-07,1.369900015646408e-08
2011,1.9425777963988367e-07,1.3001504761689375e-08
2012,2.1719132803355023e-07,1.2255309655984092e-08
2013,1.9663330874664098e-07,1.4782362889320666e-08
2014,2.033353041497321e-07,1.537466154388767e-08
2015,2.287505793674427e-07,1.5072712855612735e-08
2016,2.723812144722615e-07,1.5535050579273957e-08
2017,1.7533811558223533e-07,1.33327402451755e-08
2018,1.8534930745772726e-07,1.3939920329164579e-08
2019,1.9413016616454115e-07,9.94885240857002e-09
