year,quelques_DET in_ADJ,quelques_DET fines_ADJ
1920,4.543339038320937e-09,5.6034515694136644e-08
1921,1.5145494858259667e-09,5.2251955651172466e-08
1922,2.951174193910333e-09,5.1645550058765366e-08
1923,0.0,7.537322943562685e-08
1924,2.578324886925998e-09,8.637388393406553e-08
1925,2.1996355847875293e-09,6.048997747143403e-08
1926,1.1146138456652466e-09,3.455302854948883e-08
1927,4.4596899506643695e-09,6.466550095396428e-08
1928,0.0,5.141718650847338e-08
1929,1.1140406375176326e-09,7.464072560026125e-08
1930,7.3525223687198604e-09,6.092090032439046e-08
1931,2.2810713318222042e-09,6.50105320687544e-08
1932,2.1919073223131136e-09,4.9317913752844333e-08
1933,2.2941324395731044e-09,5.735331098932761e-08
1934,1.1981580172459871e-09,4.07373743627204e-08
1935,1.196828414151696e-09,7.420336256558357e-08
1936,7.274828739411987e-09,5.577368789033699e-08
1937,0.0,1.0702450259358898e-07
1938,0.0,8.168085230408906e-08
1939,3.058810094103137e-09,1.009407322172251e-07
1940,0.0,5.0715658783673234e-08
1941,0.0,4.132103770260187e-08
1942,3.034211770724937e-09,9.102635334379272e-08
1943,0.0,8.129058715056203e-08
1944,0.0,2.3777576529937505e-07
1945,1.089252066321933e-08,6.317661416233022e-08
1946,2.7842208538686464e-09,6.542919184227003e-08
1947,3.5762612871081956e-09,4.768348227379704e-08
1948,0.0,8.045196953077038e-08
1949,3.9268033269479474e-09,6.970075761003613e-08
1950,1.0635361480382244e-09,5.74309511058857e-08
1951,2.1322803522849654e-09,6.290226917116115e-08
1952,4.2179215675730575e-09,6.221434212250188e-08
1953,3.2321482157371406e-09,8.080370350604937e-08
1954,0.0,5.96124705154466e-08
1955,3.754243138587299e-09,6.194501089851201e-08
1956,8.72114158667614e-10,5.668742031339491e-08
1957,2.6505113659425206e-09,7.863183526524153e-08
1958,0.0,5.956015236563417e-08
1959,1.5501495642666896e-09,5.348015896800007e-08
1960,0.0,5.1214166352231416e-08
1961,1.3896318540318475e-09,5.2111194637216585e-08
1962,6.341956404476434e-10,3.995432473757887e-08
1963,6.466053248388448e-10,3.103705603635376e-08
1964,1.2167936658258327e-09,1.52099203787337e-08
1965,2.188817349590977e-09,3.337946563597427e-08
1966,3.323444963676536e-09,3.3788354447672475e-08
1967,3.451234853457663e-09,3.845661589174654e-08
1968,2.69484942694298e-09,2.5151928761957265e-08
1969,1.3625273131978588e-09,3.2246479264586014e-08
1970,3.678979926258208e-09,3.2191075360898935e-08
1971,3.5968783507200897e-09,1.6442872174948775e-08
1972,3.5911027485013847e-09,2.8215808356435446e-08
1973,1.6539611902288698e-09,3.9695067233225245e-08
1974,1.6876715580593782e-09,1.6876715247526874e-08
1975,1.1422960355389478e-09,2.8557401332562904e-08
1976,5.713526873840635e-10,2.2282755141045385e-08
1977,0.0,2.5270162185009326e-08
1978,2.3762365408686037e-09,1.7227715365386587e-08
1979,2.925986564150662e-09,1.9311512833297684e-08
1980,1.7055452605774235e-09,2.672020760208227e-08
1981,6.325549528618524e-10,2.8464973600428323e-08
1982,6.207502289967692e-10,2.9796010991844923e-08
1983,1.2630632095778083e-09,2.5892795463278162e-08
1984,1.739702604197646e-09,1.7397024820731133e-08
1985,1.2031116103372597e-09,4.391357222299774e-08
1986,1.1988970927134801e-09,1.558566253834215e-08
1987,6.110816852533674e-10,2.2610021632729627e-08
1988,5.996553809062277e-10,2.0388282950811742e-08
1989,1.6464366536794728e-09,1.7561990639514136e-08
1990,5.44865097484859e-10,1.6345953146590375e-08
1991,4.689172272698272e-09,1.2895223555631219e-08
1992,5.509944167592096e-10,1.5427843669257868e-08
1993,5.539207426075166e-10,1.7725463097306715e-08
1994,1.0549853213248639e-09,1.7934750351500384e-08
1995,1.626735190995987e-09,1.2471636778865758e-08
1996,0.0,1.2277611816102763e-08
1997,4.79489448146353e-10,1.3905193774199631e-08
1998,9.536258449571733e-10,9.536258227527128e-09
1999,1.8280804647829996e-09,1.0968482788697997e-08
2000,4.4180314962005696e-10,1.0161472108194403e-08
2001,0.0,1.4896119893137438e-08
2002,8.76244299341522e-10,2.102986274010732e-08
2003,8.333845835650777e-10,1.6250999657074772e-08
2004,4.404791253964646e-10,1.2333415899679068e-08
2005,2.251874686720612e-09,1.5763124139311913e-08
2006,0.0,1.1530091881262194e-08
2007,3.994479469415779e-10,1.9972397791168106e-08
2008,0.0,1.7881246705542253e-08
2009,4.76819250749827e-10,1.5735035052699686e-08
2010,1.8895172093635892e-09,1.747803457519126e-08
2011,3.82397197240536e-10,2.676780463950479e-08
2012,6.808505426114664e-10,3.2340400579755624e-08
2013,0.0,2.7612338193705455e-08
2014,4.330890368553497e-10,3.0965865427390327e-08
2015,2.2165753954528356e-10,2.9037137805332236e-08
2016,2.0713400439298368e-10,2.9205894147565914e-08
2017,0.0,3.320607122603292e-08
2018,5.162933414126769e-10,2.555651956726024e-08
2019,1.02039510174734e-09,3.877501342230971e-08
