year,pluies_NOUN fines_ADJ
1922,3.32007097370024e-08
1923,6.369568872344189e-09
1924,3.0939897754933554e-08
1925,2.3096173862313663e-08
1926,3.566764306128789e-08
1927,5.9090890403012963e-08
1928,4.4561559775502246e-08
1929,2.5622934884950155e-08
1930,2.8359728787563654e-08
1931,5.360517718600022e-08
1932,4.055028668403793e-08
1933,2.2941325283909464e-08
1934,3.714289675826876e-08
1935,5.505410882733486e-08
1936,5.456121598967911e-08
1937,4.658713592675667e-08
1938,2.7226949583791793e-08
1939,2.4470480752825097e-08
1940,8.114505334333444e-08
1941,3.246652724442356e-08
1942,3.034211815133858e-08
1943,4.935499831049128e-08
1944,2.2492303131116387e-08
1945,2.6142048525912287e-08
1946,3.201854070766785e-08
1947,2.5033829231801974e-08
1948,1.9569398546082084e-08
1949,4.319483792869505e-08
1950,3.722376362702562e-08
1951,4.051332780363737e-08
1952,4.74516177462192e-08
1953,5.0636987936059086e-08
1954,5.374894840315392e-08
1955,3.003394510869839e-08
1956,2.616342520411763e-08
1957,5.1243219445495924e-08
1958,4.218844296133284e-08
1959,3.8753739772801055e-08
1960,2.422291700554524e-08
1961,4.516303420132317e-08
1962,2.7904608401740916e-08
1963,3.36234755593523e-08
1964,2.9203047091641565e-08
1965,2.4624196015565758e-08
1966,3.26805427164345e-08
1967,2.662381248796919e-08
1968,2.784677910483424e-08
1969,2.9067249940339934e-08
1970,1.977451802304131e-08
1971,3.083038535578453e-08
1972,1.6416469961200164e-08
1973,1.874489363729026e-08
1974,4.7817358961310674e-08
1975,3.484002775167028e-08
1976,1.656922776760439e-08
1977,2.291944944943225e-08
1978,2.8514838490423244e-08
1979,2.691907674545746e-08
1980,2.3309118191150446e-08
1981,2.340453342242199e-08
1982,1.4898005495922462e-08
1983,5.9363969739933964e-08
1984,2.0876431250371752e-08
1985,1.3234227935754461e-08
1986,2.937297871596911e-08
1987,2.9943002743948455e-08
1988,8.395175221664886e-09
1989,1.5915555096057687e-08
1990,2.2884334427430986e-08
1991,1.1722930182145319e-08
1992,1.4325855168806356e-08
1993,1.0524494165053966e-08
1994,2.5319646823618314e-08
1995,1.3013881527967897e-08
1996,1.1209993822092201e-08
1997,1.1987236092636522e-08
1998,1.2397135762398648e-08
1999,1.0968483010742602e-08
2000,8.394259509714175e-09
2001,1.445799924226776e-08
2002,1.0953053575235572e-08
2003,1.1667384391955693e-08
2004,1.1452457648886138e-08
2005,1.1259373877692269e-08
2006,1.1941880373456115e-08
2007,1.2382886716011399e-08
2008,8.089135583588813e-09
2009,1.2874119548200724e-08
2010,1.1337103700270745e-08
2011,1.414869643667771e-08
2012,1.8042539906559796e-08
2013,1.8687137171014e-08
2014,1.4291938299493268e-08
2015,1.7067630864175953e-08
2016,1.6984987638579696e-08
2017,1.2578056818313144e-08
2018,1.626323964387666e-08
2019,1.632632162795744e-08
