year,ces_DET in_ADJ,ces_DET fines_ADJ
1868,4.692880495316132e-08,1.0670127981171618e-07
1869,4.248661700234635e-08,8.546158269950865e-08
1870,5.734048746930398e-08,4.243196061182175e-08
1871,4.0360474962142234e-08,1.0621177537473159e-07
1872,4.595977687316122e-08,6.712546607445802e-08
1873,4.4895032580427596e-08,1.2391029780012275e-07
1874,2.808066240644891e-08,9.499628284004302e-08
1875,4.520006546826494e-08,9.097227859911072e-08
1876,3.204387999389269e-08,9.371323006490684e-08
1877,3.649041280251453e-08,7.112538114029121e-08
1878,3.44228039406147e-08,8.998241929347728e-08
1879,3.4823155470320444e-08,7.819936254094273e-08
1880,3.914886281819463e-08,8.150664942974117e-08
1881,3.9046042399348835e-08,6.205531605241177e-08
1882,2.529046416732683e-08,9.317539007014375e-08
1883,5.43463136715161e-08,7.58320650717792e-08
1884,4.423136790165927e-08,9.638477660445233e-08
1885,4.8986831480135606e-08,6.38117916285097e-08
1886,5.09823661065667e-08,8.324968203687888e-08
1887,3.133883863526421e-08,9.075205453790147e-08
1888,3.931181136174189e-08,7.672143897963224e-08
1889,2.0048437576747347e-08,1.0212172618651039e-07
1890,5.505684796958121e-08,6.488842441143561e-08
1891,3.505821177807178e-08,1.1409853684085647e-07
1892,4.450643875664184e-08,8.399806894487938e-08
1893,2.278614102957377e-08,7.698020798585503e-08
1894,3.654892766213891e-08,1.0082462731375585e-07
1895,3.8519134548664624e-08,7.703826199190189e-08
1896,2.88954410954112e-08,6.604672275756229e-08
1897,3.088158107011907e-08,8.390467343133423e-08
1898,2.7160104387746742e-08,7.751946373701912e-08
1899,2.5426860617017155e-08,7.24112787509057e-08
1900,2.7512581990407625e-08,1.1939421895590385e-07
1901,2.4031576784100395e-08,7.097698517810613e-08
1902,3.6827128901961714e-08,8.101968695939377e-08
1903,2.3760968526076454e-08,8.478345936424603e-08
1904,3.009790017216574e-08,7.309490523965678e-08
1905,3.251278268834312e-08,7.276669933276025e-08
1906,2.3148829519925584e-08,1.1625856899399878e-07
1907,3.239991297476763e-08,6.788553186254376e-08
1908,3.192402875384914e-08,8.349361380055598e-08
1909,2.6954819487556847e-08,1.1056977289314318e-07
1910,2.244543306773039e-08,9.672912693048374e-08
1911,2.1281496453973148e-08,8.725413636057056e-08
1912,2.656804792833256e-08,6.51177662902569e-08
1913,3.818152682910636e-08,5.99237859333357e-08
1914,3.750176302830255e-08,7.969125093154616e-08
1915,2.9451904026700504e-08,4.476689507981746e-08
1916,2.3073669863649116e-08,5.603605646165022e-08
1917,1.7546279096336548e-08,7.457168327285046e-08
1918,2.5270027848023346e-08,1.1601240146319469e-07
1919,3.591060782071054e-08,8.931612982543413e-08
1920,2.0445024784265797e-08,1.0298235375572062e-07
1921,3.1805538425189184e-08,7.79993014621283e-08
1922,2.951174149501412e-08,8.77974297708306e-08
1923,2.1231896241147297e-08,8.59891819970926e-08
1924,2.1915761205804074e-08,7.73497452755123e-08
1925,2.0896537389347714e-08,1.0778214498685657e-07
1926,3.0094573277850145e-08,9.02837182792382e-08
1927,1.449399278374841e-08,8.807888018935728e-08
1928,1.9424269748213874e-08,8.798051664982154e-08
1929,1.1140406375176326e-08,7.798284684668033e-08
1930,1.7856126355297874e-08,7.877702845604517e-08
1931,2.8513392535955973e-08,8.89617837174228e-08
1932,2.8494795967226594e-08,7.014103520219805e-08
1933,1.835305929454023e-08,6.882396985652406e-08
1934,2.6359476379411717e-08,4.7926320689839486e-08
1935,1.9149254626427137e-08,6.70223876397813e-08
1936,2.182448621823596e-08,5.941110181595377e-08
1937,1.6368453259474336e-08,5.414180659357726e-08
1938,2.5930428915188486e-08,5.963998717106733e-08
1939,2.2941075705773528e-08,7.494084641734844e-08
1940,2.789361186472661e-08,6.846613853639383e-08
1941,2.3612020783048138e-08,8.559357311810345e-08
1942,1.517105907566929e-08,6.978687383529802e-08
1943,5.806470415592457e-09,6.096793847554238e-08
1944,3.213186161588055e-08,7.711646787811333e-08
1945,2.832055301382752e-08,8.060465273018735e-08
1946,5.0115973593278795e-08,7.65660743695662e-08
1947,3.457052644151304e-08,7.390939793516793e-08
1948,2.3918153679858278e-08,5.6533816739090526e-08
1949,1.3743811422273211e-08,5.3993547410868814e-08
1950,2.658840414504482e-08,5.104973332947793e-08
1951,2.0256663457729474e-08,5.863770979885885e-08
1952,2.319856928778563e-08,5.799642277537487e-08
1953,2.3702420026694426e-08,6.35655830194537e-08
1954,4.202190417856855e-08,6.058972523703687e-08
1955,2.1586898046876968e-08,5.068228325910695e-08
1956,3.7500909488841216e-08,4.62220484109821e-08
1957,2.9155624137189307e-08,5.212672116172712e-08
1958,1.3235589180204954e-08,5.376958167602197e-08
1959,2.0151945223645384e-08,6.123090923182417e-08
1960,1.1073332972788563e-08,3.8064583485208914e-08
1961,3.265634784810345e-08,5.350082599164807e-08
1962,1.3318108060822453e-08,3.6783347923119436e-08
1963,1.2932106829843804e-08,4.0089529473874563e-08
1964,1.0951142992432494e-08,4.6846554635493476e-08
1965,1.2038495533772675e-08,4.870118530675427e-08
1966,1.107814973089205e-08,4.0989153404780154e-08
1967,1.577707375854942e-08,3.944268289757247e-08
1968,1.3474247384515081e-08,3.997360153995544e-08
1969,1.4533624859147665e-08,3.587988750552995e-08
1970,1.3336302950861523e-08,3.495031064559839e-08
1971,1.1304474023532407e-08,3.751030097642882e-08
1972,8.208234980600082e-09,3.334595399806517e-08
1973,9.92376719688437e-09,4.9067514495959585e-08
1974,1.2376257574331362e-08,2.925297204470212e-08
1975,1.0851812337620004e-08,2.2845920710778955e-08
1976,1.085570122683066e-08,3.31384564233872e-08
1977,1.0578207310096843e-08,2.5857840313392444e-08
1978,1.4851478602473378e-08,2.4950483568098036e-08
1979,9.363157582598092e-09,4.271940534650298e-08
1980,1.876099653408403e-08,3.467941978030353e-08
1981,7.590659434342228e-09,3.9850963196030875e-08
1982,1.0552753892945077e-08,2.9796011435934133e-08
1983,6.315315825844436e-09,1.9577480081522936e-08
1984,1.4497521405587577e-08,3.015484351109876e-08
1985,1.3835783629900789e-08,4.030423772505287e-08
1986,1.678455974207793e-08,2.697518408645294e-08
1987,7.944061963804927e-09,3.177624829930892e-08
1988,5.396898261622596e-09,3.7778288497491985e-08
1989,1.0976243913773942e-08,2.7440611116702485e-08
1990,1.089730194969718e-08,3.43265027513695e-08
1991,6.447611888837912e-09,2.2859714565726108e-08
1992,9.917899501665772e-09,2.424375433740522e-08
1993,2.7696037130375828e-09,2.2156830148389872e-08
1994,1.0549853324270941e-08,2.795711173675386e-08
1995,1.3556126887692699e-08,2.7112253775385398e-08
1996,5.871901409548741e-09,3.3629981466276604e-08
1997,1.006927874414032e-08,3.020783534424254e-08
1998,5.244941925219848e-09,1.9549330043666657e-08
1999,7.769341975327748e-09,2.9706308191101982e-08
2000,6.185244316725402e-09,2.47409768228124e-08
2001,6.571817756650944e-09,2.6287270582514566e-08
2002,6.571832411594869e-09,3.023042838279366e-08
2003,2.9168459869666208e-09,2.9168460091710813e-08
2004,3.0833539332864035e-09,2.5107309564731395e-08
2005,7.656374201303606e-09,3.1075872097829915e-08
2006,4.529678854225949e-09,3.211954169302089e-08
2007,3.5950315224742013e-09,3.155638816920714e-08
2008,4.6831836186811415e-09,2.8950590369447582e-08
2009,5.245011980292702e-09,3.1946889578193804e-08
2010,1.8895172648747405e-09,3.8262723656146136e-08
2011,3.823972000160936e-09,4.053410185278494e-08
2012,3.744677928851914e-09,4.527656205510766e-08
2013,4.183687674075287e-09,4.9088601183910896e-08
2014,4.7639794331644225e-09,5.2836864217198354e-08
2015,2.8815480695998374e-09,5.96258784568704e-08
2016,3.935546166733417e-09,5.364770760962756e-08
2017,4.2765392616050946e-09,4.1507585368805167e-08
2018,2.839613377769723e-09,5.3436362001946236e-08
2019,3.061185249730869e-09,5.9182914569078093e-08
