year,quelques_DET hôtes_NOUN,quelques_DET fautes_NOUN
1902,6.38336894454028e-09,2.8823365028074477e-07
1903,1.1340462791054051e-08,3.045724241701464e-07
1904,7.524475265086039e-09,3.219400568355013e-07
1905,2.2707340008309984e-08,3.4164225937161063e-07
1906,4.115347618238729e-09,3.0196362033052537e-07
1907,1.131425531042396e-08,3.219420001698836e-07
1908,5.893667109901912e-09,3.894731577247512e-07
1909,7.701377313651392e-09,3.416110807563655e-07
1910,2.4583093782837295e-08,3.473697951505983e-07
1911,9.576673676292558e-09,3.484845159107408e-07
1912,1.927485859809508e-08,3.5163594347409344e-07
1913,1.7499866222792093e-08,3.346186545627461e-07
1914,1.2723813114234872e-08,3.736782936414329e-07
1915,8.246533123035249e-09,3.5106669393769607e-07
1916,7.69122365795738e-09,2.7908153299449623e-07
1917,8.773139548168274e-09,3.849214920137456e-07
1918,1.6080926812378493e-08,1.9526840233652365e-07
1919,1.012863304339362e-08,1.8139461488431152e-07
1920,6.815008557481406e-09,2.650281132332566e-07
1921,1.438822039290244e-08,2.938226124626908e-07
1922,1.54936645735404e-08,2.737214082060291e-07
1923,6.369568872344189e-09,3.2803281158066966e-07
1924,1.804827398643738e-08,3.364714107334521e-07
1925,8.798542339150117e-09,2.9585097482964784e-07
1926,2.1177663178661987e-08,2.9425804903837616e-07
1927,2.2298450641500267e-08,3.523155065465744e-07
1928,3.313552077166548e-08,2.902214504274525e-07
1929,2.8965056353413843e-08,3.408964488471611e-07
1930,2.4158288924880367e-08,2.888490868713234e-07
1931,1.3686427990933225e-08,2.7372855271323715e-07
1932,1.8631212128639163e-08,3.6933639435687837e-07
1933,1.8353059072495626e-08,3.601787845752824e-07
1934,3.5944740517379614e-08,3.0433213815683757e-07
1935,1.6755597798123745e-08,3.279309837012079e-07
1936,4.364897243647192e-08,3.0311786147763087e-07
1937,2.7700460369928237e-08,2.833001531143964e-07
1938,1.2965214679638848e-08,3.072755845323627e-07
1939,3.517631519400766e-08,2.8752815239840857e-07
1940,1.5214697057785997e-08,2.4850672275533725e-07
1941,3.5418032950929046e-08,2.803927543482132e-07
1942,1.517105907566929e-08,2.457711474335156e-07
1943,2.322588166236983e-08,3.0193645628173726e-07
1944,1.6065930807940276e-08,1.960043523041577e-07
1945,1.9606535950345005e-08,1.655663020017073e-07
1946,1.809743643832462e-08,2.1995345278469358e-07
1947,2.62259161054601e-08,2.312648934577055e-07
1948,1.195907639583993e-08,2.5983812079743984e-07
1949,1.0798709482173763e-08,2.3757160327875226e-07
1950,2.2334258664713502e-08,2.2334258709122423e-07
1951,2.3455083209000804e-08,2.846594284733328e-07
1952,1.581720565635436e-08,2.3831256967810077e-07
1953,2.5857186169986335e-08,2.3379204883156035e-07
1954,1.172704378049616e-08,2.5115417656706995e-07
1955,1.9709776921672528e-08,2.346401934971709e-07
1956,1.3081712602058815e-08,2.51168875919916e-07
1957,1.9437083498274887e-08,2.49148062181348e-07
1958,1.9853383825818582e-08,2.4899453343607547e-07
1959,1.8601794771200275e-08,2.394981137854302e-07
1960,1.799416715630997e-08,2.6506791250824335e-07
1961,1.9454845179289748e-08,2.723678420579745e-07
1962,1.331810839388936e-08,2.6763055771539257e-07
1963,1.6165133231993423e-08,2.1531957017373315e-07
1964,1.642671398904838e-08,3.005480309070663e-07
1965,8.208064727899256e-09,3.5404121589976967e-07
1966,3.8773522170743036e-09,2.6033651678858405e-07
1967,7.888537156830466e-09,3.382210351787762e-07
1968,1.751652198289655e-08,2.977808737369969e-07
1969,9.537691053607134e-09,1.96203929547778e-07
1970,1.7015282294252643e-08,2.713247848618039e-07
1971,1.6442872063926472e-08,2.959717058104161e-07
1972,1.0260293503705498e-08,2.4470799964149137e-07
1973,1.4885650712059828e-08,2.475428466652829e-07
1974,9.000914902301815e-09,2.081461527581041e-07
1975,9.138368284311582e-09,2.101824758682369e-07
1976,1.4855169538918744e-08,2.1825673179876048e-07
1977,1.2341242250357709e-08,2.0627503971581973e-07
1978,1.6633655341991016e-08,1.906929760764342e-07
1979,1.1703946478647254e-08,2.065746542712077e-07
1980,1.2507331614841632e-08,1.6316381845626893e-07
1981,1.960920337218397e-08,1.891339262982683e-07
1982,1.0552753892945077e-08,1.5580830581285454e-07
1983,1.5788289786655696e-08,1.8693335768205088e-07
1984,1.3917620222958504e-08,1.5947272835603599e-07
1985,1.0828004270990732e-08,1.654278509732876e-07
1986,1.3187867686781374e-08,2.2719100378765233e-07
1987,1.8332450224534114e-08,1.882131570596357e-07
1988,1.199310784016916e-08,1.6850316164607193e-07
1989,1.6464366536794728e-08,1.4433761208465512e-07
1990,1.5801088437683575e-08,1.48748172890123e-07
1991,1.2309077312977479e-08,1.4888122290557249e-07
1992,8.264915862810085e-09,1.2232076240792367e-07
1993,1.827938511667071e-08,1.47342912981685e-07
1994,8.439882459576609e-09,1.4400549641635507e-07
1995,9.760411756598586e-09,1.3610352045390073e-07
1996,6.939520069693117e-09,1.5427085742203417e-07
1997,1.1987236536725732e-08,1.3905194329311144e-07
1998,1.4781200707858488e-08,1.2730904508373442e-07
1999,1.2796563142458695e-08,1.4578941476273144e-07
2000,6.185244316725402e-09,1.2458848885898988e-07
2001,1.0076786960411255e-08,1.5421866184084365e-07
2002,1.664864135442201e-08,1.1610237171666427e-07
2003,1.4167538087139775e-08,1.1292360913017774e-07
2004,1.2773894497719596e-08,1.2597703191730147e-07
2005,1.261049931144953e-08,1.2610498512088952e-07
2006,1.0294724350767837e-08,1.0377082260148995e-07
2007,1.078509459517818e-08,1.3461395687031086e-07
2008,2.04357103461561e-08,1.1793108178892453e-07
2009,1.3350939465084366e-08,9.679431034470554e-08
2010,1.511613750837526e-08,8.172161791719645e-08
2011,1.4148696408922135e-08,8.183300126418658e-08
2012,1.8723389727526296e-08,7.897866094452866e-08
2013,1.3666712317395024e-08,8.395266348770747e-08
2014,1.6673928682209294e-08,8.791707639677071e-08
2015,1.3964424644408169e-08,1.0307075681836864e-07
2016,1.8849195093650906e-08,1.1205949856929465e-07
2017,1.2829617951348737e-08,8.150580566024246e-08
2018,1.2132893356664454e-08,8.389767147676253e-08
2019,1.6836518401674994e-08,8.979477028603355e-08
