year,très_ADV in_ADJ,très_ADV fine_ADJ
1940,1.5214697057785997e-08,2.490138740540715e-06
1941,2.6563522936839945e-08,3.4650640827749157e-06
1942,9.102635090130207e-09,3.191990799678024e-06
1943,1.7419411024732767e-08,2.1164585177757544e-06
1944,9.639558484764166e-09,2.3970369511516765e-06
1945,1.5249527862692958e-08,2.3789264105289476e-06
1946,2.5057987684817817e-08,1.8292331560587627e-06
1947,1.7881307101674793e-08,1.8358141460339539e-06
1948,1.6307831529616124e-08,2.159157020287239e-06
1949,1.9634017078828947e-08,1.8122196934200474e-06
1950,9.571825554388624e-09,2.235552983620437e-06
1951,2.6653504292539765e-08,1.9563672140066046e-06
1952,1.4762725597528004e-08,2.2671329134027474e-06
1953,2.0470272588113403e-08,2.3691645765211433e-06
1954,2.3454086450769296e-08,1.9994608919660095e-06
1955,1.407841132561316e-08,1.940005176948034e-06
1956,1.657016923672927e-08,2.3651734863960883e-06
1957,2.2087594697683954e-08,2.2794397409597877e-06
1958,1.4890038535497752e-08,2.0250452053005574e-06
1959,1.3176271296266862e-08,2.050847797363531e-06
1960,1.591791637389761e-08,1.741973733260238e-06
1961,6.94815938118154e-09,1.8162488686357392e-06
1962,1.4586500007851555e-08,1.567097456245392e-06
1963,1.6165133231993423e-08,1.718030375741364e-06
1964,1.4601524378488051e-08,1.4796211189604946e-06
1965,1.2585699593614663e-08,1.4692436707264278e-06
1966,1.5509408868297214e-08,1.5204760757114855e-06
1967,1.429797347185513e-08,1.4579002254322404e-06
1968,8.982831312120965e-09,1.4637523690907983e-06
1969,1.2716921737876419e-08,1.2903134347652667e-06
1970,1.609553734738256e-08,1.2793652786058374e-06
1971,1.0276794526475896e-08,1.2568519878186635e-06
1972,9.234264186641639e-09,1.3189608125685481e-06
1973,1.598829157956061e-08,1.3534914842239232e-06
1974,1.7439271360331077e-08,1.2590029427883564e-06
1975,1.7134439644905797e-08,1.235964305124071e-06
1976,1.3712464053128315e-08,1.2701169680440216e-06
1977,9.402850942308305e-09,1.3316787317307899e-06
1978,1.7821774278559133e-08,1.1631677807599772e-06
1979,1.4044735707763323e-08,1.2423739690348157e-06
1980,1.5918422247018782e-08,1.3473807030095486e-06
1981,1.3283653788054295e-08,1.3555652458308032e-06
1982,1.8001756529884005e-08,1.3681335531146033e-06
1983,1.5788289786655696e-08,1.4076839534027386e-06
1984,1.5077422255149742e-08,1.4654094684374286e-06
1985,9.624892882698077e-09,1.4708039088873193e-06
1986,1.558566253834215e-08,1.499820314165845e-06
1987,1.5888123539031795e-08,1.335824549641984e-06
1988,9.594486094499644e-09,1.2274945220269728e-06
1989,7.683370939481904e-09,1.0224371180811431e-06
1990,1.5801088049105516e-08,1.1284156471447204e-06
1991,6.4476117778156095e-09,1.0310317293260596e-06
1992,7.162927251336271e-09,1.1515783171489602e-06
1993,4.985286850001103e-09,1.1078415127485641e-06
1994,7.3848970827405935e-09,9.721690048536402e-07
1995,5.422450655157007e-09,9.570625252308673e-07
1996,6.939520069693117e-09,9.010699386635679e-07
1997,1.6302641014931396e-08,9.282915698349825e-07
1998,7.1521940592234046e-09,8.682763450451603e-07
1999,8.226361730701015e-09,9.483167673352e-07
2000,1.0603275923948274e-08,8.774210300543928e-07
2001,5.257454027685071e-09,8.946434491008404e-07
2002,7.886198361006791e-09,8.552144095119729e-07
2003,5.000307390368164e-09,8.758872240832716e-07
2004,8.369103632333008e-09,8.734701282264723e-07
2005,7.205999463799628e-09,9.120092840930738e-07
2006,9.882935358973555e-09,9.108772474064608e-07
2007,7.589511158423434e-09,8.516230423083471e-07
2008,1.0217855006544596e-08,8.459532523374946e-07
2009,7.629108234041837e-09,8.940360771703126e-07
2010,8.030448139795254e-09,8.857111879478907e-07
2011,1.2619107481182112e-08,9.938503353623673e-07
2012,1.497871149336305e-08,1.1138714626213186e-06
2013,9.76193803570169e-09,9.349147376269684e-07
2014,2.6634975447414888e-08,9.91773845271382e-07
2015,7.979671257096754e-09,9.130073976848507e-07
2016,6.4211539696490405e-09,9.159465435004677e-07
2017,8.301517390174595e-09,8.185799060811405e-07
2018,9.80957387541892e-09,8.696961231180467e-07
2019,2.1173198749835365e-08,8.831519835439394e-07
