year,moins_ADV in_ADJ,moins_ADV fine_ADJ
1847,4.853901369727964e-08,1.2350481881640007e-07
1848,2.976732105253177e-08,1.3274615184855065e-07
1849,6.200767188602185e-08,1.726159410964101e-07
1850,4.820187093912409e-08,9.368814346544241e-08
1851,3.9986521205293e-08,1.4898203914981423e-07
1852,3.906327394886944e-08,1.7057628554084658e-07
1853,3.2845626662947325e-08,1.528814550511015e-07
1854,4.676098053213451e-08,9.196325834182062e-08
1855,3.555647865027822e-08,1.565546483561775e-07
1856,3.986435581637693e-08,1.459967364780823e-07
1857,3.8563920168321886e-08,1.508386304749365e-07
1858,3.3766363816134515e-08,1.3163987944153632e-07
1859,4.277425702525761e-08,1.7007859298701078e-07
1860,3.20402872011627e-08,1.501316262420005e-07
1861,3.112536212102057e-08,1.325185792211414e-07
1862,3.478849569527043e-08,1.0301008757096497e-07
1863,3.4462882880781365e-08,1.9429074882282293e-07
1864,4.3632024215867204e-08,1.6254128354376007e-07
1865,3.4830647810402127e-08,1.6803434732537426e-07
1866,3.551897559406214e-08,2.1311385012268147e-07
1867,3.882249011155636e-08,1.7033367782914866e-07
1868,2.914525754071917e-08,1.807993896818516e-07
1869,4.541672637969896e-08,1.2745985600304266e-07
1870,6.020751186497364e-08,2.1961406559967145e-07
1871,3.7174120004479505e-08,1.4444800910951017e-07
1872,3.0236694925633856e-08,2.237515559500025e-07
1873,3.052862140862089e-08,1.8676334434530872e-07
1874,4.301718448118663e-08,3.566841542124166e-07
1875,2.9179789251543298e-08,4.823247650165285e-07
1876,3.869449471949338e-08,2.5030502115441777e-07
1877,2.6594708990579363e-08,1.737933246204193e-07
1878,4.468925496325937e-08,1.8600393048018304e-07
1879,2.993569458986656e-08,1.3379421659465152e-07
1880,2.2462462112571302e-08,1.642968641135667e-07
1881,4.392679742171168e-08,2.0080821627743717e-07
1882,2.795261777599478e-08,1.5906370265383885e-07
1883,2.464542170343975e-08,1.447128568088374e-07
1884,3.234831424947515e-08,2.237975280650062e-07
1885,3.674012205578947e-08,1.9530276063051133e-07
1886,2.3232470169887165e-08,1.606912434226615e-07
1887,2.9380160138092748e-08,1.4559502403699298e-07
1888,2.3460273723685532e-08,1.6422191606579872e-07
1889,3.383173891036151e-08,1.7792987705433916e-07
1890,3.342736931699619e-08,1.1863439652870511e-07
1891,3.1871099537283953e-08,1.778407323627107e-07
1892,2.5074049503359674e-08,1.5232484429361648e-07
1893,1.4780200174868696e-08,1.3733269099702738e-07
1894,1.5753848003896564e-08,1.7644309480147058e-07
1895,2.347259631108045e-08,1.5407653108923114e-07
1896,2.94851449922362e-08,1.1381266062926443e-07
1897,3.088158351260972e-08,1.35179760718529e-07
1898,3.225262190653666e-08,1.4032720230261475e-07
1899,3.150719685152126e-08,1.321091218642323e-07
1900,3.218453115128028e-08,1.5625070659552875e-07
1901,3.073806453812722e-08,1.4977820228523342e-07
1902,2.2096277529914943e-08,1.6596759166986885e-07
1903,3.0781254878320397e-08,1.938679048407721e-07
1904,2.1498500757388683e-08,1.6822576753838803e-07
1905,2.2707340008309984e-08,1.6824074577925785e-07
1906,2.3663248860383845e-08,1.538111149557153e-07
1907,1.7999951751335175e-08,1.3988534419695497e-07
1908,2.1118972570732808e-08,1.3211636940013705e-07
1909,2.2003934119219082e-08,1.4577607032606466e-07
1910,2.1911017000775246e-08,1.60324518105881e-07
1911,2.074945903984826e-08,1.1066378391433318e-07
1912,2.8651816919023076e-08,1.2919365133257088e-07
1913,1.113627856597077e-08,1.4371101997312508e-07
1914,2.8126322881849575e-08,1.54694774323616e-07
1915,2.1205371680821372e-08,9.89584023614043e-08
1916,2.4172416956957932e-08,1.4723198660249182e-07
1917,1.7546279096336548e-08,1.0198774447189862e-07
1918,2.412139110674616e-08,1.527688056057741e-07
1919,1.8415697411455767e-08,1.2154359296800976e-07
1920,2.0445025228355007e-08,1.2948515859534382e-07
1921,2.120369263503008e-08,1.7265864471482928e-07
1922,1.4018077698629838e-08,1.601011945240316e-07
1923,2.1231896241147297e-08,1.4543849147230503e-07
1924,3.738571052736006e-08,1.6501279276326386e-07
1925,1.9796720707176974e-08,1.7157157117253519e-07
1926,1.4489980104670508e-08,1.5047287149627664e-07
1927,1.449399278374841e-08,1.7504282823210815e-07
1928,1.3711249025050165e-08,1.3482728888902784e-07
1929,2.4508894469477127e-08,1.2031638618736906e-07
1930,3.676261073337628e-08,1.6175549433228298e-07
1931,3.763767608688795e-08,1.4712910001435375e-07
1932,1.9727165678773417e-08,1.5452945945071406e-07
1933,1.835305929454023e-08,1.1011835709950901e-07
1934,1.3179738189705859e-08,1.3898633710596187e-07
1935,1.196828414151696e-08,1.55587699168791e-07
1936,3.152425787078528e-08,1.5762128668939113e-07
1937,1.2591118370153254e-08,9.695160940736969e-08
1938,2.333738657878115e-08,1.8280952929217165e-07
1939,2.7529290846928234e-08,3.9611589386367996e-07
1940,2.7893612752905028e-08,1.6736166799091734e-06
1941,8.854508237732261e-09,3.0400477157854766e-07
1942,1.2136847082899749e-08,2.3363431012057845e-07
1943,1.7419411690866582e-08,1.8580705329895864e-07
1944,2.5705489292704442e-08,1.5423293575622665e-07
1945,8.714016175304096e-09,1.895298566978454e-07
1946,1.80974355501462e-08,2.0046390147854254e-07
1947,2.145756705651536e-08,1.692763618166282e-07
1948,1.6307831973705333e-08,1.8808366064604343e-07
1949,2.3560819073509265e-08,1.4823682192854903e-07
1950,1.3825969702452312e-08,2.127072349367154e-07
1951,2.0256664123863288e-08,3.1131293098951573e-07
1952,2.2144087452602434e-08,2.1511399950213672e-07
1953,7.54167928107563e-09,3.975542313128244e-07
1954,1.563605755983133e-08,2.0033698433508107e-07
1955,1.1262729415761896e-08,2.956466573778016e-07
1956,9.593255967388359e-09,1.8401608770091116e-07
1957,1.1485549400447326e-08,2.7565317850530846e-07
1958,1.3235589513271862e-08,2.08460534167898e-07
1959,1.4726420638488946e-08,3.0847976972836477e-07
1960,1.1765417085030094e-08,2.4430542566733493e-07
1961,1.389631876236308e-08,2.5569227091182256e-07
1962,1.7123282347597524e-08,2.0104002373955154e-07
1963,1.2932106829843804e-08,2.689878044748184e-07
1964,2.1293889318485526e-08,4.3682891259777534e-07
1965,2.4624195404943094e-08,2.3475065802358586e-07
1966,1.273987226824147e-08,2.093770206101908e-07
1967,2.218651079521905e-08,2.105253287254527e-07
1968,1.2126823101255013e-08,1.6573324046476046e-07
1969,1.68045038995146e-08,2.0483327034526155e-07
1970,1.103694025061941e-08,3.4996295994460525e-07
1971,1.1304474023532407e-08,2.8055649181624176e-07
1972,1.6416469961200164e-08,2.3598676079927827e-07
1973,1.598829119098255e-08,2.3375983460027783e-07
1974,1.8001828527847152e-08,2.570886294961383e-07
1975,1.028066431985053e-08,1.502119317819961e-07
1976,1.3712464053128315e-08,1.7026310672463296e-07
1977,1.4104276857551667e-08,1.5103329076282535e-07
1978,1.7227714366185864e-08,1.1762370633050523e-07
1979,1.9311512056141567e-08,1.4395854464055446e-07
1980,1.0233271119375331e-08,1.7510264171960443e-07
1981,8.223214109648325e-09,2.0115247423291294e-07
1982,6.2075020679230875e-09,1.2290854556340491e-07
1983,1.073603728141137e-08,1.3072704518890532e-07
1984,1.5077421977593986e-08,1.1598017124470061e-07
1985,1.142956040922627e-08,1.221158214548268e-07
1986,1.0790073723399018e-08,1.0730128963132302e-07
1987,7.944062296871834e-09,1.0388388460569331e-07
1988,1.199310784016916e-08,8.09534768109188e-08
1989,7.134558721588746e-09,1.0372551173531974e-07
1990,5.448650863826288e-09,1.3730600301187224e-07
1991,1.1136783939491579e-08,9.612802642777751e-08
1992,1.2121876835635703e-08,8.044518295946546e-08
1993,1.49558602169364e-08,7.034793725324562e-08
1994,6.857404422078162e-09,6.066165525453471e-08
1995,9.760411145975922e-09,8.621697134003625e-08
1996,1.0676184380997711e-08,8.754471281235965e-08
1997,1.2946214766884623e-08,7.432086590597464e-08
1998,4.7681290027412615e-09,6.532336982445486e-08
1999,1.1882523409667556e-08,7.99785198069003e-08
2000,3.092622158362701e-09,6.141063835229943e-08
2001,6.133696661692056e-09,6.396569318667389e-08
2002,8.324320788233308e-09,7.842386651191191e-08
2003,1.0000615446870142e-08,6.41706137116671e-08
2004,7.488145215006625e-09,6.915522021699871e-08
2005,9.457874483587148e-09,6.575474742476217e-08
2006,7.823991232669414e-09,1.2394848170060868e-07
2007,7.589511241690161e-09,1.3221726646861498e-07
2008,1.1495087548496485e-08,6.130713359198126e-08
2009,8.105927484791664e-09,7.152289072109852e-08
2010,3.7790344187271785e-09,7.463592766043803e-08
2011,4.971163480860241e-09,6.538991925708615e-08
2012,4.085103366691101e-09,6.87659067466484e-08
2013,5.29933741333366e-09,5.6619239074962024e-08
2014,2.14379074492399e-08,6.236481908672431e-08
2015,5.098123256885856e-09,6.095581994713939e-08
2016,5.799752234025846e-09,7.829665094050142e-08
2017,3.270294840485022e-09,3.999821984734808e-08
2018,4.64663996169179e-09,6.221334558631497e-08
2019,7.1427654901867754e-09,5.3315645232032693e-08
