year,ces_DET oies_NOUN,ces_DET foies_NOUN
1851,7.094382636907426e-09,6.449438760824933e-09
1852,3.776116352938175e-08,1.6927417689771573e-08
1853,3.5234398509942366e-08,1.791579506971175e-08
1854,4.78001130344019e-08,3.6369650624479277e-09
1855,4.2455496895854594e-08,1.4328730202350926e-08
1856,3.313401081284084e-08,5.177189066341015e-09
1857,2.3919394687155204e-08,1.610898081594314e-08
1858,1.5170395550878624e-08,1.0276719697444037e-08
1859,2.2405563404603868e-08,1.018434669930457e-09
1860,2.1512764458719857e-08,2.288591982591015e-09
1861,1.4147891413962554e-08,3.301174722469824e-09
1862,2.48489247234307e-08,1.2650361758126394e-08
1863,1.548332484446746e-08,2.9967726078439227e-09
1864,1.7261020501813107e-08,7.671564716815737e-09
1865,1.6473956032658776e-08,7.0602663715391145e-09
1866,2.8707117127879656e-08,1.8002767832037136e-08
1867,2.135237053835226e-08,1.6014277903764196e-08
1868,3.062721931623713e-08,1.2349684830326169e-08
1869,2.5882651910613674e-08,8.30198265688864e-09
1870,1.834895568819661e-08,8.027668307875047e-09
1871,1.0621176826930423e-08,1.0621177271019633e-09
1872,1.5118347462816928e-08,3.023669647994609e-09
1873,2.2148216927142528e-08,2.3944018323618366e-08
1874,2.8080662239915455e-08,1.1351757756017378e-08
1875,1.4303817685856757e-08,5.1493745933939294e-09
1876,1.8138044621807126e-08,1.4510435297765412e-08
1877,1.1751150386096754e-08,1.1751150719163661e-08
1878,1.932508364443919e-08,5.435179861734696e-09
1879,2.5659166347224982e-08,5.498392852132383e-09
1880,2.695495404658743e-08,8.984985200299889e-09
1881,1.4642266288333872e-08,1.5339516323820135e-08
1882,1.7304001120876933e-08,9.983077253750139e-09
1883,2.4013488364449387e-08,1.2006744043446815e-08
1884,3.1027976632458376e-08,1.3203393933736152e-08
1885,1.5469525438405185e-08,1.2891271383708158e-09
1886,2.2587123282846733e-08,1.936039190075789e-08
1887,3.852065377785152e-08,2.8727268674977324e-08
1888,3.360525724360741e-08,2.4094336747992884e-08
1889,2.255449160770695e-08,1.879540939553337e-08
1890,1.7696843102044113e-08,2.4251230357208442e-08
1891,4.0157585701194876e-08,1.7210394887001712e-08
1892,3.259626435436758e-08,1.8178686334024974e-08
1893,2.0322774685332945e-08,1.1085149687062312e-08
1894,1.260307880279754e-08,1.7014156306061068e-08
1895,9.629782971032341e-09,3.490796451899314e-08
1896,2.9485144881213898e-08,3.0074847279237815e-08
1897,7.57472740087195e-09,8.740070556179091e-09
1898,2.602843285348655e-08,2.037007762467624e-08
1899,1.0502398950507086e-08,1.9899282222013426e-08
1900,1.661137050135153e-08,1.3496738504592543e-08
1901,2.235495566438317e-09,2.9061442141653515e-08
1902,1.8659078726557254e-08,1.3257766884322564e-08
1903,9.720396265677778e-09,2.106085994491025e-08
1904,2.2573425795258117e-08,2.5260739278110123e-08
1905,9.289366220688322e-09,1.9094808623165704e-08
1906,6.687439879637935e-09,1.1831624124880591e-08
1907,2.571421719999023e-08,2.6228502036929058e-08
1908,1.4243027868232616e-08,1.620758371956299e-08
1909,1.8153245739949142e-08,1.1001966893076087e-08
1910,1.0688301244066167e-08,1.8170112081605794e-08
1911,1.4897047262429908e-08,9.044636151145369e-09
1912,2.865181703004538e-08,1.6149205250837184e-08
1913,2.1742258216050914e-08,1.1136278343926165e-08
1914,1.339348720819089e-08,1.7411533770328447e-08
1915,1.4136914638918086e-08,1.1780761921542648e-09
1916,1.4283700444650549e-08,2.197492410260793e-09
1917,1.754627876326964e-08,0.0
1918,1.378365155346728e-08,6.89182577673364e-09
1919,1.2890988054792274e-08,2.2098836149897494e-08
1920,2.8774480576032602e-08,7.572231730534895e-09
1921,1.5902769490150348e-08,7.572747762196741e-09
1922,2.1396013683006032e-08,1.4018077088007175e-08
1923,1.4862327812892318e-08,1.0615948120573648e-08
1924,1.8048273875415077e-08,1.2891624545652292e-08
1925,1.319781373076978e-08,5.499089184013428e-09
1926,2.1177663178661987e-08,4.458455382660986e-09
1927,1.6723837870102898e-08,1.0034302277972529e-08
1928,1.3711249469139375e-08,1.942427008128078e-08
1929,1.559656914729146e-08,1.0026365959703298e-08
1930,1.6805765667982087e-08,6.3021621254932825e-09
1931,1.4826963656844327e-08,2.167017765231094e-08
1932,1.4247397928102146e-08,7.6716757391182e-09
1933,2.5235457501437963e-08,1.2617728417652074e-08
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,1.4361940969820353e-08,7.180970484910176e-09
1936,1.9399543305098632e-08,8.487299751891442e-09
1937,5.036447148221157e-09,1.3850230184964119e-08
1938,9.075649898271365e-09,2.074434313215079e-08
1939,1.3764645423464117e-08,1.5294050470515685e-08
1940,1.2678914584896006e-08,2.789361186472661e-08
1941,2.066051907334554e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,2.3225881884414434e-08,3.4838822493554744e-08
1944,0.0,2.2492303131116387e-08
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,1.1136883415474585e-08,1.80974355501462e-08
1947,1.549713202209091e-08,1.1920871179071924e-08
1948,1.087188805648509e-08,2.609253013652335e-08
1949,8.835307596655184e-09,1.767061474922116e-08
1950,1.0635361258337639e-08,1.4889505628445932e-08
1951,1.4925962243950153e-08,1.7058243262368933e-08
1952,1.2653764258629963e-08,1.8980647276123364e-08
1953,1.0773827607835074e-08,2.3702420470783636e-08
1954,1.563605800392054e-08,1.5636058225965144e-08
1955,1.1262729415761896e-08,1.6894093679553635e-08
1956,1.5698054856017052e-08,2.267496745922415e-08
1957,2.0320586824329467e-08,8.835037590415595e-09
1958,2.0680608225909225e-08,2.068060889204304e-08
1959,2.712761748568937e-08,2.015194411342236e-08
1960,1.3841666590685975e-08,1.038125013730351e-08
1961,2.779263619245853e-08,7.64297514166401e-09
1962,1.331810878246742e-08,1.775747771048941e-08
1963,1.422531736849919e-08,1.5518527796132275e-08
1964,9.734349160073208e-09,7.909158661334459e-09
1965,1.1491290807796872e-08,9.302473458205895e-09
1966,8.862519607077957e-09,8.30861190959098e-09
1967,1.3311906243984595e-08,7.88853687927471e-09
1968,1.4372530499073832e-08,1.1677680933352974e-08
1969,1.6804503566447693e-08,1.0446042586487181e-08
1970,1.5175792178467873e-08,5.518470042042978e-09
1971,1.798439097644433e-08,2.0553589941130213e-09
1972,1.3851396252206882e-08,8.721249833421041e-09
1973,1.2129047988196362e-08,7.167165139154719e-09
1974,1.5751600079827455e-08,3.375343005096454e-09
1975,8.567220266542108e-09,5.140332159925265e-09
1976,7.998937512354587e-09,6.8562320265641574e-09
1977,8.815172591880582e-09,2.3507127910882275e-09
1978,1.425741957827853e-08,1.0693064544931019e-08
1979,1.1703946700691858e-08,1.053355236368958e-08
1980,9.66475621755336e-09,2.2740602734216964e-09
1981,9.48832451497239e-09,3.1627747087981106e-09
1982,8.069752865935698e-09,1.8622506869903077e-09
1983,1.7051352996233504e-08,5.052252838311233e-09
1984,7.538710988796993e-09,2.3196033982486597e-09
1985,1.0828004715079942e-08,4.210890747202711e-09
1986,1.4386764946028308e-08,3.5966912781404403e-09
1987,1.2832715334809564e-08,3.055408426266837e-09
1988,1.2592763165564236e-08,4.797242936227519e-09
1989,1.7013179087754793e-08,4.939309850016116e-09
1990,9.262706268664544e-09,7.083246489347772e-09
1991,7.619904984768056e-09,2.930732601047481e-09
1992,1.2121877501769518e-08,4.958949806344037e-09
1993,1.2186256670432272e-08,9.416652624327781e-09
1994,1.3714809232734382e-08,2.6374633033121597e-09
1995,1.6267353131205198e-08,2.7112254663563817e-09
1996,1.0676184603042316e-08,3.2028553142993132e-09
1997,1.822059936262832e-08,2.3974471297094624e-09
1998,1.3350762273489636e-08,3.337690568372409e-09
1999,9.597422329088445e-09,3.6561608462992723e-09
2000,1.1928685039741538e-08,3.092622158362701e-09
2001,1.22673927682726e-08,1.7524847129024579e-09
2002,1.6210519815373914e-08,1.7524885431718928e-09
2003,1.2084076406182476e-08,2.0834614589126943e-09
2004,1.8940602419803554e-08,1.3214374039449694e-09
2005,1.4862373554080932e-08,3.1526246058177776e-09
2006,6.588624035241963e-09,2.0589450144825605e-09
2007,1.3581230362547103e-08,2.396687653893892e-09
2008,1.277231942431456e-08,2.554463751636149e-09
2009,2.1933686200625857e-08,4.291373256748443e-09
2010,1.700565521733921e-08,1.0864723898329487e-08
2011,2.2179037717506844e-08,9.94232685069818e-09
2012,2.5531894598529448e-08,5.787229612197464e-09
2013,3.1796024591024263e-08,8.36737512610597e-09
2014,2.3819897165822113e-08,6.279790909502481e-09
2015,3.036708307035951e-08,8.42298653047635e-09
2016,2.4856080527158042e-08,5.178349971046714e-09
2017,1.9370207215985147e-08,3.018733707449428e-09
2018,2.4007639431999905e-08,1.290733298020541e-09
2019,2.4744581716973357e-08,9.183556193281817e-09
