year,derniers_ADJ fils_NOUN
1884,4.15906917794473e-08
1885,3.609556031847205e-08
1886,4.5174246565693466e-08
1887,3.525619263200497e-08
1888,5.389522428345117e-08
1889,3.696430539434914e-08
1890,3.2771932723107966e-08
1891,2.2309770031370135e-08
1892,2.6327752422616868e-08
1893,2.8328715373504565e-08
1894,2.5836310868498913e-08
1895,3.7315409429083957e-08
1896,4.9535042734305534e-08
1897,3.1464253424928756e-08
1898,2.8857609635224435e-08
1899,3.4823742112166656e-08
1900,4.152842336679896e-08
1901,3.129693837422565e-08
1902,4.370152595356558e-08
1903,2.7001101798873606e-08
1904,2.364835083312755e-08
1905,2.631987072732045e-08
1906,2.8807432883581896e-08
1907,2.674278576364486e-08
1908,3.094175227147389e-08
1909,4.0707277548790444e-08
1910,3.2599320576309765e-08
1911,2.979409430281521e-08
1912,3.64659484830554e-08
1913,1.5378670781274195e-08
1914,3.616241528447972e-08
1915,3.887651445211304e-08
1916,4.0653610255958483e-08
1917,3.5092558192673096e-08
1918,4.9391417178412667e-08
1919,4.051453217357448e-08
1920,4.0132828615924154e-08
1921,2.9533714140939082e-08
1922,4.131644004701229e-08
1923,2.1231896241147297e-08
1924,4.383152329978657e-08
1925,2.969508017258704e-08
1926,3.009457216762712e-08
1927,2.0068604555945058e-08
1928,3.085031252680892e-08
1929,2.0052731031228177e-08
1930,2.3107928015519974e-08
1931,1.596749932275543e-08
1932,3.3974561830518724e-08
1933,1.9500125958415992e-08
1934,2.156684431042777e-08
1935,9.574627313213568e-09
1936,3.394919900756577e-08
1937,1.1332006444320086e-08
1938,1.0372171566075394e-08
1939,2.5999884911698246e-08
1940,2.5357829613881222e-08
1941,2.6563522936839945e-08
1942,2.730790527039062e-08
1943,2.322588166236983e-08
1944,3.213186161588055e-08
1945,1.742803235060819e-08
1946,4.037120149291695e-08
1947,5.8412268799656886e-08
1948,8.697510267552389e-09
1949,1.47255123650325e-08
1950,2.7651939404904624e-08
1951,5.330700769690111e-09
1952,1.687168627029223e-08
1953,2.5857186614075545e-08
1954,3.322662323057557e-08
1955,1.3139850985055546e-08
1956,2.7907653077363648e-08
1957,2.5621609722747962e-08
1958,2.8125628048769613e-08
1959,2.6352543258667538e-08
1960,2.629916728835724e-08
1961,2.709782087606527e-08
1962,2.980719671086263e-08
1963,2.651081842941494e-08
1964,1.7035111099517053e-08
1965,2.134096988015699e-08
1966,2.2710207048248776e-08
1967,3.007504645324843e-08
1968,2.1558795637588446e-08
1969,2.8613074576355757e-08
1970,3.862929176534635e-08
1971,1.9525909777939887e-08
1972,1.487742551375959e-08
1973,2.536073751002732e-08
1974,2.7565301152776556e-08
1975,1.9419033492340532e-08
1976,1.8854638739185248e-08
1977,1.9981058585472056e-08
1978,1.841583241457556e-08
1979,1.9311512389208474e-08
1980,1.193881615790815e-08
1981,2.1506869174459098e-08
1982,2.2347007799794483e-08
1983,2.1472073896688926e-08
1984,3.36342509399401e-08
1985,2.3460676956688076e-08
1986,1.6185110141009318e-08
1987,2.4443266966045485e-08
1988,2.6984492862425213e-08
1989,1.3720305780395847e-08
1990,1.961514328741032e-08
1991,2.5204300868608698e-08
1992,2.7549720726938176e-08
1993,2.3818591543545153e-08
1994,2.2682185019107237e-08
1995,2.1689803730851054e-08
1996,2.5622842514394506e-08
1997,2.061804593722627e-08
1998,1.8118891276230897e-08
1999,2.376504681933511e-08
2000,2.0322945104567225e-08
2001,2.1029816110740285e-08
2002,2.3220474432150695e-08
2003,2.7501691590714472e-08
2004,2.8631143678126136e-08
2005,2.1167622321627277e-08
2006,2.1001238081908014e-08
2007,1.917350189728495e-08
2008,2.9802077250451475e-08
2009,2.2410505451375684e-08
2010,2.4091344030807704e-08
2011,2.4473420623394304e-08
2012,3.029784778618705e-08
2013,2.5659950608769577e-08
2014,3.5080212512639264e-08
2015,2.770719298439417e-08
2016,3.604131748602413e-08
2017,3.1193579275168304e-08
2018,3.149389371515099e-08
2019,3.1122048937959335e-08
