year,certains_DET acteurs_NOUN,certains_DET facteurs_NOUN
1868,3.2603169941580745e-08,6.4218362849643995e-09
1869,2.5882651577546767e-08,9.767038289254515e-09
1870,2.3509600488580418e-08,6.307453670473251e-09
1871,1.274541228113435e-08,6.37270636261178e-09
1872,1.1489944995446422e-08,4.8378714367913744e-09
1873,3.232442491452048e-08,7.781805866358127e-09
1874,1.8521288058792607e-08,1.1351757756017378e-08
1875,1.7736734192475012e-08,1.7736734747586524e-08
1876,1.3905833595728723e-08,7.255217537860403e-09
1877,1.1132669008873108e-08,8.040260901509555e-09
1878,2.596808090782332e-08,2.113681046855831e-08
1879,2.627009798583657e-08,3.299035589154897e-08
1880,2.1820677709172287e-08,2.502960061434578e-08
1881,1.533951654586474e-08,4.0440543136455176e-08
1882,8.652000671460769e-09,1.7304001787010748e-08
1883,2.9068958795619437e-08,1.64302811356265e-08
1884,1.7824582698722224e-08,2.8387296957532726e-08
1885,5.220964904850689e-08,4.898683070297949e-08
1886,2.710454838350529e-08,4.452890167705448e-08
1887,1.240495717258483e-08,2.676859012229471e-08
1888,1.9655906235982457e-08,3.360525724360741e-08
1889,2.318100644771448e-08,4.698852451578972e-08
1890,2.5562106653609362e-08,4.7847022621727575e-08
1891,1.8485238229004608e-08,4.716922807901369e-08
1892,1.3163875323130014e-08,2.6954603882245465e-08
1893,2.7712873995611176e-08,7.143763314232388e-08
1894,2.4576003676557434e-08,6.742647062907281e-08
1895,2.8287487907618925e-08,7.764012655009367e-08
1896,2.94851449922362e-08,7.13540537211621e-08
1897,4.952706600391821e-08,9.206207307599357e-08
1898,2.1501748825869527e-08,9.109951504271407e-08
1899,1.6029977345510815e-08,8.346643198819947e-08
1900,2.439794966058173e-08,9.863001126930726e-08
1901,3.856229868759442e-08,1.1177478154156262e-07
1902,2.4551419786078554e-08,8.936716699992076e-08
1903,2.3220946943069976e-08,1.026041847040915e-07
1904,2.7948050984605288e-08,1.4081517818453904e-07
1905,2.3223414968853717e-08,1.4966201522526035e-07
1906,1.3374879870298173e-08,1.0391252391883654e-07
1907,2.46856486363356e-08,1.542853036440306e-07
1908,2.2101250607420297e-08,1.2818725236840578e-07
1909,4.9508853905422257e-08,1.6172891026400293e-07
1910,2.0307773240801907e-08,2.0842188330760791e-07
1911,3.458243025278307e-08,2.144110746726824e-07
1912,1.77120316191548e-08,2.219213381948748e-07
1913,2.9166442705452766e-08,2.2431647117571174e-07
1914,2.0759905794420774e-08,2.0692937674482437e-07
1915,1.767114277129167e-08,2.1440986763821002e-07
1916,2.636990914517412e-08,1.9008309504187082e-07
1917,3.3995914527906734e-08,3.651819469041584e-07
1918,1.72295644418341e-08,2.30876157303328e-07
1919,3.591060848684435e-08,2.2835464008608142e-07
1920,2.4231141093622455e-08,2.695714513833991e-07
1921,2.7261891411001216e-08,3.006380655534713e-07
1922,5.1645550058765366e-08,3.2167798380555723e-07
1923,5.6264526371307966e-08,3.450183250208738e-07
1924,2.8361574311297488e-08,3.029531630005522e-07
1925,4.8391982865325645e-08,2.859526126997025e-07
1926,7.579373928479072e-08,3.923440683450963e-07
1927,4.2367055197445325e-08,3.5008566001693e-07
1928,3.313552010553167e-08,3.6220549404220037e-07
1929,5.3473950600846365e-08,3.9882655578082904e-07
1930,4.411513465640837e-08,4.6425926392146266e-07
1931,3.5356605643244166e-08,5.611435689445443e-07
1932,3.287860839140677e-08,5.216739253910418e-07
1933,2.8676655494663805e-08,5.230621837881699e-07
1934,4.7926322466196325e-08,6.793556224238273e-07
1935,3.11175387679441e-08,6.546651647454382e-07
1936,2.667437204451062e-08,6.14723013825369e-07
1937,2.266401277761787e-08,7.353213007377235e-07
1938,4.797129449229942e-08,8.116224456955479e-07
1939,3.364691103513451e-08,7.341143977157571e-07
1940,2.789361186472661e-08,6.6691092115434e-07
1941,2.3612020783048138e-08,6.640880627628576e-07
1942,1.0012899087641358e-07,7.828266461729072e-07
1943,4.645176332473966e-08,6.880667662301221e-07
1944,5.7837350908584995e-08,8.611338699893167e-07
1945,3.921307412113606e-08,6.905857858896525e-07
1946,6.264496654750928e-08,8.867743233054171e-07
1947,6.556478915342723e-08,8.666473334528746e-07
1948,4.348755067162813e-08,9.44767045041317e-07
1949,6.675565789038274e-08,9.944629582037123e-07
1950,6.700277666027432e-08,9.31657687885945e-07
1951,5.330700858507953e-08,9.243435172834324e-07
1952,3.5852332658237174e-08,1.0513169925729926e-06
1953,5.0636988380148296e-08,9.427099172398812e-07
1954,6.3521485849094e-08,1.0173210185371317e-06
1955,5.819076953628155e-08,1.0906075900152246e-06
1956,5.4943192218104286e-08,1.1808425739445738e-06
1957,5.035971373246184e-08,1.1962640797946733e-06
1958,5.542402981006944e-08,1.26151712720457e-06
1959,5.5805384313600825e-08,1.278098338275413e-06
1960,7.751333619410161e-08,1.1184066650571367e-06
1961,5.905935207550783e-08,1.1367188221811375e-06
1962,8.307962851006323e-08,1.1320392019342762e-06
1963,8.341208967976854e-08,1.333946819670473e-06
1964,6.874884395102754e-08,1.1735975178339686e-06
1965,6.402290697593571e-08,1.0402354391203517e-06
1966,6.092982207661635e-08,1.1842542022577618e-06
1967,6.853166478748562e-08,1.1206653027784341e-06
1968,8.084548763775956e-08,1.0725500914077202e-06
1969,5.8588675244664046e-08,1.0123578135790012e-06
1970,8.323692490819212e-08,1.0025220760212505e-06
1971,6.731300672413454e-08,1.0240826000540437e-06
1972,7.797823187161157e-08,1.0957993907823038e-06
1973,9.262182398828145e-08,9.9072271808609e-07
1974,9.732238659410086e-08,1.0232914959829031e-06
1975,8.624335157136898e-08,9.138368568528676e-07
1976,1.3083976302397105e-07,9.415892066044762e-07
1977,1.1577260305983827e-07,9.320575884430582e-07
1978,1.419801396451703e-07,8.964352602447434e-07
1979,1.2815821470724131e-07,8.327357932103041e-07
1980,1.3985471092325952e-07,8.806298410490854e-07
1981,1.7774794613956146e-07,8.311771964031323e-07
1982,1.7132705742994858e-07,8.448410824257735e-07
1983,1.8567028980953637e-07,8.254117886963286e-07
1984,1.6643154587825393e-07,8.391165238208487e-07
1985,2.3220053435579757e-07,7.507416484031637e-07
1986,2.1759981727598188e-07,8.55413048839182e-07
1987,2.1021209306582023e-07,7.937951167491519e-07
1988,2.2726939263861823e-07,7.429730217722863e-07
1989,2.8757759551467643e-07,7.244321054145075e-07
1990,2.75701751206725e-07,7.764327918380332e-07
1991,2.872117832453114e-07,7.268216677402961e-07
1992,3.333516254144797e-07,6.711111950608029e-07
1993,3.7445043332695604e-07,6.447637446171939e-07
1994,3.972019690934303e-07,6.91015380027693e-07
1995,4.4789445041715226e-07,6.528630507318667e-07
1996,5.604996857755395e-07,6.106777661329943e-07
1997,6.756006172281559e-07,6.24295246609563e-07
1998,7.595629796242065e-07,6.4751194628343e-07
1999,7.545402311848193e-07,6.996977930384674e-07
2000,8.354497822438134e-07,6.870038831152669e-07
2001,9.537898293388025e-07,6.492955861858718e-07
2002,7.667137822409131e-07,6.76898707752116e-07
2003,1.0192293444788447e-06,7.121271039522981e-07
2004,8.990178912426927e-07,6.61599628415388e-07
2005,1.101617144172451e-06,7.323096724576317e-07
2006,1.06076842598668e-06,6.613331180460591e-07
2007,9.726557621547727e-07,6.38317814605216e-07
2008,1.0017755300850695e-06,6.769329132794155e-07
2009,1.025161409984321e-06,6.899574316321377e-07
2010,1.0359278377336523e-06,6.773919238867165e-07
2011,8.1450600930566e-07,7.173771621182823e-07
2012,8.112333986787235e-07,6.485101380349079e-07
2013,8.294857636315101e-07,4.975799114959045e-07
2014,5.931154376526138e-07,4.012570045119901e-07
2015,6.487916337505339e-07,3.772611236740886e-07
2016,5.555333899565085e-07,3.504707350998615e-07
2017,6.91541529818096e-07,4.0803216450058244e-07
2018,6.260056935047942e-07,3.954806899741925e-07
2019,5.74992640167693e-07,3.6173007345041697e-07
