year,plus_ADV in_ADJ,plus_ADV fine_ADJ
1960,5.1906251741229426e-08,1.8824666767613962e-06
1961,4.307858603169734e-08,1.8030473256658297e-06
1962,3.6783347923119436e-08,1.8581931726657785e-06
1963,4.590897972889252e-08,1.9339966002007714e-06
1964,4.137098486012292e-08,1.8890721094066976e-06
1965,6.949495201524769e-08,1.6645956293359632e-06
1966,4.3204781974282014e-08,1.8749767605186207e-06
1967,8.184357369600548e-08,1.8962070953421062e-06
1968,6.332896163030455e-08,1.964096099982271e-06
1969,6.267625707323532e-08,1.8239699102196028e-06
1970,4.736686776141141e-08,1.9167484879289987e-06
1971,5.343933295876013e-08,2.169945219065994e-06
1972,4.463227654127877e-08,2.060779934254242e-06
1973,5.2375437320506535e-08,2.0327181573520647e-06
1974,5.1755257857166725e-08,1.9998906282125972e-06
1975,5.3687912782152125e-08,1.866511752268707e-06
1976,3.828062844490887e-08,1.9500266716931947e-06
1977,5.3478714789889636e-08,2.025726644205861e-06
1978,5.22772047872877e-08,1.9841575067403028e-06
1979,5.851973483572692e-08,1.9867450191668468e-06
1980,4.7186752283323585e-08,2.2240310499910265e-06
1981,4.8074177527723805e-08,2.0994498299842235e-06
1982,4.779776929808577e-08,2.2545648334926227e-06
1983,4.2312617409834274e-08,2.418134499748703e-06
1984,4.059305780401701e-08,2.1195376120886067e-06
1985,3.9702683807263384e-08,2.0994298211007845e-06
1986,5.035367678374314e-08,2.1514208583539585e-06
1987,3.666490044906823e-08,2.0972322545276256e-06
1988,3.537966719591168e-08,2.064013870040071e-06
1989,2.798942233539492e-08,1.936209400810185e-06
1990,2.7788120249283565e-08,1.932091663547908e-06
1991,2.6376593353916178e-08,1.8692212506721262e-06
1992,3.361066092111287e-08,1.9802739643637324e-06
1993,3.43430848204207e-08,1.8617275827637059e-06
1994,3.5342008430916394e-08,1.7417808066966245e-06
1995,4.554858534788764e-08,1.7460291701354436e-06
1996,3.5765218342476146e-08,1.8026737507170765e-06
1997,4.363354122460805e-08,1.9280271317256847e-06
1998,4.005228504411207e-08,1.7527643194625853e-06
1999,4.433094957789763e-08,1.7407895711585297e-06
2000,2.783359853708589e-08,1.8462953903508605e-06
2001,3.767842216007011e-08,1.755113430590427e-06
2002,2.9792305511477934e-08,1.8068157032757881e-06
2003,3.2918691772465536e-08,1.7442739590478595e-06
2004,2.95121012072741e-08,1.8275478623763775e-06
2005,2.7472871977352042e-08,1.7515081935925991e-06
2006,3.1707752867760064e-08,1.8946411728393286e-06
2007,2.8760252845927425e-08,1.7276123571718927e-06
2008,3.193079933794252e-08,1.7600256114747026e-06
2009,3.576144536054926e-08,1.6307218402289436e-06
2010,2.645324137517946e-08,1.6207334283535602e-06
2011,5.0476430146773055e-08,1.5965083548508119e-06
2012,4.4595712012096556e-08,1.5976157783370581e-06
2013,2.7891250198308626e-08,1.4428144368139328e-06
2014,1.9878787327343161e-07,1.4566950312655536e-06
2015,2.0392493027543424e-08,1.3897928283768124e-06
2016,3.086296729293281e-08,1.3826195299770916e-06
2017,2.7168601590688013e-08,1.3378021321841516e-06
2018,3.149389371515099e-08,1.4652405297965743e-06
2019,3.800971626333194e-08,1.3731967101193732e-06
