year,ils_PRON eurent_VERB,ils_PRON furent_VERB
1907,2.2479367771666148e-06,8.372549018531572e-06
1908,2.382023751579254e-06,8.89157877281832e-06
1909,2.579961346782511e-06,8.385699175050831e-06
1910,2.452430749144696e-06,8.741427336644847e-06
1911,2.4532244538022496e-06,8.839801694193739e-06
1912,2.261930660552025e-06,8.746618505028891e-06
1913,2.2421040171138884e-06,8.204255436794483e-06
1914,2.3244397766575275e-06,8.775413107287022e-06
1915,2.226564049578883e-06,1.0003044963013963e-05
1916,2.259022153339174e-06,9.678855576567003e-06
1917,2.2130244587970083e-06,9.285271517001092e-06
1918,2.5959210461223847e-06,9.856459655566141e-06
1919,2.1132012193447736e-06,9.368065093440237e-06
1920,2.2504672188006225e-06,8.763343657847145e-06
1921,2.21881504103294e-06,7.899132924649166e-06
1922,2.314458413366083e-06,8.615952992840903e-06
1923,2.4013274355638714e-06,8.570254749429296e-06
1924,2.2766608935853583e-06,7.883228363425587e-06
1925,2.466891260155535e-06,8.541185025023879e-06
1926,2.2336860752147913e-06,7.975062089826679e-06
1927,2.661320024799352e-06,8.305057463076082e-06
1928,2.1206732867540268e-06,8.30101885185286e-06
1929,2.2793271909904433e-06,8.356418902621954e-06
1930,2.2152099745653686e-06,8.077270877038245e-06
1931,2.0700721847788373e-06,7.949533483042615e-06
1932,2.1162864527468628e-06,7.797710395607282e-06
1933,1.9637773789327184e-06,7.480018894057139e-06
1934,2.02848156050095e-06,7.918626124592265e-06
1935,1.8682491145227687e-06,7.046925929898862e-06
1936,1.9254046605965414e-06,7.42032534617465e-06
1937,1.7501653815088503e-06,7.273888968484243e-06
1938,1.8293917491973843e-06,7.34868376639497e-06
1939,1.7175218545162352e-06,7.226438810903346e-06
1940,1.6710809518372116e-06,7.150907777031534e-06
1941,1.8122226492778282e-06,7.157393838497228e-06
1942,2.3211719621940574e-06,8.213611181417946e-06
1943,2.0671035372288316e-06,7.957767820698791e-06
1944,2.2781490542911342e-06,8.910165206543752e-06
1945,2.080471347198909e-06,8.953651786214323e-06
1946,2.088165672375908e-06,7.765192094666418e-06
1947,2.058734480669955e-06,8.023938335099956e-06
1948,1.931934434651339e-06,7.551613407486002e-06
1949,1.650239084938221e-06,6.531255621666787e-06
1950,1.7250555970349524e-06,6.806631290601217e-06
1951,1.881737375697412e-06,6.951233899599174e-06
1952,1.7778539245227876e-06,6.855177161924075e-06
1953,1.7475147728873708e-06,6.826297294537653e-06
1954,1.53037910877174e-06,6.333580813588924e-06
1955,1.535485466774844e-06,6.3709507003295585e-06
1956,1.592480430190335e-06,6.0001452766300645e-06
1957,1.7784931287678774e-06,6.941688980077743e-06
1958,1.5651083913326147e-06,6.3423292431252776e-06
1959,1.4819429452472832e-06,5.834762760059675e-06
1960,1.5634162764399662e-06,6.3464041204497335e-06
1961,1.7252279462809383e-06,6.092145895308931e-06
1962,1.5613896948707406e-06,6.7256446527608205e-06
1963,1.6934593531914288e-06,6.896692184454878e-06
1964,1.7144622006526333e-06,6.682630555587821e-06
1965,1.7450346376790549e-06,6.915021231179708e-06
1966,1.9248284957029682e-06,7.000836376391817e-06
1967,1.913956282351137e-06,7.233295491460012e-06
1968,1.9025637811864726e-06,7.898604053480085e-06
1969,1.7295014345108939e-06,6.897113507875474e-06
1970,1.8192556012763816e-06,6.599170205845439e-06
1971,1.6036939030072972e-06,6.654738399447524e-06
1972,1.4733781767972687e-06,6.327523237814603e-06
1973,1.4587936902898946e-06,6.182506922414177e-06
1974,1.3799527494029462e-06,5.941166250522656e-06
1975,1.4992635328781034e-06,6.051313448551809e-06
1976,1.3078262952603836e-06,5.603255772257398e-06
1977,1.2829014792714588e-06,5.832706165165291e-06
1978,1.4631676208409772e-06,6.373660653480329e-06
1979,1.4524598270782008e-06,5.883573862774938e-06
1980,1.46108374110554e-06,5.672074848916964e-06
1981,1.2499285730882548e-06,5.563320769397251e-06
1982,1.4631083331551054e-06,5.823878609589883e-06
1983,1.3192695291763812e-06,5.26381597865111e-06
1984,1.3708856272387493e-06,5.4638256870021e-06
1985,1.3492897039668605e-06,5.47115018889599e-06
1986,1.5010191987130383e-06,5.533509579436213e-06
1987,1.2734942345105082e-06,5.3084668252267875e-06
1988,1.3138449332927848e-06,5.302752583702386e-06
1989,1.4142890734092362e-06,6.089071803216939e-06
1990,1.3654319559464057e-06,5.436664082481002e-06
1991,1.2824885970985633e-06,5.317521299730288e-06
1992,1.4006277808675804e-06,5.8603767456588685e-06
1993,1.4102822092354472e-06,5.704829845853965e-06
1994,1.4521872913064726e-06,6.022911179570656e-06
1995,1.2379454972233361e-06,5.7179745454050135e-06
1996,1.2661954826853616e-06,5.6717228744673776e-06
1997,1.4317554928311438e-06,5.489195245900191e-06
1998,1.5629927929694531e-06,5.39561506229802e-06
1999,1.194193572473523e-06,5.679845912709425e-06
2000,1.407143031428859e-06,5.631222848023754e-06
2001,1.2144719221396372e-06,5.448474894365063e-06
2002,1.3091089954286872e-06,5.768316214016522e-06
2003,1.3584168527813745e-06,5.8461928347242065e-06
2004,1.3368541829095193e-06,5.762347882409813e-06
2005,1.2403326081766863e-06,5.752639253842062e-06
2006,1.41861303859514e-06,5.678570346390188e-06
2007,1.388081642517136e-06,5.828345024383452e-06
2008,1.32789546114509e-06,5.484008056555467e-06
2009,1.4676496959964425e-06,5.844373731633823e-06
2010,1.7156816056740354e-06,6.122980494183139e-06
2011,2.0247931615813286e-06,6.0655843299173284e-06
2012,2.297530102168821e-06,6.959654228921863e-06
2013,2.4828791538311634e-06,7.356038395300857e-06
2014,2.5903055416165444e-06,7.862731536079082e-06
2015,2.5670159402579884e-06,7.644303650522488e-06
2016,2.776838357476663e-06,8.558362651456264e-06
2017,2.54755963169373e-06,7.886944558777031e-06
2018,2.460654002334195e-06,7.454501655956847e-06
2019,2.3596635969624913e-06,7.123888508431264e-06
