year,ses_DET oeufs_NOUN,ses_DET feux_NOUN
1841,5.521671653241356e-08,1.1499202621223503e-06
1842,1.0062397848287219e-07,9.773942402091507e-07
1843,4.961805377678985e-08,9.078922058591843e-07
1844,3.293136835447186e-08,8.660949637473436e-07
1845,4.296775690804111e-08,9.97744812991641e-07
1846,4.332331005052481e-08,8.208011141874749e-07
1847,5.3932236454556914e-08,7.475008114710135e-07
1848,3.700802103656642e-08,7.385513640656427e-07
1849,4.5248841340495005e-08,9.083285910094219e-07
1850,3.530277759011824e-08,1.0570467150472496e-06
1851,2.3862922748918436e-08,8.416517420783975e-07
1852,5.0131199635927715e-08,7.129047485676665e-07
1853,6.628844229084052e-08,7.73962359090774e-07
1854,1.922395914677466e-08,8.900173114056997e-07
1855,3.078023524949458e-08,9.472882886996103e-07
1856,2.226191442300518e-08,9.888431886651006e-07
1857,2.8800904106063285e-08,1.024140644290128e-06
1858,1.5659764096565e-08,8.084352689508023e-07
1859,3.920973368209957e-08,8.366440944485021e-07
1860,7.140407021211104e-08,7.689669061505811e-07
1861,2.923897507445261e-08,8.102025681466785e-07
1862,4.292087130153277e-08,1.012932523636323e-06
1863,3.096664924484571e-08,9.260026949675648e-07
1864,1.7740493851725603e-08,8.045553450131138e-07
1865,2.400490611842443e-08,8.255805017398643e-07
1866,3.259960479340407e-08,6.982154250323447e-07
1867,2.426405742994575e-08,7.051135231250782e-07
1868,2.7169306804353255e-08,6.204482065896855e-07
1869,3.076617005604021e-08,7.818514067281512e-07
1870,2.1789385407089412e-08,9.289159024206128e-07
1871,1.911811864374613e-08,1.0589313603759365e-06
1872,2.3584624031514068e-08,8.641647584184398e-07
1873,3.1725821969530443e-08,8.182867912154279e-07
1874,3.764003819739514e-08,7.504109360567668e-07
1875,4.1194994082616176e-08,8.313378963009654e-07
1876,2.8416270225761764e-08,6.245533437088113e-07
1877,3.896434142003358e-08,8.06500013439404e-07
1878,9.058633199110488e-08,6.063244857301697e-07
1879,2.993569458986656e-08,6.34758922757328e-07
1880,3.016387850607316e-08,6.828588388074763e-07
1881,3.2770783919833235e-08,7.474528338491382e-07
1882,3.926677161203429e-08,7.766834571043546e-07
1883,3.5388296737437486e-08,7.899173883885169e-07
1884,3.6969503014461225e-08,7.209053167755997e-07
1885,1.740321664556177e-08,5.962212794585753e-07
1886,4.646494033977433e-08,7.072996144330546e-07
1887,4.1132223627116105e-08,6.489751012139777e-07
1888,2.4728396663675767e-08,6.029924843886647e-07
1889,3.445825286219062e-08,6.077182428398942e-07
1890,2.6872984115744458e-08,6.488842796414929e-07
1891,2.42220359325529e-08,5.596565406662535e-07
1892,4.2625884599800656e-08,5.202865409614787e-07
1893,4.865149016985981e-08,4.7481390286208125e-07
1894,3.843939100356408e-08,6.181809864003185e-07
1895,2.1065151400989635e-08,6.012595639148799e-07
1896,2.6536631059226323e-08,4.558403521315313e-07
1897,4.836172218247725e-08,4.772078499026833e-07
1898,2.4330926717830437e-08,4.7586765550278187e-07
1899,4.69844163575317e-08,4.643165816275996e-07
1900,3.6856476093305446e-08,4.765386725225085e-07
1901,2.4590450786732276e-08,4.934856514537955e-07
1902,3.0934789674308405e-08,4.2768571573148506e-07
1903,2.8081145186931167e-08,4.779195048598694e-07
1904,3.9772227289347484e-08,5.122017849856775e-07
1905,3.044847735056422e-08,4.88207817284092e-07
1906,3.240836221607424e-08,5.27793327265158e-07
1907,3.599990411329301e-08,4.628558905039881e-07
1908,3.3397444809679655e-08,4.2041490289079775e-07
1909,3.850688656825696e-08,4.2357573803997184e-07
1910,3.420256600161764e-08,5.151761381938513e-07
1911,3.2454281040372734e-08,4.70853110279279e-07
1912,3.854971808436858e-08,4.922902823167874e-07
1913,4.4014814126747126e-08,4.5393591818765344e-07
1914,3.415339328016742e-08,5.605174577816285e-07
1915,4.712304846332671e-08,5.796135047475559e-07
1916,2.8567400889301098e-08,6.218903303434331e-07
1917,3.618920063619413e-08,5.538044565156497e-07
1918,2.6418664589300533e-08,6.489802792941646e-07
1919,4.143531701084058e-08,7.725384927326218e-07
1920,6.284952558388568e-08,6.633274765022179e-07
1921,3.634918815942356e-08,5.043449826658275e-07
1922,3.762747063928984e-08,6.204843554513673e-07
1923,4.0340601970001444e-08,5.923699326615406e-07
1924,4.1253197746726755e-08,5.827014408765763e-07
1925,7.258797296572084e-08,4.5422473782252837e-07
1926,3.678225690695314e-08,4.859716362659583e-07
1927,1.4493991917774451e-07,5.117493979689414e-07
1928,3.770593604013328e-08,5.507351854561193e-07
1929,1.3034275525569683e-07,4.6566899225553016e-07
1930,5.461873797685257e-08,4.6110819607037e-07
1931,7.413481917240006e-08,4.892898068931117e-07
1932,4.38381477785299e-08,5.227699180210266e-07
1933,5.735331098932761e-08,4.290027746378655e-07
1934,7.66821095510295e-08,5.140097965039558e-07
1935,5.385727686046948e-08,4.3803921290219705e-07
1936,4.9711331051582874e-08,4.328522997809614e-07
1937,3.903246770242674e-08,4.142477756374774e-07
1938,2.722695080503712e-08,5.121259931684108e-07
1939,7.799965739963e-08,4.2364520158599817e-07
1940,4.3108308034334186e-08,4.4122622444575654e-07
1941,8.559357667081713e-08,4.5453141339635295e-07
1942,9.102635334379272e-08,5.400897151730533e-07
1943,4.064529335323641e-08,5.632276165457029e-07
1944,5.462416652335378e-08,8.000833329191437e-07
1945,7.406913615781718e-08,5.576970520948521e-07
1946,5.0115975369635635e-08,4.83062313705318e-07
1947,4.8875572700168846e-08,4.899478138753466e-07
1948,1.5111924422939182e-07,4.500961567899253e-07
1949,7.362756315743013e-08,4.054424449506655e-07
1950,4.1477910883713776e-08,5.891990184636597e-07
1951,6.610068936652169e-08,4.3924976544928995e-07
1952,1.02284600345115e-07,3.2477994782453834e-07
1953,6.24881977273617e-08,4.007863898536357e-07
1954,4.1044653453781166e-08,4.045829831156311e-07
1955,7.790054246115119e-08,3.528988474776895e-07
1956,3.924513802822105e-08,4.1425423358276703e-07
1957,6.272876690305296e-08,3.4810048976652297e-07
1958,7.693186110380168e-08,4.847534746943438e-07
1959,3.100299217351221e-08,3.9993858980125196e-07
1960,4.083291771372899e-08,4.726929123677337e-07
1961,3.265634873628187e-08,4.4051331116179426e-07
1962,3.868593267952747e-08,4.496447019164407e-07
1963,3.620989685870768e-08,4.9142004243663e-07
1964,4.441296730384181e-08,4.4778007879386905e-07
1965,2.3529786674636455e-08,4.1040325360341967e-07
1966,2.880318916709257e-08,4.5032678919199043e-07
1967,3.056808001167255e-08,5.773422824262298e-07
1968,3.2338192984537883e-08,6.121799724922994e-07
1969,2.7704722072030563e-08,3.787826088341717e-07
1970,3.081145827366072e-08,4.258419252778367e-07
1971,4.419021948365298e-08,5.647098753058799e-07
1972,5.797065866230966e-08,3.7244866435415247e-07
1973,4.686223320504723e-08,3.693846419849933e-07
1974,4.2191788784951e-08,3.105315578011414e-07
1975,5.9399392515757654e-08,3.329792868100867e-07
1976,6.970503108050252e-08,3.38240800257239e-07
1977,6.81706687766237e-08,3.555453051973245e-07
1978,5.287126392250485e-08,3.7425724475070865e-07
1979,5.500854882711792e-08,3.745262917576042e-07
1980,7.78865623107805e-08,4.042142096594148e-07
1981,5.503227940018007e-08,4.4342101190864014e-07
1982,5.648826939541607e-08,3.5755212568489014e-07
1983,7.01000100189475e-08,3.8018203696310593e-07
1984,6.842829797237826e-08,4.2738691519161875e-07
1985,4.7522909385477874e-08,3.8018325954070065e-07
1986,6.414099584794997e-08,3.9983219313199925e-07
1987,8.310711008263638e-08,4.1614661494548955e-07
1988,1.0613900491840411e-07,3.286111498468358e-07
1989,6.530865059861668e-08,4.000841080653572e-07
1990,6.810813402147176e-08,3.754120472265754e-07
1991,8.909426851833047e-08,4.1440557563277025e-07
1992,8.871009926636475e-08,4.2922465759431816e-07
1993,6.480872372094382e-08,3.927297989037015e-07
1994,6.962903131846332e-08,4.1091679658933344e-07
1995,9.868860217920883e-08,4.3650730408018035e-07
1996,7.526710232852452e-08,3.432393334001915e-07
1997,6.712852496093547e-08,3.740017593401035e-07
1998,5.531029856342684e-08,3.4092122547235704e-07
1999,5.484241394348999e-08,4.04919815455429e-07
2000,4.108769169341997e-08,3.78183498739304e-07
2001,3.417345140199757e-08,3.596974886832527e-07
2002,3.154479494282825e-08,3.9650054883821895e-07
2003,2.6668306674082487e-08,3.346039112450683e-07
2004,3.171449841632423e-08,3.827763528363448e-07
2005,3.87322452999328e-08,3.751623305348062e-07
2006,3.829637512664519e-08,3.718454477663613e-07
2007,2.1170741604237264e-08,4.174231147402452e-07
2008,4.12971665753048e-08,4.406450107019566e-07
2009,3.099325018851573e-08,4.591769249273625e-07
2010,1.5588516699693855e-08,5.290648399380871e-07
2011,2.1414243683848255e-08,5.261785709365085e-07
2012,1.838296517786553e-08,6.386378146316929e-07
2013,2.370756352343406e-08,6.152809675086246e-07
2014,2.2953719730489652e-08,7.096163923137055e-07
2015,1.1969507343612129e-08,7.121856775427204e-07
2016,1.5120782237421082e-08,8.134152302829989e-07
2017,2.4652991342799524e-08,5.642516054393809e-07
2018,1.7037679655995674e-08,6.084516943616336e-07
2019,1.68365186237196e-08,5.867271806181407e-07
