year,anciennes_ADJ âmes_NOUN,anciennes_ADJ ames_NOUN,anciennes_ADJ femmes_NOUN
1969,4.5417578031781147e-10,0.0,5.450109252791435e-09
1970,0.0,0.0,7.817832603507213e-09
1971,5.138397485282553e-10,0.0,1.0276794526475896e-08
1972,0.0,0.0,7.182205497002769e-09
1973,6.615844760915479e-09,0.0,8.821126051827832e-09
1974,0.0,0.0,3.937900228123681e-09
1975,0.0,0.0,5.711480177694739e-09
1976,5.713526873840635e-10,0.0,1.0284348483935446e-08
1977,0.0,0.0,6.464460078348111e-09
1978,1.1881182704343018e-09,0.0,1.128712323605896e-08
1979,1.1703946700691858e-09,0.0,1.287434159280565e-08
1980,5.685150683554241e-10,0.0,6.253665585376211e-09
1981,1.2651099057237047e-09,0.0,5.060439622894819e-09
1982,0.0,0.0,6.2075020679230875e-09
1983,6.315316047889041e-10,0.0,6.315316269933646e-09
1984,3.479405208395292e-09,0.0,8.118611560803402e-09
1985,0.0,0.0,1.2031115659283387e-08
1986,2.3977941854269602e-09,0.0,8.991728250862252e-09
1987,6.110816852533674e-10,0.0,1.3443797186596385e-08
1988,0.0,0.0,8.994830658082265e-09
1989,0.0,0.0,1.0976243913773942e-08
1990,0.0,0.0,1.0352437129768077e-08
1991,5.861465202094962e-10,0.0,8.20605094986604e-09
1992,0.0,0.0,7.162927584403178e-09
1993,0.0,0.0,8.862731881720265e-09
1994,1.0549853213248639e-09,0.0,1.002236071911966e-08
1995,5.422450821690461e-10,0.0,1.0302656505700725e-08
1996,0.0,0.0,6.939520069693117e-09
1997,1.438468344439059e-09,0.0,9.110299181713799e-09
1998,9.536258449571733e-10,0.0,6.675381136744818e-09
1999,1.8280804647829996e-09,0.0,1.0054442611817649e-08
2000,0.0,0.0,7.510653432518666e-09
2001,0.0,0.0,5.257454027685071e-09
2002,4.38122149670761e-10,0.0,1.270554239596322e-08
2003,8.333845835650777e-10,0.0,4.583615265119079e-09
2004,1.7619165015858584e-09,0.0,1.2773894830786503e-08
2005,1.3511248786457486e-09,0.0,1.170974872621855e-08
2006,1.6471559671771274e-09,0.0,1.070651389767363e-08
2007,0.0,0.0,9.98619853476157e-09
2008,0.0,0.0,1.0217855006544596e-08
2009,0.0,0.0,6.675469510497578e-09
2010,4.723793023408973e-10,0.0,1.5116137674908714e-08
2011,3.82397197240536e-10,0.0,8.795135286732148e-09
2012,6.808505426114664e-10,0.0,1.3617010630184723e-08
2013,3.0680376017500066e-09,0.0,1.0040849929282558e-08
2014,1.7323561474213989e-09,0.0,1.147685946278898e-08
2015,1.10828768384863e-09,0.0,6.64972610309178e-09
2016,1.86420612280358e-09,0.0,1.532791671365885e-08
2017,2.7671724911471074e-09,0.0,9.056201122348284e-09
2018,4.904786798931582e-09,0.0,1.1874746519424662e-08
2019,6.632568272380013e-09,0.0,7.397864543179367e-09
