year,pas_ADV in_ADJ,pas_ADV fine_ADJ
1982,5.524676893742253e-08,3.1037510339615437e-09
1983,3.410270821291306e-08,1.0736036948344463e-08
1984,4.059305780401701e-08,4.059305780401701e-09
1985,4.030423994549892e-08,3.609334831011779e-09
1986,3.5367463624425e-08,2.997242676272549e-09
1987,3.6053819485459826e-08,3.0554083707556856e-09
1988,3.7778288941581195e-08,4.197587610832443e-09
1989,3.128229764115531e-08,7.683371272548811e-09
1990,3.705082818328265e-08,4.358920779878872e-09
1991,3.985796226402272e-08,2.344586080837985e-09
1992,4.848750734254281e-08,3.856960972825618e-09
1993,3.76666093870881e-08,6.647049133334804e-09
1994,4.167192102499939e-08,4.747434001473039e-09
1995,3.741491028108612e-08,4.880205572987961e-09
1996,4.3238546965085334e-08,5.3380921904988554e-09
1997,3.979762297490197e-08,1.917957792585412e-09
1998,4.338997428021685e-08,6.198567881199324e-09
1999,4.4787970665538523e-08,7.769341614505265e-09
2000,6.759588444538167e-08,4.418031274155965e-09
2001,5.345078335494691e-08,3.066848330846028e-09
2002,4.337409365007261e-08,7.009954394732176e-09
2003,6.500399507558541e-08,5.416999737661854e-09
2004,4.404791198453495e-08,6.166707589017051e-09
2005,5.5846495428113485e-08,5.854874363109275e-09
2006,4.282605559069452e-08,3.706100981659688e-09
2007,5.2727127552998354e-08,5.991719120856942e-09
2008,3.746546894944913e-08,5.108927503272298e-09
2009,4.577464807198339e-08,9.53638501499654e-09
2010,4.818268806161541e-08,7.558068837454357e-09
2011,2.7150200310188666e-08,4.971163480860241e-09
2012,2.7574447614142628e-08,1.327658516458996e-08
2013,3.2632762270168314e-08,1.059867482666732e-08
2014,4.915560580798228e-08,1.147685946278898e-08
2015,2.903713713919842e-08,8.86630147078904e-09
2016,2.7755955755992545e-08,1.2013772199281902e-08
2017,3.3960752432449226e-08,1.106868996458843e-08
2018,2.917057351226049e-08,1.0842160058643913e-08
2019,2.7040469419148394e-08,7.1427654901867754e-09
