year,toiles_NOUN fines_ADJ
1940,3.0429394115571995e-08
1941,8.854508237732261e-09
1942,4.5513175450651033e-08
1943,2.322588166236983e-08
1944,3.534504600111177e-08
1945,2.178504132643866e-08
1946,2.5057987684817817e-08
1947,2.0265479960812627e-08
1948,2.9354097819123126e-08
1949,2.8469324453439526e-08
1950,1.808011518278363e-08
1951,3.0918066329377325e-08
1952,3.374337254058446e-08
1953,3.44762476345295e-08
1954,2.052232517257835e-08
1955,4.223523353275027e-08
1956,4.971050771018781e-08
1957,5.03597163969971e-08
1958,1.7371711180658167e-08
1959,2.0927018340444192e-08
1960,1.6610000486139143e-08
1961,2.709782087606527e-08
1962,2.4099433559854333e-08
1963,3.944292514823644e-08
1964,4.258777852594875e-08
1965,1.9699356812452606e-08
1966,3.5450078761378734e-08
1967,2.415864486238206e-08
1968,1.392338955241712e-08
1969,4.632592953690562e-08
1970,3.632992645608013e-08
1971,2.877502514042618e-08
1972,3.0267867101585466e-08
1973,2.0398854161385316e-08
1974,2.5315072704756858e-08
1975,2.8557401332562904e-08
1976,2.513951891103261e-08
1977,4.995264646368014e-08
1978,2.9108898402796513e-08
1979,5.208256226296726e-08
1980,2.38776323158163e-08
1981,8.855769451088236e-09
1982,2.793376008281001e-08
1983,1.8314416649900522e-08
1984,1.4497521405587577e-08
1985,1.6843562988810845e-08
1986,1.6784559520033326e-08
1987,2.5054349706010726e-08
1988,2.338656024392094e-08
1989,1.481792966107065e-08
1990,3.0512445903241314e-08
1991,2.2273567878983158e-08
1992,1.5427843891302473e-08
1993,4.375974010928374e-08
1994,1.7934750518033837e-08
1995,1.626735190995987e-08
1996,3.042712393153124e-08
1997,1.7741109914481967e-08
1998,9.536258005482523e-09
1999,1.9651865745817787e-08
2000,1.5904913164277446e-08
2001,1.7086726700199506e-08
2002,1.5772396722013582e-08
2003,1.1667384391955693e-08
2004,1.0571499231559756e-08
2005,1.4862373554080932e-08
2006,2.4295550460351478e-08
2007,1.4380126422963713e-08
2008,2.6396126173722223e-08
2009,1.9549589946876722e-08
2010,8.030448139795254e-09
2011,1.0324724186716594e-08
2012,1.736168897537027e-08
2013,1.7292575871241667e-08
2014,1.9705550968751595e-08
2015,1.3521109565317602e-08
2016,2.1749070100440804e-08
2017,9.810884549210641e-09
2018,1.4714360396794746e-08
2019,1.7856913892000392e-08
