year,leurs_DET airs_NOUN,leurs_DET fers_NOUN
1858,1.04235298392652e-07,3.587064518750793e-07
1859,1.2883198241553373e-07,3.5237839246526903e-07
1860,9.566314140840859e-08,3.1491026497576513e-07
1861,7.969978632615948e-08,3.9991372458025864e-07
1862,7.861296413835817e-08,4.558648152297451e-07
1863,7.841554694465458e-08,3.0417241880797974e-07
1864,1.0212770273909655e-07,2.82409483354229e-07
1865,1.0119715088130476e-07,3.035914480919999e-07
1866,9.244664234131506e-08,2.520387440974048e-07
1867,9.268870115874961e-08,2.6496351424043496e-07
1868,1.0620729096189052e-07,3.45791182687627e-07
1869,1.8215526154108375e-07,3.013131220086507e-07
1870,9.518521082441112e-08,2.534449601299116e-07
1871,6.266494922968491e-08,1.6037978256555618e-07
1872,9.494322972258828e-08,1.6206869180024341e-07
1873,7.72194583831265e-08,1.9693954927957336e-07
1874,1.0276327522262818e-07,1.5414491794096818e-07
1875,7.895707676564001e-08,2.019699065769487e-07
1876,8.94810217033637e-08,2.2007494115960924e-07
1877,7.792867950939808e-08,3.005820523593883e-07
1878,1.0266450534146543e-07,2.0774465692152688e-07
1879,1.1118971743329098e-07,1.7717042999354504e-07
1880,8.086486347202992e-08,2.644152656827714e-07
1881,1.0737661404469634e-07,2.656525448507807e-07
1882,1.118104702158007e-07,1.6305694017226813e-07
1883,1.1438003311159406e-07,1.3207418003702287e-07
1884,1.181703774832954e-07,2.1125430293977843e-07
1885,8.572695131547903e-08,2.2495268270361635e-07
1886,9.873799999837729e-08,1.7876095426139216e-07
1887,9.989254978748363e-08,1.664875810547528e-07
1888,7.735549889531512e-08,1.5534506614400811e-07
1889,8.833842990441099e-08,1.6101401234536183e-07
1890,8.061895417910137e-08,1.533726408098346e-07
1891,8.732681422429778e-08,1.6126777191427522e-07
1892,1.0029619978979554e-07,1.2913136049341745e-07
1893,9.9766346517427e-08,1.7181982081559966e-07
1894,9.830401559440816e-08,1.3737355120113648e-07
1895,9.328852534906673e-08,1.3722440428409755e-07
1896,1.0083919566028499e-07,1.285552273522228e-07
1897,9.905413378419325e-08,1.3576242086088541e-07
1898,9.73237049839426e-08,1.3353717254194208e-07
1899,8.954677177541726e-08,1.4979737983367158e-07
1900,5.5544270072260815e-08,1.6092264543132728e-07
1901,6.482937253693422e-08,1.6989765727615236e-07
1902,7.46363142400952e-08,1.5074571990680852e-07
1903,9.342380824506336e-08,1.0044409992637782e-07
1904,7.954445280233813e-08,9.835564096505323e-08
1905,5.728442398211797e-08,1.3108328611455278e-07
1906,1.0751345680404256e-07,8.796555883705537e-08
1907,7.611408170404843e-08,1.5428530764083348e-07
1908,8.74227243929937e-08,1.1983789161007508e-07
1909,9.131632561221181e-08,1.1662084853369947e-07
1910,1.1115833142838483e-07,1.5925569130104122e-07
1911,8.086969005560718e-08,1.0959970786483808e-07
1912,8.439262089154909e-08,1.6565958804726222e-07
1913,1.198475674257793e-07,1.2355966361177195e-07
1914,1.0112083170810138e-07,1.2790781056537526e-07
1915,6.832842192050492e-08,1.1545146350044888e-07
1916,9.998590799753515e-08,7.361599330124591e-08
1917,6.68951898319392e-08,1.0198774447189862e-07
1918,8.155327257952649e-08,1.1945832056881045e-07
1919,1.2798909510003398e-07,8.379141963610337e-08
1920,1.0979736009275598e-07,8.40517704325805e-08
1921,8.405749696294151e-08,1.0147481432909444e-07
1922,1.2690049133734504e-07,8.410846419337759e-08
1923,9.554353530560888e-08,1.0934426875053305e-07
1924,1.0055467192238154e-07,1.2247043157387338e-07
1925,8.908524051776112e-08,9.678396817314194e-08
1926,1.0811754602713108e-07,9.139833390126029e-08
1927,1.0703256236865855e-07,9.142364654213253e-08
1928,9.940655920637198e-08,9.597874628397562e-08
1929,1.2254447256943024e-07,9.35794162160164e-08
1930,9.348207452575252e-08,1.0818711615456778e-07
1931,1.1633463614657558e-07,8.782124538697644e-08
1932,8.110057425625428e-08,6.13734059129456e-08
1933,5.7353312543639845e-08,9.750063068025838e-08
1934,7.308763727564838e-08,8.387105765450542e-08
1935,8.138433482685059e-08,8.138433393867217e-08
1936,8.123559069872499e-08,9.699771830185e-08
1937,6.547381470323188e-08,8.436049148130564e-08
1938,7.649476430060531e-08,9.853562943362704e-08
1939,6.117620365841958e-08,1.0247013904063351e-07
1940,6.085878911932241e-08,6.846613587185857e-08
1941,1.6233264865661567e-07,8.559357755899555e-08
1942,7.58552971547033e-08,1.274368961468042e-07
1943,9.580676185727555e-08,1.1032293678603367e-07
1944,1.0603514510876266e-07,5.7837350908584995e-08
1945,9.149717072887142e-08,6.753362669087437e-08
1946,9.744773166175946e-08,8.631084824628488e-08
1947,7.390940259810463e-08,1.418583652768035e-07
1948,7.610321417494958e-08,7.936478452208462e-08
1949,5.006674186347482e-08,5.693864735256682e-08
1950,6.70027759941405e-08,7.976521065877762e-08
1951,8.742349344448286e-08,9.38203368328061e-08
1952,5.588746121443222e-08,8.11949876222684e-08
1953,4.201792791480585e-08,6.8952495269059e-08
1954,4.788542540268281e-08,5.5703454071576175e-08
1955,7.414630021074231e-08,5.443652639769425e-08
1956,4.534993758298356e-08,7.936238688444064e-08
1957,6.714628852932947e-08,8.658336714262305e-08
1958,6.038737820901474e-08,5.873292918678885e-08
1959,9.998464456373313e-08,5.8905682553955785e-08
1960,8.304999910002664e-08,1.0381249687663185e-07
1961,7.087122311233429e-08,9.727422883853976e-08
1962,6.468795565872654e-08,1.179603856815703e-07
1963,6.595373935880389e-08,9.375777532127927e-08
1964,8.517555327713922e-08,1.216793651948045e-07
1965,6.730613089089843e-08,1.0013839712996742e-07
1966,9.637989828448212e-08,8.807129026067173e-08
1967,8.677390361810922e-08,1.2079321937141785e-07
1968,1.0420084683993025e-07,1.504624281833955e-07
1969,6.358461177025099e-08,1.7531184448582593e-07
1970,8.921526339911168e-08,8.921526850613759e-08
1971,9.40326732035146e-08,1.1201706595631578e-07
1972,8.259536166121961e-08,9.131661182770756e-08
1973,6.615844849733321e-08,8.269805662486363e-08
1974,5.5130603415776136e-08,8.663380079987348e-08
1975,6.682431896720686e-08,7.424924053367477e-08
1976,4.97076848571254e-08,8.056072775541878e-08
1977,4.583889934295371e-08,8.227494668888724e-08
1978,6.178215161689593e-08,8.316827804222271e-08
1979,6.96384847564957e-08,1.0709111397666504e-07
1980,5.742002096020826e-08,9.551052859713138e-08
1981,6.768338045581856e-08,7.021359915704295e-08
1982,5.959202153960064e-08,9.435403569568734e-08
1983,7.830991677337806e-08,4.610180803776842e-08
1984,7.19077029032178e-08,9.974294923331684e-08
1985,6.015558084992989e-08,8.662403283565823e-08
1986,6.234264771087794e-08,5.874595854216125e-08
1987,4.277571941102565e-08,6.721898770933876e-08
1988,5.336932984434384e-08,8.335209855658832e-08
1989,7.134558510646372e-08,1.0976244557703296e-07
1990,7.192219286800139e-08,7.246705990837654e-08
1991,6.271768021592905e-08,8.499124809491221e-08
1992,6.942529445774781e-08,8.595512723807985e-08
1993,5.705383482323967e-08,7.256361556073898e-08
1994,6.435410382366058e-08,6.910153865780089e-08
1995,6.235818617028599e-08,1.1224473528415047e-07
1996,7.313186389801274e-08,6.512472161546157e-08
1997,6.13746503619339e-08,4.698996591834259e-08
1998,5.1018981039874234e-08,5.960161653106866e-08
1999,6.763897908435013e-08,8.317765837206892e-08
2000,7.554833558742757e-08,7.02467028990128e-08
2001,7.97380550476845e-08,8.23667805072148e-08
2002,5.8270244962521645e-08,8.718631094861706e-08
2003,7.167107307637366e-08,6.292053778000906e-08
2004,6.386947482006633e-08,5.197653810129488e-08
2005,8.737274237446968e-08,7.521262035403709e-08
2006,1.037708292628281e-07,6.17683499903876e-08
2007,6.950394615401478e-08,7.429731851971155e-08
2008,8.174284071849058e-08,6.939626961965928e-08
2009,7.390698275600016e-08,7.819835956546228e-08
2010,8.644541260593996e-08,7.605306495683806e-08
2011,8.871615253536191e-08,5.888916720930837e-08
2012,1.1472331484796428e-07,7.96595129859412e-08
2013,1.2160585427523074e-07,8.925200256637567e-08
2014,1.3663958675635968e-07,1.0047665388590588e-07
2015,1.3365950124466508e-07,9.686434609967876e-08
2016,1.2863022025300097e-07,1.3215150085343907e-07
2017,1.0716504039720576e-07,5.961998716941252e-08
2018,1.20038200268624e-07,8.880245605524806e-08
2019,1.2168211460661382e-07,1.0331500077676026e-07
