year,ces_DET oies_NOUN,ces_DET fois_NOUN
1842,9.391571076378114e-09,9.391571520467323e-09
1843,1.063243981747064e-08,2.1855571574747046e-08
1844,1.756339607084101e-08,7.1351298203126134e-09
1845,2.2320911785556063e-08,1.0044410636567136e-08
1846,2.3418005756781213e-08,5.269051195355701e-09
1847,4.314578827546711e-08,6.47186837454683e-09
1848,4.1835152453373325e-08,2.413566457803995e-09
1849,1.256912218750017e-08,2.011059585527164e-08
1850,2.4440385715251978e-08,7.467895635215882e-09
1851,7.094382636907426e-09,1.096404567135778e-08
1852,3.776116352938175e-08,2.2135854038651814e-08
1853,3.5234398509942366e-08,6.569125243771623e-09
1854,4.78001130344019e-08,7.273930180407007e-09
1855,4.2455496895854594e-08,1.2205955357558196e-08
1856,3.313401081284084e-08,6.730345947225658e-09
1857,2.3919394687155204e-08,9.763018060660045e-09
1858,1.5170395550878624e-08,5.8724113904951025e-09
1859,2.2405563404603868e-08,1.629495471888731e-08
1860,2.1512764458719857e-08,4.57718396518203e-09
1861,1.4147891413962554e-08,7.073945706981277e-09
1862,2.48489247234307e-08,1.1746764477793548e-08
1863,1.548332484446746e-08,8.490855407661257e-09
1864,1.7261020501813107e-08,1.0068928801842958e-08
1865,1.6473956032658776e-08,1.9298061426642477e-08
1866,2.8707117127879656e-08,4.3790516213171315e-09
1867,2.135237053835226e-08,1.067618526917613e-08
1868,3.062721931623713e-08,2.3711395513714706e-08
1869,2.5882651910613674e-08,1.2208797861568144e-08
1870,1.834895568819661e-08,1.2614907340946502e-08
1871,1.0621176826930423e-08,1.4869648623516696e-08
1872,1.5118347462816928e-08,9.071008832961525e-09
1873,2.2148216927142528e-08,4.190203295451056e-09
1874,2.8080662239915455e-08,9.559374181122848e-09
1875,1.4303817685856757e-08,8.01013810836082e-09
1876,1.8138044621807126e-08,7.859819239897092e-09
1877,1.1751150386096754e-08,9.895705588292003e-09
1878,1.932508364443919e-08,3.623453259660181e-09
1879,2.5659166347224982e-08,6.109325378922392e-09
1880,2.695495404658743e-08,7.059630879879819e-09
1881,1.4642266288333872e-08,1.2550513517339823e-08
1882,1.7304001120876933e-08,8.652000893505374e-09
1883,2.4013488364449387e-08,6.951272890631799e-09
1884,3.1027976632458376e-08,1.3203393933736152e-08
1885,1.5469525438405185e-08,7.090199094506033e-09
1886,2.2587123282846733e-08,7.744156427236248e-09
1887,3.852065377785152e-08,1.3710741486594458e-08
1888,3.360525724360741e-08,2.0924028287794272e-08
1889,2.255449160770695e-08,6.891650361495749e-09
1890,1.7696843102044113e-08,1.5075088732885433e-08
1891,4.0157585701194876e-08,1.0198752065093686e-08
1892,3.259626435436758e-08,2.5700900740943666e-08
1893,2.0322774685332945e-08,1.9706933418461858e-08
1894,1.260307880279754e-08,1.1972924873759894e-08
1895,9.629782971032341e-09,1.6852119699706236e-08
1896,2.9485144881213898e-08,1.5921978291366656e-08
1897,7.57472740087195e-09,1.2818769601352642e-08
1898,2.602843285348655e-08,1.1882545170038838e-08
1899,1.0502398950507086e-08,9.949641111006713e-09
1900,1.661137050135153e-08,1.245852754294674e-08
1901,2.235495566438317e-09,1.3971847012683725e-08
1902,1.8659078726557254e-08,9.820567470342212e-09
1903,9.720396265677778e-09,1.4580594731583574e-08
1904,2.2573425795258117e-08,1.0211787859759625e-08
1905,9.289366220688322e-09,1.5482276793932215e-08
1906,6.687439879637935e-09,1.1831624124880591e-08
1907,2.571421719999023e-08,1.0285686968813934e-08
1908,1.4243027868232616e-08,5.402527980535865e-09
1909,1.8153245739949142e-08,1.3752458727367411e-08
1910,1.0688301244066167e-08,1.0688301688155377e-08
1911,1.4897047262429908e-08,1.2236860191805476e-08
1912,2.865181703004538e-08,1.041884239993962e-08
1913,2.1742258216050914e-08,2.5454351515463713e-08
1914,1.339348720819089e-08,8.705766774141921e-09
1915,1.4136914638918086e-08,4.712304768617059e-09
1916,1.4283700444650549e-08,1.0987461607214755e-08
1917,1.754627876326964e-08,1.315970976634162e-08
1918,1.378365155346728e-08,9.189101035644853e-09
1919,1.2890988054792274e-08,1.9336480860943084e-08
1920,2.8774480576032602e-08,2.877448102012181e-08
1921,1.5902769490150348e-08,1.2116396330696944e-08
1922,2.1396013683006032e-08,2.656056830030451e-08
1923,1.4862327812892318e-08,1.6985516992917837e-08
1924,1.8048273875415077e-08,1.804827398643738e-08
1925,1.319781373076978e-08,1.4297631523163545e-08
1926,2.1177663178661987e-08,1.5604594061358057e-08
1927,1.6723837870102898e-08,1.783875902550136e-08
1928,1.3711249469139375e-08,1.1426041446327417e-08
1929,1.559656914729146e-08,1.4482527843640014e-08
1930,1.6805765667982087e-08,1.575540542475551e-08
1931,1.4826963656844327e-08,9.124285327288817e-09
1932,1.4247397928102146e-08,1.2055489939655217e-08
1933,2.5235457501437963e-08,6.882397318719313e-09
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,1.4361940969820353e-08,1.4361940969820353e-08
1936,1.9399543305098632e-08,1.2124714565686645e-08
1937,5.036447148221157e-09,7.554670999887492e-09
1938,9.075649898271365e-09,5.186085783037697e-09
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,1.2678914584896006e-08,1.5214697057785997e-08
1941,2.066051907334554e-08,1.4757513433494296e-08
1942,6.068423541449874e-09,0.0
1943,2.3225881884414434e-08,8.709705623388686e-09
1944,0.0,1.6065930807940276e-08
1945,1.3071024262956144e-08,1.742803190651898e-08
1946,1.1136883415474585e-08,1.5313214696277555e-08
1947,1.549713202209091e-08,1.549713246618012e-08
1948,1.087188805648509e-08,2.6092531690835585e-08
1949,8.835307596655184e-09,1.6688914139528777e-08
1950,1.0635361258337639e-08,1.3825969702452312e-08
1951,1.4925962243950153e-08,3.0918065441198905e-08
1952,1.2653764258629963e-08,1.0544804140977249e-08
1953,1.0773827607835074e-08,1.0773827163745864e-08
1954,1.563605800392054e-08,8.795282724349818e-09
1955,1.1262729415761896e-08,8.447047505910632e-09
1956,1.5698054856017052e-08,1.1337483618589772e-08
1957,2.0320586824329467e-08,2.1204090483450955e-08
1958,2.0680608225909225e-08,2.729840320458976e-08
1959,2.712761748568937e-08,1.4726421193600459e-08
1960,1.3841666590685975e-08,1.6609999708983025e-08
1961,2.779263619245853e-08,1.59807664878997e-08
1962,1.331810878246742e-08,1.331810883797857e-08
1963,1.422531736849919e-08,1.2285501505004959e-08
1964,9.734349160073208e-09,1.2167936658258327e-08
1965,1.1491290807796872e-08,1.3680108879032815e-08
1966,8.862519607077957e-09,1.606331601067268e-08
1967,1.3311906243984595e-08,2.0214375728855316e-08
1968,1.4372530499073832e-08,1.3025105854991281e-08
1969,1.6804503566447693e-08,1.589615195030092e-08
1970,1.5175792178467873e-08,1.5175792539290356e-08
1971,1.798439097644433e-08,1.1304474467621617e-08
1972,1.3851396252206882e-08,1.0260293725750103e-08
1973,1.2129047988196362e-08,1.4885650490015223e-08
1974,1.5751600079827455e-08,9.56347201430674e-09
1975,8.567220266542108e-09,1.2565256835017635e-08
1976,7.998937512354587e-09,1.0284348372913144e-08
1977,8.815172591880582e-09,1.410427652448476e-08
1978,1.425741957827853e-08,8.316828004062415e-09
1979,1.1703946700691858e-08,4.096381456264453e-09
1980,9.66475621755336e-09,1.2507331392797028e-08
1981,9.48832451497239e-09,1.771153890217647e-08
1982,8.069752865935698e-09,1.3035755141999061e-08
1983,1.7051352996233504e-08,1.0736037614478278e-08
1984,7.538710988796993e-09,1.5657323104711907e-08
1985,1.0828004715079942e-08,1.6242006850575308e-08
1986,1.4386764946028308e-08,1.3187867797803676e-08
1987,1.2832715334809564e-08,1.099947022353831e-08
1988,1.2592763165564236e-08,1.9188971744910077e-08
1989,1.7013179087754793e-08,1.6464366536794728e-08
1990,9.262706268664544e-09,1.9070277579302797e-08
1991,7.619904984768056e-09,1.1722930626234529e-08
1992,1.2121877501769518e-08,1.76318211142501e-08
1993,1.2186256670432272e-08,1.3848018731721368e-08
1994,1.3714809232734382e-08,1.3714808788645172e-08
1995,1.6267353131205198e-08,1.9520823180130265e-08
1996,1.0676184603042316e-08,2.4021414191111035e-08
1997,1.822059936262832e-08,1.3905193774199631e-08
1998,1.3350762273489636e-08,2.145658206664791e-08
1999,9.597422329088445e-09,1.6909744382509473e-08
2000,1.1928685039741538e-08,2.03229439943442e-08
2001,1.22673927682726e-08,2.365854312458282e-08
2002,1.6210519815373914e-08,2.3658596415288002e-08
2003,1.2084076406182476e-08,2.375146035404896e-08
2004,1.8940602419803554e-08,2.114299890720872e-08
2005,1.4862373554080932e-08,2.1167622987761092e-08
2006,6.588624035241963e-09,2.2648394271129746e-08
2007,1.3581230362547103e-08,2.995859649246313e-08
2008,1.277231942431456e-08,4.598034752945068e-08
2009,2.1933686200625857e-08,5.054283924721403e-08
2010,1.700565521733921e-08,5.810265424344152e-08
2011,2.2179037717506844e-08,8.565697218188006e-08
2012,2.5531894598529448e-08,1.1506374431036193e-07
2013,3.1796024591024263e-08,1.1546977596310626e-07
2014,2.3819897165822113e-08,1.1671749344799309e-07
2015,3.036708307035951e-08,1.39422594358507e-07
2016,2.4856080527158042e-08,1.5390057050979067e-07
2017,1.9370207215985147e-08,2.2615345685039756e-07
2018,2.4007639431999905e-08,2.1684321005466245e-07
2019,2.4744581716973357e-08,2.3902755597049463e-07
