year,bonnes_ADJ eaux_NOUN
1968,9.431973424511852e-09
1969,1.6804504454626112e-08
1970,1.103694025061941e-08
1971,1.5415192677892264e-08
1972,1.487742551375959e-08
1973,1.4885650045926013e-08
1974,1.2938814464291681e-08
1975,7.4249242310031605e-09
1976,1.428381679602353e-08
1977,1.4691955041445937e-08
1978,2.257424647211792e-08
1979,1.1703946256602649e-08
1980,1.2507331170752423e-08
1981,1.138598904049104e-08
1982,1.0552754226011984e-08
1983,3.0945049189767815e-08
1984,1.3917620833581168e-08
1985,1.3234227935754461e-08
1986,7.1933827783254856e-09
1987,9.166225112267057e-09
1988,9.594486094499644e-09
1989,1.5366742545097622e-08
1990,1.198703181159999e-08
1991,9.37834432335194e-09
1992,1.5427843891302473e-08
1993,1.0524494165053966e-08
1994,1.160483886764041e-08
1995,1.5182862966867106e-08
1996,1.5480466686312866e-08
1997,1.2946214766884623e-08
1998,1.6688451509594415e-08
1999,8.683382013430219e-09
2000,1.2812291672048559e-08
2001,9.20054432640427e-09
2002,8.324320788233308e-09
2003,4.166922806803086e-09
2004,7.047666006343434e-09
2005,1.0358624180639708e-08
2006,1.4412615101377924e-08
2007,7.988958827809256e-09
2008,9.366367237362283e-09
2009,1.1443662017995848e-08
2010,8.502827775203059e-09
2011,6.118355155848576e-09
2012,1.05531832161887e-08
2013,4.462600067256517e-09
2014,5.846701789380404e-09
2015,3.768178213903184e-09
2016,1.2013772199281902e-08
2017,3.773417134311785e-08
2018,5.6792268665617485e-09
2019,3.06118530524202e-09
