year,des_DET oies_NOUN,des_DET foies_NOUN
1908,2.3329098497448797e-07,8.054678080071653e-08
1909,2.06286882686868e-07,8.74656359561854e-08
1910,2.3353938516379458e-07,1.341381827835164e-07
1911,1.5961122912244718e-07,7.448524008690782e-08
1912,1.963951848926726e-07,1.281517689188938e-07
1913,2.0310450832283777e-07,6.41661728195686e-08
1914,2.05590032109626e-07,6.964613419313537e-08
1915,2.2265640298169131e-07,4.947920118070215e-08
1916,2.0326804528458808e-07,5.933229618726443e-08
1917,2.006855638336802e-07,5.04455535121906e-08
1918,1.780388352301543e-07,3.445912710731136e-08
1919,1.556126307811212e-07,6.169258170984904e-08
1920,2.0672191913817528e-07,5.982063022713646e-08
1921,1.8098865894877747e-07,7.648475119914622e-08
1922,1.9403969986342418e-07,7.820611658271304e-08
1923,1.7940952901085438e-07,7.006525759578608e-08
1924,1.753260949755031e-07,6.574728306230071e-08
1925,2.144644692947395e-07,5.0591619782380803e-08
1926,1.905989606143521e-07,4.4584552605364536e-08
1927,1.97341287533348e-07,7.915949695735947e-08
1928,1.999557204257485e-07,8.455270261720216e-08
1929,1.7267630436634818e-07,4.121950425428622e-08
1930,1.2709360419638216e-07,6.302162403049039e-08
1931,1.6081552534075172e-07,5.47457119637329e-08
1932,1.3699420930990414e-07,6.575721678281354e-08
1933,1.9156006159093408e-07,5.5059178549754506e-08
1934,1.833181748622792e-07,5.2718952758823434e-08
1935,1.555876947278989e-07,1.0053358501238563e-07
1936,1.4549657834095342e-07,7.274828561776303e-08
1937,1.4353875066319688e-07,9.821072122218055e-08
1938,1.8669909152002617e-07,5.704694316932546e-08
1939,1.6058752638770102e-07,7.494084730552686e-08
1940,1.5721854085271048e-07,8.875240187222744e-08
1941,3.099077856560939e-07,6.493305626520396e-08
1942,1.9115534288793867e-07,1.0316320020464786e-07
1943,2.5548469428926524e-07,1.1322617154974068e-07
1944,1.8636479559575037e-07,5.7837349132228155e-08
1945,1.655663024457965e-07,6.099811145077183e-08
1946,1.8654280431462666e-07,5.0115975369635635e-08
1947,1.5497132821451487e-07,9.298279524116992e-08
1948,1.5764236893645034e-07,9.349823826276804e-08
1949,1.4431001538195432e-07,5.3993545634511975e-08
1950,1.8611882524055545e-07,4.998619829166273e-08
1951,1.7271470653668075e-07,8.529121231504178e-08
1952,1.4868173003890206e-07,5.694194271654851e-08
1953,2.090122475095768e-07,1.4113714463803717e-07
1954,1.6515585476994943e-07,7.818029157391493e-08
1955,1.4735403697230254e-07,6.851494083193188e-08
1956,1.447709490065563e-07,7.151335856825369e-08
1957,1.6433170024754418e-07,9.100088727009847e-08
1958,1.5055483104653433e-07,6.783239570040678e-08
1959,1.8601795304107327e-07,5.42552331950219e-08
1960,1.6333167007775984e-07,7.128458490157641e-08
1961,1.8412622465602269e-07,7.504012200509891e-08
1962,1.3888884398127743e-07,6.151697817813329e-08
1963,1.5065903680167025e-07,6.272071750856867e-08
1964,1.8981980876020543e-07,4.319617374903828e-08
1965,1.4665075670494687e-07,5.6362045031121966e-08
1966,1.5287846633071922e-07,4.9297766313571856e-08
1967,1.0846737996672573e-07,5.226155797011245e-08
1968,1.4642015400134767e-07,5.299870531327855e-08
1969,1.8348700825399078e-07,6.131372942697055e-08
1970,1.292241685324491e-07,4.828661426259373e-08
1971,1.8755150177351965e-07,3.33995837653589e-08
1972,1.2671462146229828e-07,4.463227937234748e-08
1973,1.2735500609650785e-07,3.4733182330271006e-08
1974,1.3895161798949118e-07,3.656621605507837e-08
1975,1.1537190047761214e-07,2.9128549350332378e-08
1976,1.3826734579502897e-07,3.828062844490887e-08
1977,1.53384004442092e-07,2.2331770932471073e-08
1978,1.5207913484083235e-07,3.267325299205481e-08
1979,1.3576577662099965e-07,3.101545975603415e-08
1980,1.3928618591840802e-07,4.3207144528878416e-08
1981,1.448550888683009e-07,4.933928604566873e-08
1982,1.4463480058068967e-07,2.7933760748943826e-08
1983,1.0925496984892646e-07,3.220811350956865e-08
1984,1.6121243034961097e-07,5.0451375521731734e-08
1985,1.3354538586085596e-07,3.9702682474995754e-08
1986,1.1569356783702744e-07,3.4768015355624016e-08
1987,1.3504905882477658e-07,2.3221103262471843e-08
1988,1.3132452536535055e-07,4.077656606815694e-08
1989,1.388494883514113e-07,3.1831110192115375e-08
1990,1.482033047395248e-07,2.2884334038852927e-08
1991,1.6587946483070937e-07,2.2273567434893948e-08
1992,1.6089037568889353e-07,2.5896738198305513e-08
1993,1.5952916765371583e-07,6.757833048709472e-08
1994,1.5455535029573753e-07,3.5869501091578826e-08
1995,1.6538474323368746e-07,3.307695095600138e-08
1996,1.4306086804083407e-07,2.081855932090093e-08
1997,1.246672529653381e-07,2.4453962410575514e-08
1998,1.5162651001432437e-07,2.050295544453462e-08
1999,1.3710602941863215e-07,2.6050146928469076e-08
2000,1.3828438072405191e-07,3.1368023178934834e-08
2001,1.5903799188698997e-07,2.5849149654089132e-08
2002,1.8313505278921838e-07,3.066855214228781e-08
2003,1.6501014521441704e-07,2.1667998784113962e-08
2004,1.4932242076159952e-07,2.598826878696947e-08
2005,1.5132599084921594e-07,2.5220997845742943e-08
2006,1.6512738998386567e-07,2.9237018472905163e-08
2007,1.4340181364591587e-07,3.1955835311237024e-08
2008,1.8008970226190968e-07,4.6406092524264864e-08
2009,1.8738996199196833e-07,4.005281617480705e-08
2010,1.9603741474583103e-07,5.337886133105485e-08
2011,2.661484601595987e-07,8.221540026553953e-08
2012,2.6042533352033104e-07,9.191482330805911e-08
2013,2.8058596573954375e-07,8.42315737159538e-08
2014,2.6743247116822744e-07,7.492440312617532e-08
2015,3.189651867074872e-07,6.494565685244424e-08
2016,2.730026037733868e-07,6.814708908287059e-08
2017,2.098019905583115e-07,4.855130042447087e-08
2018,2.689888269902241e-07,4.2852347392763335e-08
2019,2.9361868286725823e-07,4.030560718515375e-08
