year,mauvais_ADJ fils_NOUN
1928,8.912312077224982e-08
1929,6.795647777835256e-08
1930,5.461874019729862e-08
1931,6.386999817920014e-08
1932,3.287861050083052e-08
1933,7.685343739183281e-08
1934,4.672816089623666e-08
1935,5.2660451110853046e-08
1936,6.304851440930292e-08
1937,6.42147020002426e-08
1938,6.482607339819424e-08
1939,7.188203987595898e-08
1940,6.085878978545622e-08
1941,6.788455664263893e-08
1942,7.282108560602296e-08
1943,7.838735216481041e-08
1944,8.032965581605822e-08
1945,6.971212762607593e-08
1946,7.09976326618289e-08
1947,6.198853030880969e-08
1948,7.284164693643902e-08
1949,6.773735616860677e-08
1950,6.806631369649097e-08
1951,5.437315042655655e-08
1952,6.43233029062884e-08
1953,7.110726174541782e-08
1954,5.179444140246403e-08
1955,5.7252207419367096e-08
1956,4.6222050631428147e-08
1957,8.481636515345059e-08
1958,4.7979013650945035e-08
1959,3.8753738440533425e-08
1960,4.498541528175082e-08
1961,6.322824813720374e-08
1962,5.200404151750604e-08
1963,8.599851142321313e-08
1964,8.882593438563902e-08
1965,5.143720704925414e-08
1966,7.865486151281686e-08
1967,5.9164025012492516e-08
1968,7.365922094493271e-08
1969,5.3138564770627283e-08
1970,6.300253385660426e-08
1971,4.9328616968935535e-08
1972,5.2327499000526245e-08
1973,6.505580474325257e-08
1974,3.7128772278904876e-08
1975,6.225513082824818e-08
1976,7.084773345766848e-08
1977,4.3488183998352525e-08
1978,6.534650376366358e-08
1979,5.208256226296726e-08
1980,1.3416955413347864e-07
1981,7.084615544217243e-08
1982,8.504277781984371e-08
1983,5.431171734571194e-08
1984,8.814492657993611e-08
1985,7.399136325858535e-08
1986,6.05443032375419e-08
1987,4.9497615006721674e-08
1988,7.015967806722756e-08
1989,9.549332302682956e-08
1990,7.028759418936659e-08
1991,8.381895466591516e-08
1992,4.848750978503347e-08
1993,6.813225239543641e-08
1994,6.593658191667018e-08
1995,9.597737804512008e-08
1996,5.8719012541175175e-08
1997,7.91157613866389e-08
1998,8.582632560205639e-08
1999,6.398281532371541e-08
2000,7.024670356514662e-08
2001,8.587175187591001e-08
2002,7.623325615213616e-08
2003,6.45873062810054e-08
2004,9.250061294707734e-08
2005,7.926599099317144e-08
2006,7.123949230525284e-08
2007,7.629455481272807e-08
2008,9.792111077544519e-08
2009,6.43706012937173e-08
2010,7.13292771514773e-08
2011,6.30955391822674e-08
2012,8.646802018841271e-08
2013,7.753767561347047e-08
2014,1.0112628912040122e-07
2015,9.420445312713355e-08
2016,1.0957388774102128e-07
2017,8.075112412075924e-08
2018,7.357180131783991e-08
2019,1.3214116312276758e-07
