year,quelques_DET airs_NOUN,quelques_DET fers_NOUN
1993,6.813224939783424e-08,1.2740176913439427e-08
1994,4.74743404588196e-08,7.384897138251745e-09
1995,7.64565588617927e-08,3.2534704930142766e-09
1996,6.352329640080256e-08,4.270473752399084e-09
1997,7.096443965792787e-08,9.58978896292706e-10
1998,6.627699811190269e-08,1.1443510028463777e-08
1999,6.581089673218798e-08,6.855301576402795e-09
2000,7.731555307088911e-08,6.627047466345459e-09
2001,6.265132834748499e-08,8.762423675534592e-09
2002,5.783212309040664e-08,5.695587890208742e-09
2003,6.917091743829928e-08,5.0003075569016175e-09
2004,7.532193269099707e-08,4.404791198453495e-09
2005,5.5846496316291905e-08,6.7556245042510454e-09
2006,6.794518636610292e-08,5.353256837814513e-09
2007,6.151498088691199e-08,7.190063211481856e-09
2008,1.0217855006544596e-07,5.108927586539025e-09
2009,8.582746335861202e-08,5.245011758248097e-09
2010,8.502827131273705e-08,2.3618964561933353e-09
2011,8.718655908346307e-08,5.3535606503452016e-09
2012,8.612759350157262e-08,2.382976926895708e-09
2013,7.921115185993699e-08,5.299337468844811e-09
2014,8.553508390463094e-08,8.445236426846137e-09
2015,1.0839053654621011e-07,4.211493292993751e-09
2016,9.279603063738762e-08,3.1070101214059065e-09
2017,6.968243160265786e-08,4.024978267347379e-09
2018,8.751172275722752e-08,5.16293346963792e-09
2019,7.806022295220316e-08,5.35707450621814e-09
