year,certains_DET airs_NOUN,certains_DET fers_NOUN
1838,5.2390943361402265e-08,1.199310784016916e-08
1839,5.243606460147987e-08,1.3982950020086093e-08
1840,3.0574503984137635e-08,7.0066574764382494e-09
1841,3.980739915476761e-08,5.778493683550323e-09
1842,7.714504501876718e-08,4.024959032733477e-09
1843,7.206431279493941e-08,3.0125246297529884e-08
1844,3.622450606144412e-08,3.018708771840295e-08
1845,5.245414103072221e-08,1.3392547348889394e-08
1846,3.7468808500307205e-08,7.903576904055853e-08
1847,3.343798660182529e-08,3.235934187273415e-08
1848,5.148941845112276e-08,1.8504010546038785e-08
1849,6.116972728342773e-08,3.603148357456121e-08
1850,1.6972489191857676e-08,6.788996032014438e-10
1851,4.192135261149588e-08,5.159551008659946e-09
1852,4.427170807730363e-08,9.765818154150452e-09
1853,4.717826063149744e-08,3.0456853039595444e-08
1854,6.702407073788663e-08,2.0782657372819813e-08
1855,7.058226003664458e-08,1.5920811335945473e-08
1856,1.2062850940353087e-07,1.1907535402144731e-08
1857,6.83411300883563e-08,1.3180074809326925e-08
1858,4.355371774344974e-08,1.2723557984983813e-08
1859,6.517981887554924e-08,3.25899083275516e-08
1860,4.76027130491552e-08,2.3801355553132453e-08
1861,8.488734426492783e-08,6.602349095219395e-08
1862,5.2408641426637814e-08,4.5179863628064254e-08
1863,4.395266284262789e-08,2.1476870060155306e-08
1864,2.8768367688059016e-08,1.917891156999474e-08
1865,4.7539127800977354e-08,3.624270195068391e-08
1866,5.741423336758089e-08,2.092213557958189e-08
1867,5.774845668327089e-08,8.492419922845329e-08
1868,7.311013483501938e-08,4.989272639477349e-08
1869,6.78809173315642e-08,1.9534076356464425e-08
1870,4.759260452402714e-08,6.536815266855456e-08
1871,3.611200227737754e-08,1.9118118865790734e-08
1872,4.5959778094406545e-08,4.4145577859922014e-08
1873,3.890902922076833e-08,3.35216265301419e-08
1874,6.691562060012757e-08,2.0313671633687136e-08
1875,8.639505710839046e-08,3.2612703648737806e-08
1876,3.506688606158548e-08,3.264847947548333e-08
1877,5.442638051356141e-08,4.9478526498170083e-08
1878,8.273551527215872e-08,2.35524461600356e-08
1879,3.54340856656421e-08,4.459807412260375e-08
1880,4.171599954361227e-08,3.016387672971632e-08
1881,3.834879180875106e-08,3.6257037816511684e-08
1882,4.3260003357303844e-08,3.39424648387876e-08
1883,4.486730742492284e-08,2.5277355319985872e-08
1884,9.572460513140868e-08,7.723985273599965e-08
1885,5.220965038077452e-08,2.3848851782304337e-08
1886,5.227305832633533e-08,1.677900662855336e-08
1887,3.395040937270721e-08,1.1752063988623718e-08
1888,4.56524276160053e-08,1.902184432189813e-08
1889,6.578393474399036e-08,1.1903759755682586e-08
1890,2.4251230357208442e-08,1.1142456735058204e-08
1891,2.549687994068961e-08,2.4859458047643557e-08
1892,3.886477561998447e-08,1.0029620023388475e-08
1893,3.6334658393144537e-08,2.217029959616923e-08
1894,4.7891699495039575e-08,1.4493540367865876e-08
1895,7.643640276278063e-08,1.9861427169587387e-08
1896,4.8355637716213096e-08,1.9460195233023114e-08
1897,3.379493884736462e-08,2.0976168357833558e-08
1898,3.5647635066027306e-08,1.1882544947994234e-08
1899,4.0351322283527224e-08,1.1055156790007459e-08
1900,3.218453115128028e-08,1.5573159539705728e-08
1901,4.079779380994353e-08,2.1237207992186313e-08
1902,2.553347622225033e-08,2.897067474805226e-08
1903,3.1321277793594504e-08,1.5120616314590052e-08
1904,2.956043942958786e-08,2.042357660769767e-08
1905,5.522012180847469e-08,6.708986810544104e-09
1906,3.96102199928805e-08,5.144184633820714e-09
1907,5.502842537197239e-08,1.337139243773322e-08
1908,4.9605030305599485e-08,1.2278472460991452e-08
1909,3.355600064480768e-08,2.365422852035337e-08
1910,5.6647995627656655e-08,1.603245225467731e-08
1911,3.245428181752885e-08,2.6601870706244313e-09
1912,3.4903122170248935e-08,2.917275931935137e-08
1913,4.45451151520615e-08,9.015082902408267e-09
1914,4.218948390644073e-08,2.678697486047099e-09
1915,1.5314990053916233e-08,2.3561523843085297e-09
1916,1.8678685265172135e-08,3.2962386153911893e-09
1917,3.180263163926611e-08,8.773139548168274e-09
1918,4.020231791912465e-08,1.033773866510046e-08
1919,4.235610151503977e-08,4.603924186330488e-09
1920,5.149117443536966e-08,2.1959472018551196e-08
1921,5.906743028027961e-08,6.058197943303867e-09
1922,3.6889677090812256e-08,1.696925178151787e-08
1923,3.715581753382935e-08,1.0615948120573648e-08
1924,4.640984829773487e-08,5.156649773851996e-09
1925,4.289289479153524e-08,6.598906754362588e-09
1926,4.346993875969929e-08,8.916910765321973e-09
1927,5.0171512722130274e-08,6.689534814974252e-09
1928,3.085031063942978e-08,7.998228968020271e-09
1929,3.230717737778832e-08,5.570203187588163e-09
1930,7.562594328547334e-08,9.453243188239924e-09
1931,3.763767875142321e-08,9.124285327288817e-09
1932,4.822196164600001e-08,5.479768305782784e-09
1933,3.900024991843054e-08,3.4411986593596566e-09
1934,6.47005329312833e-08,7.188948103475923e-09
1935,4.308582113310422e-08,1.6755597798123745e-08
1936,6.062357416070085e-08,6.0623572828433225e-09
1937,2.5182236296217297e-08,1.2591118370153254e-08
1938,4.6674770715071645e-08,1.2965214235549638e-08
1939,6.576441879957429e-08,1.070583532936098e-08
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,6.198155411141215e-08,1.4757512545315876e-08
1942,3.034211815133858e-08,1.8205270846394228e-08
1943,3.4838823381733164e-08,8.709705623388686e-09
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,4.35700817646989e-08,2.178504043826024e-09
1946,7.378185173934071e-08,9.744772988540262e-09
1947,2.7418003423207438e-08,5.960435478513659e-09
1948,4.566192846056083e-08,7.610321706152945e-09
1949,4.0249735766551e-08,9.817008095325264e-09
1950,3.6160229699433444e-08,3.190608444114673e-09
1951,7.462981543859826e-08,4.264560704569931e-09
1952,3.479785237736621e-08,5.272402070488624e-09
1953,3.986316254867006e-08,1.508335811806205e-08
1954,7.03622600184417e-08,6.840775279570721e-09
1955,4.411235776657918e-08,1.0324168631115072e-08
1956,5.1454737137746065e-08,9.593255523299149e-09
1957,4.594219671361088e-08,9.718541527092839e-09
1958,3.8052319517589694e-08,3.3088974338291166e-09
1959,5.348016118844612e-08,2.325224457422337e-09
1960,3.4604168197560625e-08,3.4604167309382206e-09
1961,3.335116538494276e-08,7.642975030641708e-09
1962,3.9320128486508565e-08,6.341956293454132e-09
1963,4.267595066220764e-08,9.05247421467692e-09
1964,2.433587364958356e-08,5.475571551727398e-09
1965,3.228505507379964e-08,5.472043373977442e-10
1966,4.2096966801352664e-08,2.7695373772118614e-09
1967,3.9935716511507735e-08,3.944268467392931e-09
1968,7.231179299793666e-08,2.6948494546985557e-09
1969,2.725054604191257e-08,3.6334061870313406e-09
1970,4.000890863053996e-08,2.759235007143701e-09
1971,4.624557869981061e-08,4.110718099248345e-09
1972,4.771036610229373e-08,6.669190699692962e-09
1973,4.520827223686297e-08,4.961883404153156e-09
1974,2.1377172254588572e-08,4.5004573956397564e-09
1975,3.25554365687708e-08,5.140332159925265e-09
1976,2.456816594609279e-08,8.5702901442275e-09
1977,1.9393379790955123e-08,1.2928919823629315e-08
1978,3.38613705963553e-08,5.940591463193812e-09
1979,2.984506419778654e-08,6.437170463335917e-09
1980,3.354238775621354e-08,7.390696055153967e-09
1981,3.858585184701724e-08,1.2651099057237047e-09
1982,2.110550711975634e-08,3.103751144983846e-09
1983,2.77873914988902e-08,2.526126308133314e-09
1984,4.291266186839948e-08,1.1018115864125377e-08
1985,3.849957153079231e-08,1.8046674155058895e-09
1986,3.596691411367203e-08,5.994485463567401e-10
1987,3.91092271900817e-08,7.332980112018106e-09
1988,3.1182079085478875e-08,5.996553698039975e-09
1989,3.677041826577465e-08,2.7440609784434855e-09
1990,2.6153524790295535e-08,3.814055737905164e-09
1991,6.09592376576984e-08,4.103025585955322e-09
1992,3.967159711848467e-08,2.754972083796048e-09
1993,3.54509293032379e-08,2.2156829704300662e-09
1994,2.3209677513236215e-08,1.5824779264761446e-09
1995,3.470368570290816e-08,5.422450821690461e-10
1996,4.4839973512011966e-08,4.80428297144897e-09
1997,3.212579313682795e-08,9.58978896292706e-10
1998,4.4343601235397045e-08,5.721754847698435e-09
1999,3.244842838867612e-08,4.570201106446348e-09
2000,3.2251629811241855e-08,3.534425085938153e-09
2001,4.2935875743665974e-08,8.762423675534592e-09
2002,3.724038233343663e-08,5.6955880012310445e-09
2003,3.625222833036901e-08,1.0417307017007715e-08
2004,4.228599514988218e-08,3.523833058682868e-09
2005,3.0175122844866564e-08,5.4044992925383895e-09
2006,5.229720256849646e-08,3.706100981659688e-09
2007,3.674921078555826e-08,3.994479413904628e-09
2008,4.129716479894796e-08,2.9802078582719105e-09
2009,3.623826394516527e-08,7.152288761247405e-09
2010,2.881513760932819e-08,3.3066552274085836e-09
2011,2.5620612076338034e-08,7.64794394481072e-10
2012,3.23403994695326e-08,3.063827413996023e-09
2013,2.6775599737405287e-08,1.3945625210176615e-09
2014,2.8367331372791682e-08,1.9489006242157103e-09
2015,4.167161793411367e-08,8.866301581811342e-10
2016,3.3762842743811916e-08,3.314144070287739e-09
2017,2.414986899346161e-08,2.012489092040326e-09
2018,4.233605266357188e-08,1.5488800242380307e-09
2019,2.8826161957429264e-08,2.550987698857199e-09
