year,moins_ADV in_ADJ,moins_ADV fines_ADJ
1916,2.4172416956957932e-08,6.152978926365904e-08
1917,1.7546279096336548e-08,9.431124681213987e-08
1918,2.412139110674616e-08,9.303964532136888e-08
1919,1.8415697411455767e-08,9.668240608107226e-08
1920,2.0445025228355007e-08,6.436396660092214e-08
1921,2.120369263503008e-08,6.133925722906497e-08
1922,1.4018077698629838e-08,9.591315830448366e-08
1923,2.1231896241147297e-08,8.492758496458919e-08
1924,3.738571052736006e-08,7.992807127266133e-08
1925,1.9796720707176974e-08,1.1548086575885463e-07
1926,1.4489980104670508e-08,7.80229711949687e-08
1927,1.449399278374841e-08,1.170668610939174e-07
1928,1.3711249025050165e-08,8.569531217972326e-08
1929,2.4508894469477127e-08,7.798284684668033e-08
1930,3.676261073337628e-08,1.2709359964446776e-07
1931,3.763767608688795e-08,1.0378874293337503e-07
1932,1.9727165678773417e-08,9.206010531670472e-08
1933,1.835305929454023e-08,8.602996359741155e-08
1934,1.3179738189705859e-08,9.944711365506009e-08
1935,1.196828414151696e-08,8.617164581892212e-08
1936,3.152425787078528e-08,7.63857030960935e-08
1937,1.2591118370153254e-08,8.939694140508436e-08
1938,2.333738657878115e-08,8.68669403075728e-08
1939,2.7529290846928234e-08,9.482311469355409e-08
1940,2.7893612752905028e-08,1.3693227174371714e-07
1941,8.854508237732261e-09,1.1806010036252701e-07
1942,1.2136847082899749e-08,1.274368912618229e-07
1943,1.7419411690866582e-08,1.4225852851268428e-07
1944,2.5705489292704442e-08,1.2531425852557732e-07
1945,8.714016175304096e-09,8.714016530575464e-08
1946,1.80974355501462e-08,8.213451252458981e-08
1947,2.145756705651536e-08,9.65590558621443e-08
1948,1.6307831973705333e-08,8.262635020628295e-08
1949,2.3560819073509265e-08,1.148589987565174e-07
1950,1.3825969702452312e-08,6.7002780212988e-08
1951,2.0256664123863288e-08,1.0768015812345766e-07
1952,2.2144087452602434e-08,1.0544803785705881e-07
1953,7.54167928107563e-09,1.1635733443426943e-07
1954,1.563605755983133e-08,9.38163466912556e-08
1955,1.1262729415761896e-08,1.0324168897568597e-07
1956,9.593255967388359e-09,9.069987072507502e-08
1957,1.1485549400447326e-08,9.18843952035786e-08
1958,1.3235589513271862e-08,9.264912392836777e-08
1959,1.4726420638488946e-08,7.828255377262394e-08
1960,1.1765417085030094e-08,7.33608302994071e-08
1961,1.389631876236308e-08,9.032606840264634e-08
1962,1.7123282347597524e-08,9.576353932061465e-08
1963,1.2932106829843804e-08,8.987814226202318e-08
1964,2.1293889318485526e-08,7.848318972492052e-08
1965,2.4624195404943094e-08,8.317505972854633e-08
1966,1.273987226824147e-08,7.256188183646373e-08
1967,2.218651079521905e-08,7.543413715893621e-08
1968,1.2126823101255013e-08,6.961694509755034e-08
1969,1.68045038995146e-08,7.630153220361535e-08
1970,1.103694025061941e-08,8.369679704856026e-08
1971,1.1304474023532407e-08,6.679916708662859e-08
1972,1.6416469961200164e-08,8.516043692452513e-08
1973,1.598829119098255e-08,5.8991279416886755e-08
1974,1.8001828527847152e-08,5.344293185771676e-08
1975,1.028066431985053e-08,6.168398414274634e-08
1976,1.3712464053128315e-08,7.084773301357927e-08
1977,1.4104276857551667e-08,6.64076367229427e-08
1978,1.7227714366185864e-08,6.415838527118467e-08
1979,1.9311512056141567e-08,5.26677617074256e-08
1980,1.0233271119375331e-08,5.571447658780926e-08
1981,8.223214109648325e-09,5.8827609450418095e-08
1982,6.2075020679230875e-09,4.4694015599588965e-08
1983,1.073603728141137e-08,4.2312617409834274e-08
1984,1.5077421977593986e-08,6.320919254676483e-08
1985,1.142956040922627e-08,1.1008471290097077e-07
1986,1.0790073723399018e-08,5.095312616276715e-08
1987,7.944062296871834e-09,4.766437200487417e-08
1988,1.199310784016916e-08,4.9171742233511395e-08
1989,7.134558721588746e-09,3.677041959804228e-08
1990,5.448650863826288e-09,5.612110598463005e-08
1991,1.1136783939491579e-08,4.5719428243273796e-08
1992,1.2121876835635703e-08,3.636563050690711e-08
1993,1.49558602169364e-08,3.157348160698348e-08
1994,6.857404422078162e-09,3.270454485004848e-08
1995,9.760411145975922e-09,4.446409818115171e-08
1996,1.0676184380997711e-08,3.790045610685411e-08
1997,1.2946214766884623e-08,3.6441196726855196e-08
1998,4.7681290027412615e-09,3.2900093316357015e-08
1999,1.1882523409667556e-08,3.381948943115276e-08
2000,3.092622158362701e-09,3.180982588446568e-08
2001,6.133696661692056e-09,3.1982846593336944e-08
2002,8.324320788233308e-09,4.4250338504525644e-08
2003,1.0000615446870142e-08,3.333538245442469e-08
2004,7.488145215006625e-09,3.655976854588516e-08
2005,9.457874483587148e-09,3.467887310648621e-08
2006,7.823991232669414e-09,3.8296377624646993e-08
2007,7.589511241690161e-09,3.435252438066527e-08
2008,1.1495087548496485e-08,2.9802077250451475e-08
2009,8.105927484791664e-09,3.814554005998616e-08
2010,3.7790344187271785e-09,3.448369056968659e-08
2011,4.971163480860241e-09,3.938691151006424e-08
2012,4.085103366691101e-09,3.336167608836149e-08
2013,5.29933741333366e-09,3.0680375573410856e-08
2014,2.14379074492399e-08,3.334785603215096e-08
2015,5.098123256885856e-09,3.635183531969233e-08
2016,5.799752234025846e-09,4.246247087280608e-08
2017,3.270294840485022e-09,3.1696703928218994e-08
2018,4.64663996169179e-09,3.665682868358999e-08
2019,7.1427654901867754e-09,2.9081260066732284e-08
