year,des_DET oeufs_NOUN,des_DET feux_NOUN
1948,3.544235420704922e-07,1.291580254303426e-06
1949,1.9830356334793464e-07,1.43622828829848e-06
1950,2.137707655336385e-07,1.1560638029095571e-06
1951,2.686673101770509e-07,1.3390720496886388e-06
1952,2.478028950925193e-07,1.1261850900723402e-06
1953,2.370241971583198e-07,1.227138938020289e-06
1954,2.169503021676178e-07,1.2098399935212e-06
1955,2.768754194804046e-07,9.517006240855608e-07
1956,2.4593618852541965e-07,1.298578027331132e-06
1957,3.0480878887573226e-07,1.068156059602643e-06
1958,2.4485840555144023e-07,1.2160197613297896e-06
1959,2.1004526296053427e-07,1.1292839303678193e-06
1960,2.6437583566796263e-07,1.1405533513197952e-06
1961,2.3137370730452744e-07,1.1916092930164268e-06
1962,2.2894462370359747e-07,1.1377469775197824e-06
1963,2.4312360658029775e-07,1.2266102942248835e-06
1964,2.5978543449767244e-07,1.1066738210274707e-06
1965,1.991823834757156e-07,1.301799123609726e-06
1966,3.245897830517208e-07,1.1172313421070612e-06
1967,2.1989296644653322e-07,1.1911690975807687e-06
1968,2.371467519024506e-07,1.3734750154981157e-06
1969,2.17096025600938e-07,1.1063722524795594e-06
1970,2.8190184342413716e-07,1.1455423560846612e-06
1971,2.435600441330621e-07,1.2594212037697616e-06
1972,2.575333692966808e-07,1.1404316921925783e-06
1973,2.5195340136452415e-07,1.0524705658099265e-06
1974,3.3697175583213834e-07,1.0868604007896465e-06
1975,4.146534551274783e-07,1.0063628295142735e-06
1976,3.051023210742798e-07,9.495881769794323e-07
1977,3.32038164352344e-07,1.0707496791440008e-06
1978,2.875246191136327e-07,1.0865341835142317e-06
1979,2.879171013825399e-07,1.0141470028202093e-06
1980,2.8994268230775333e-07,1.1006452069750594e-06
1981,2.966682748906102e-07,1.0177808640321473e-06
1982,2.8802810647654553e-07,9.913380978332498e-07
1983,3.0187210953158683e-07,1.1506505472880235e-06
1984,3.6185814122902116e-07,1.0478807865865747e-06
1985,3.495039306855574e-07,1.0575351083730311e-06
1986,3.3808899102538703e-07,9.944851342424954e-07
1987,3.92314434272123e-07,1.1335565517356372e-06
1988,4.791246492885648e-07,1.0943710258004558e-06
1989,3.5453269475738125e-07,1.0619516324084088e-06
1990,3.105731178898452e-07,1.0728393178283113e-06
1991,3.258974621278554e-07,9.395928763922257e-07
1992,3.239847123914785e-07,1.0898670055325965e-06
1993,3.5063184355976773e-07,9.854250002661047e-07
1994,3.544750608597269e-07,9.980161408407184e-07
1995,3.486635747895761e-07,9.950197252805992e-07
1996,3.11210770931325e-07,9.677961116949518e-07
1997,3.0927069716302213e-07,8.77945197430563e-07
1998,2.746442513412717e-07,9.154808253697411e-07
1999,2.929499086923304e-07,9.931047202371701e-07
2000,2.182507536918621e-07,9.587128531052258e-07
2001,1.9584016727747233e-07,9.310075022028741e-07
2002,1.7262013241037266e-07,1.0720849275003275e-06
2003,1.6542684377895966e-07,1.0450642982107183e-06
2004,1.960132123279834e-07,9.791851240947835e-07
2005,1.481733629127291e-07,9.944278858142752e-07
2006,1.5359729266251065e-07,1.0224721123108793e-06
2007,1.0944873732321447e-07,1.0062093735996314e-06
2008,1.3325786696327668e-07,1.1290729631241447e-06
2009,1.0823797014225534e-07,1.1353066824426605e-06
2010,8.408351298561101e-08,1.2258242847451584e-06
2011,1.0057046381795054e-07,1.2974736804949316e-06
2012,1.0451056176030704e-07,1.592849827147802e-06
2013,1.1491195317514524e-07,1.5964951671776362e-06
2014,1.2862743994923598e-07,1.7304072201795861e-06
2015,8.821969810224317e-08,1.6799424997770984e-06
2016,7.27040379011612e-08,1.8459782751278908e-06
2017,7.320428646595545e-08,1.3866049215494058e-06
2018,1.1797302801319631e-07,1.6258077835118456e-06
2019,1.0459049748501315e-07,1.54819444730947e-06
