year,plusieurs_DET airs_NOUN,plusieurs_DET fers_NOUN
1935,1.4361940969820353e-08,8.377798899061872e-09
1936,4.607391712596609e-08,7.274828739411987e-09
1937,2.0145788925951535e-08,5.0364472592434595e-09
1938,2.5930428471099276e-08,3.8895642262559704e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.77504799747652e-08,5.0715658339584024e-09
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,3.034211770724937e-09
1943,3.774205836748479e-08,5.806470415592457e-09
1944,3.534504777746861e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,2.7842207650508044e-08,8.352662561605939e-09
1947,1.549713202209091e-08,1.1920870957027319e-09
1948,3.261566261514304e-08,1.087188805648509e-08
1949,1.1780409536754632e-08,8.835307596655184e-09
1950,3.6160230587611863e-08,5.317680518146517e-09
1951,2.985192459892261e-08,3.1984206394497505e-09
1952,1.3708245316657042e-08,5.272402070488624e-09
1953,1.4005975268460702e-08,4.3095309543161875e-09
1954,1.759056522665503e-08,1.7590565448699635e-08
1955,1.2201289756319511e-08,5.631364707880948e-09
1956,2.1802854632824165e-08,2.616342476002842e-09
1957,2.4738105286470358e-08,7.951533653738352e-09
1958,1.9853384713997002e-08,4.9633461784992505e-09
1959,2.0151945223645384e-08,2.325224457422337e-09
1960,2.5607082898559952e-08,4.152500121534786e-09
1961,1.598076654341085e-08,6.948159270159238e-10
1962,3.424656330741627e-08,1.2683912808952869e-09
1963,5.172842765244212e-08,7.759263453976928e-09
1964,2.068549243006146e-08,2.4335873316516654e-09
1965,2.7360216536820303e-08,1.9699355480184977e-08
1966,2.215629990587331e-08,7.200797291773142e-09
1967,3.204718207472368e-08,1.9721342336964653e-09
1968,3.27873351801955e-08,9.43197331348955e-09
1969,2.8613074021244245e-08,6.8126366770115965e-09
1970,2.8052221878738237e-08,7.3579600190498695e-09
1971,4.110717910510431e-08,1.2332153964678128e-08
1972,9.952484647524074e-08,1.2825366990654175e-08
1973,2.2604135341275366e-08,1.4885650045926013e-08
1974,2.531507237168995e-08,1.8564387360697765e-08
1975,1.8276735680444745e-08,1.599214449754527e-08
1976,1.5426522226302808e-08,1.5426522226302808e-08
1977,1.704266811008992e-08,9.402850942308305e-09
1978,2.07920705097564e-08,1.7821774722648343e-08
1979,1.0533551697555765e-08,2.0481907392344567e-08
1980,2.4446148327861295e-08,2.2172087332794632e-08
1981,2.0874313833019187e-08,2.0241758491579276e-08
1982,2.7933760748943826e-08,1.6139505620849093e-08
1983,2.0840542402922324e-08,2.6524327068067066e-08
1984,3.363424899704981e-08,2.0876431250371752e-08
1985,1.864822973818292e-08,2.285912081845254e-08
1986,1.678455929798872e-08,2.997242631863628e-08
1987,2.1998941002188133e-08,2.9943002743948455e-08
1988,1.2592763165564236e-08,1.3792074093910145e-08
1989,3.347754684579485e-08,2.250130037850795e-08
1990,1.9070278800548124e-08,2.5608660081388734e-08
1991,4.8064014990245596e-08,3.165191336806927e-08
1992,1.0468894195980738e-08,2.699872603262321e-08
1993,3.046564067687996e-08,2.1602909683338112e-08
1994,1.9517228444509982e-08,3.270454479453733e-08
1995,3.307695128906829e-08,3.904164458390369e-08
1996,2.935950593752068e-08,2.1886177981045307e-08
1997,2.3015492622846523e-08,3.020783567730945e-08
1998,2.288702038999446e-08,2.4317459712541734e-08
1999,3.793266811769058e-08,2.9249287103461086e-08
2000,1.5463110347724296e-08,2.385736985743847e-08
2001,2.3658543346627425e-08,3.242096777156256e-08
2002,2.1029863794819192e-08,2.7601694874146432e-08
2003,4.125253760811631e-08,1.7917768269093415e-08
2004,2.378587282692024e-08,2.4666831605069106e-08
2005,1.8014998715010222e-08,3.107587176476301e-08
2006,2.3060183040879423e-08,3.170775392247194e-08
2007,2.1969636831986605e-08,3.1955835311237024e-08
2008,2.8099102378220664e-08,3.27822856638349e-08
2009,2.145686650578682e-08,3.2900528301738063e-08
2010,1.9367552228644058e-08,3.401131093427878e-08
2011,1.3383901875663184e-08,1.453109355065152e-08
2012,8.170206539093172e-09,1.9744664903065257e-08
2013,1.3387799813191492e-08,2.2034087165945238e-08
2014,1.4725027419615344e-08,2.771769787301981e-08
2015,1.2856137154848568e-08,1.9284206412284455e-08
2016,1.6570720351438695e-08,2.1334802813299802e-08
2017,9.810883938587978e-09,1.9118645611104768e-08
2018,8.776986804015507e-09,1.8586561012501335e-08
2019,1.607122351865442e-08,1.3265136544760026e-08
