year,les_DET in_ADJ,les_DET fines_ADJ
1874,1.4996269026568143e-07,2.2106053432224826e-07
1875,1.4361033162657577e-07,2.237117051606674e-07
1876,1.2575710961471032e-07,3.2769401236976137e-07
1877,1.4658013380852708e-07,2.337860411927295e-07
1878,1.6063976016056358e-07,2.8142154562260657e-07
1879,1.5945339093548228e-07,1.9061095013483964e-07
1880,1.3284941324798183e-07,2.1178893305773272e-07
1881,1.805879499272578e-07,2.782030392722845e-07
1882,1.4508740253660335e-07,2.9949231716841496e-07
1883,1.2828257744956773e-07,2.432945525043806e-07
1884,1.4259665803706412e-07,3.1358060770259044e-07
1885,1.5727350710648125e-07,2.836079762147392e-07
1886,1.155169999655925e-07,3.039581386587997e-07
1887,1.1882642869665005e-07,3.969586224172872e-07
1888,1.2110574054702283e-07,3.2590760845607747e-07
1889,1.046277851024513e-07,3.17642431468812e-07
1890,1.409193135515352e-07,2.6414177067835e-07
1891,1.4150768290477345e-07,3.4420787997646585e-07
1892,1.1346007333656871e-07,2.632775171207413e-07
1893,1.219366447813286e-07,3.0299409914391617e-07
1894,1.3170217094682357e-07,2.9554220759564487e-07
1895,1.0773320013868215e-07,2.98523282538099e-07
1896,1.1440236225013223e-07,3.514629334233632e-07
1897,1.7188804601886432e-07,3.530988443856131e-07
1898,1.1656211196253707e-07,3.836364630416256e-07
1899,1.1276259925807608e-07,3.565288135831679e-07
1900,1.271808045544276e-07,3.208070822324771e-07
1901,1.0562716656892235e-07,3.0123304028961684e-07
1902,1.207929849478262e-07,3.304621003508146e-07
1903,1.0152414287034617e-07,4.298575468908439e-07
1904,9.298101488752764e-08,3.7998601243316443e-07
1905,1.4037265128052923e-07,3.0758123514829094e-07
1906,1.4197949216310235e-07,3.672947670452231e-07
1907,1.290853628432842e-07,3.543418980456181e-07
1908,1.0215689538739525e-07,4.145212422201894e-07
1909,1.1497055574238857e-07,3.6361500477255504e-07
1910,1.2879402611076785e-07,3.740905398785799e-07
1911,9.523470101413523e-08,3.2135059591098525e-07
1912,1.0783502002453815e-07,3.3496577600544697e-07
1913,9.810530876563917e-08,3.340883623081936e-07
1914,1.1786269293878604e-07,3.455519710371391e-07
1915,1.1898569862722752e-07,3.2632710045277236e-07
1916,1.274545562424123e-07,2.2744045935496615e-07
1917,1.7107621808065687e-07,3.202195983931233e-07
1918,1.3898516115773418e-07,3.2161852736578567e-07
1919,1.1970203228628407e-07,3.0754212421157945e-07
1920,1.1509792052777357e-07,3.377215378463916e-07
1921,1.1510576136686268e-07,3.4153091732491703e-07
1922,8.779743199127665e-08,3.6225662469746567e-07
1923,1.1996021065385776e-07,3.206016376822163e-07
1924,8.508472104651332e-08,3.32603914188212e-07
1925,1.1768050267590979e-07,3.4424298256396924e-07
1926,1.2929519943583045e-07,3.288110868027161e-07
1927,9.699825564979392e-08,3.2555737838890764e-07
1928,1.1997342985736736e-07,3.7934455932031597e-07
1929,8.68951679500185e-08,2.684837827615638e-07
1930,7.247486522032887e-08,3.004030482145481e-07
1931,1.060698169297325e-07,3.3189587966830914e-07
1932,8.438842957758652e-08,3.046751082536048e-07
1933,8.947116469926186e-08,2.6038402722861065e-07
1934,7.42857970692512e-08,3.115210738258156e-07
1935,6.82192204948251e-08,3.0638806336469315e-07
1936,1.4670905201796813e-07,3.370670622615535e-07
1937,1.1332006710773612e-07,2.732272648131584e-07
1938,6.612259317861913e-08,2.8912426941474223e-07
1939,7.647025146440001e-08,3.517631625982176e-07
1940,6.085879089567925e-08,3.8036745309000253e-07
1941,1.092055943452408e-07,3.8664684964828666e-07
1942,7.585529493425724e-08,4.0355015684667706e-07
1943,7.548411695701418e-08,3.774205801221342e-07
1944,9.318240046241044e-08,3.791559564092495e-07
1945,1.0021118868053236e-07,2.570634762832924e-07
1946,3.2018540707667853e-07,2.798141984783342e-07
1947,1.7642889460489641e-07,3.337843779149807e-07
1948,1.0654450122160597e-07,3.0767442105172904e-07
1949,9.817008272960948e-08,2.581873257412326e-07
1950,1.3081494376621094e-07,2.871547479799119e-07
1951,1.3113524222063688e-07,2.942546970530202e-07
1952,1.434093395147329e-07,2.6783801487795245e-07
1953,8.080370328400477e-08,2.952028808067553e-07
1954,1.7883740355273403e-07,2.7656277445942123e-07
1955,1.0230312685877152e-07,2.890767181185083e-07
1956,7.674604685092845e-08,2.834370995685731e-07
1957,9.453490434907508e-08,2.6328412872089757e-07
1958,1.0505749248324037e-07,2.9780076715724135e-07
1959,7.595733197973686e-08,2.1469572075716314e-07
1960,6.713208211550636e-08,2.546866717523244e-07
1961,1.4799579428625975e-07,2.709782087606527e-07
1962,6.595634749473334e-08,2.428969310130924e-07
1963,5.948769032926293e-08,2.6640139338951485e-07
1964,6.996563284289437e-08,2.105053109602295e-07
1965,8.80998953789458e-08,2.2107055031028722e-07
1966,5.2621209167824645e-08,2.0549966883720572e-07
1967,5.817795822871119e-08,2.164417356453896e-07
1968,5.704098171577243e-08,2.3310447794244737e-07
1969,6.767218829750732e-08,2.0029152025813346e-07
1970,6.852100176146791e-08,1.9498593673006326e-07
1971,5.3953173040355296e-08,1.82926946479256e-07
1972,6.258779006174109e-08,1.6365168242771233e-07
1973,4.796487207414657e-08,1.8193572515201595e-07
1974,6.58191887659143e-08,1.8901921094993668e-07
1975,8.281646302066292e-08,1.547811159241519e-07
1976,5.656391754982337e-08,1.6854904139051996e-07
1977,5.054032303775102e-08,2.0098594077921916e-07
1978,5.5247498131905104e-08,2.0257416544211537e-07
1979,6.612729919197591e-08,1.8492235298595006e-07
1980,6.594774859536301e-08,1.8533591727987186e-07
1981,4.048351653906934e-08,1.8027816039989375e-07
1982,5.2143018347550196e-08,1.9739857926026616e-07
1983,6.946847896927011e-08,1.8251263078639113e-07
1984,5.4510680413955015e-08,1.9368688697340986e-07
1985,3.9702682030906544e-08,1.864823069297472e-07
1986,5.454981621966226e-08,1.7443952771145632e-07
1987,3.116516611445519e-08,1.741582735803604e-07
1988,4.197587655241364e-08,1.6610453990040241e-07
1989,4.82954765068655e-08,1.361054309256815e-07
1990,5.2307048914457255e-08,1.7762601700610503e-07
1991,3.39964989493069e-08,1.8170541693507403e-07
1992,3.691662753269043e-08,1.669513061131056e-07
1993,4.3759737611281935e-08,1.7393110773866738e-07
1994,4.43093841617781e-08,1.7618255121476523e-07
1995,3.1992459126328754e-08,1.643002640605573e-07
1996,4.750902027339521e-08,1.532032438689157e-07
1997,2.8769367332870388e-08,1.4384683311163826e-07
1998,3.5284155042170084e-08,1.5639463235572748e-07
1999,4.478797199780615e-08,1.558438622595304e-07
2000,4.152949539815154e-08,1.6700158766980167e-07
2001,2.4534785758589805e-08,1.52904290118272e-07
2002,2.409671884251452e-08,1.4852341045923367e-07
2003,2.7501690702536052e-08,1.5584291901404868e-07
2004,1.6738206376487597e-08,1.6606063013568928e-07
2005,2.2068372240724443e-08,1.5763123872858387e-07
2006,2.18248170646973e-08,1.7706926946914336e-07
2007,2.0771293351984355e-08,2.081123842145871e-07
2008,2.0861454952392222e-08,2.205353695217127e-07
2009,2.860915593316804e-08,2.2791959608525758e-07
2010,2.7397999646794347e-08,2.6028099497921175e-07
2011,3.4415747141025577e-08,3.1777206643823774e-07
2012,1.3617011129785084e-08,3.6391462643337036e-07
2013,2.4265387921218462e-08,3.505930159519721e-07
2014,1.3642304841354758e-08,3.759212958698299e-07
2015,1.3077795207872e-08,3.5819859434127466e-07
2016,2.0091998398363842e-08,3.6911279011064835e-07
2017,1.5848351075931078e-08,3.355825626272235e-07
2018,1.3681773491924787e-08,3.5185392022185624e-07
2019,1.1224346230243043e-08,3.41577262474857e-07
