year,ils_PRON ont_VERB,ils_PRON font_VERB
1859,8.252681982412469e-05,8.360839501619921e-06
1860,8.315415834658779e-05,8.045316349125642e-06
1861,8.276941116491798e-05,8.199174317269353e-06
1862,8.240038914664183e-05,8.295926477330795e-06
1863,8.302158494188916e-05,8.320039569298388e-06
1864,8.401226477872115e-05,8.35385435493663e-06
1865,7.91517086327076e-05,8.2209744505235e-06
1866,8.03254333732184e-05,8.238455848186277e-06
1867,7.93677299952833e-05,7.840202215447789e-06
1868,7.974290747370105e-05,7.69138387113344e-06
1869,8.09692337497836e-05,7.877604616624012e-06
1870,8.242408330261242e-05,7.857940659050655e-06
1871,9.273668729292694e-05,8.044479500313173e-06
1872,8.768702173256315e-05,8.341699867742136e-06
1873,7.918226583569776e-05,7.736910902167438e-06
1874,7.655386252736207e-05,7.4037358217537985e-06
1875,8.010309829842299e-05,7.840780767764954e-06
1876,8.40523025544826e-05,8.25522840841586e-06
1877,8.036921099119354e-05,7.669171964153065e-06
1878,8.037302177399397e-05,8.334546350852179e-06
1879,8.543341755284928e-05,8.03559578343993e-06
1880,7.975008156790864e-05,7.555088586741476e-06
1881,8.394829637836665e-05,7.839190516278904e-06
1882,7.899742558947764e-05,7.584476747979352e-06
1883,8.078895916696638e-05,7.830924914742354e-06
1884,8.297078784380574e-05,8.028983756958041e-06
1885,8.321702625835314e-05,7.795996452841791e-06
1886,8.092579264484812e-05,7.97131872332102e-06
1887,8.383074055018369e-05,8.041023647820111e-06
1888,8.264293683168944e-05,7.627759487149888e-06
1889,8.535183405911084e-05,8.0845322827372e-06
1890,8.552950021112338e-05,7.902623679001408e-06
1891,8.345383503183257e-05,7.758063361507084e-06
1892,8.444250306638423e-05,7.669524734410516e-06
1893,8.31349279906135e-05,7.469543334082118e-06
1894,8.333344521815889e-05,7.440227363986196e-06
1895,8.49882526381407e-05,7.805541144989547e-06
1896,8.417478056799155e-05,7.727466822871065e-06
1897,8.492318556818645e-05,7.558412903563294e-06
1898,8.368933413294144e-05,7.990163112481241e-06
1899,8.433094990323298e-05,7.78448850269342e-06
1900,8.407689165323973e-05,7.912203386695182e-06
1901,8.242272269853856e-05,7.481086072402832e-06
1902,7.420862857543398e-05,6.881763056298951e-06
1903,8.242409967351705e-05,7.603510084663867e-06
1904,8.335398706549313e-05,7.659916036573122e-06
1905,8.367344889848027e-05,7.749395990686025e-06
1906,8.329823322128505e-05,7.631397579643817e-06
1907,8.319577318616211e-05,7.482837304451095e-06
1908,8.317584615724627e-05,7.983462751326442e-06
1909,8.133149094646797e-05,7.283302238647593e-06
1910,8.202309436455835e-05,7.442798505508108e-06
1911,7.98960572865326e-05,7.547482709924225e-06
1912,8.129562047543004e-05,7.285375545507122e-06
1913,8.117816469166428e-05,7.384413038380444e-06
1914,8.695520591572858e-05,7.407268071801809e-06
1915,0.00011588381676119752,8.23593086352048e-06
1916,0.00011181170702911913,8.693279824001365e-06
1917,0.00010581173773971386,8.055935495576705e-06
1918,0.00010230341285932809,7.737222858850146e-06
1919,9.548630805511493e-05,7.284328603418544e-06
1920,8.309464101330377e-05,7.26328482869576e-06
1921,7.929499588499311e-05,6.8344047576829325e-06
1922,8.049475036386866e-05,6.989118219280499e-06
1923,7.52585783629911e-05,6.989540338508959e-06
1924,7.413715320581105e-05,6.6649697600951185e-06
1925,7.409582576656248e-05,7.138917453630711e-06
1926,7.12661803845549e-05,6.871594337098941e-06
1927,7.235289376694709e-05,6.9125195523156435e-06
1928,6.936635509191547e-05,6.5699737206159625e-06
1929,7.009209366515279e-05,6.687585710096755e-06
1930,7.049073246889748e-05,6.636176749452716e-06
1931,6.930351082701236e-05,6.569485663021624e-06
1932,6.71907291689422e-05,6.249127977753233e-06
1933,6.627175025641918e-05,6.053068545952556e-06
1934,6.655648030573502e-05,6.07585923262377e-06
1935,6.62492420815397e-05,6.392260729626287e-06
1936,6.77286534482846e-05,5.95687242821441e-06
1937,6.619025043619331e-05,5.89893886626669e-06
1938,6.779121758881956e-05,6.056051574887533e-06
1939,6.696958735119551e-05,6.3592660808353685e-06
1940,6.702327846141998e-05,5.7967998827734846e-06
1941,6.993880379013717e-05,6.809116484873812e-06
1942,7.303044367290568e-05,6.839113666501362e-06
1943,7.285958963620942e-05,6.927119329702691e-06
1944,7.53749209252419e-05,6.41994597572193e-06
1945,7.636963891854975e-05,6.5398691049267654e-06
1946,7.24788369552698e-05,6.680737897113431e-06
1947,7.136906242521945e-05,6.681647960249393e-06
1948,7.001169615250546e-05,6.577492285941844e-06
1949,6.818894144089427e-05,6.348659326249617e-06
1950,6.801420022384264e-05,7.3788139616226545e-06
1951,6.698238939861767e-05,6.403237875929335e-06
1952,6.398903315130156e-05,6.060098826310423e-06
1953,6.694317744404543e-05,6.4664510546208476e-06
1954,6.58131448290078e-05,6.298399625848106e-06
1955,6.330498763418291e-05,6.077181183172797e-06
1956,6.497512185887899e-05,6.014099085405178e-06
1957,6.3163452068693e-05,5.99545660406875e-06
1958,6.468977153417654e-05,5.959324312243552e-06
1959,6.393591866071802e-05,6.0207808019185904e-06
1960,6.314083839242812e-05,5.9796000186906895e-06
1961,6.607282557524741e-05,6.2846098671798245e-06
1962,6.815700362494681e-05,6.604513146157842e-06
1963,6.632683471252676e-05,6.6238247882211e-06
1964,6.905547343194485e-05,7.324489274651569e-06
1965,6.695537740597501e-05,6.594359660994087e-06
1966,6.63974424242042e-05,6.791459554733592e-06
1967,6.923769069544505e-05,9.079213214135962e-06
1968,7.070611536619253e-05,7.109013040462742e-06
1969,7.398705020023044e-05,7.4235031206626445e-06
1970,6.807124736951664e-05,7.601232482556952e-06
1971,6.596417551918421e-05,7.430122650475823e-06
1972,6.573154496436473e-05,7.157068012020318e-06
1973,6.475478403444868e-05,6.802190910093486e-06
1974,6.560598194482736e-05,6.850821023363096e-06
1975,6.172111170599237e-05,6.286626330620493e-06
1976,6.429831591958646e-05,6.755674235137121e-06
1977,6.465223850682378e-05,6.663683052465785e-06
1978,6.412808943423443e-05,7.212471700768219e-06
1979,6.519800626847427e-05,7.0153455453692e-06
1980,6.55480835121125e-05,7.056977665342856e-06
1981,6.462750752689317e-05,6.784151764804847e-06
1982,6.687342283839826e-05,7.3136791343131335e-06
1983,6.396152093657292e-05,6.648764838246279e-06
1984,6.606462557101622e-05,7.431429594362271e-06
1985,6.49981047899928e-05,6.9593988882843405e-06
1986,6.66670712234918e-05,6.916437087056693e-06
1987,6.505209057650063e-05,6.713343509545666e-06
1988,6.685437983833253e-05,6.657973699475406e-06
1989,7.077317604853306e-05,7.26133430362097e-06
1990,6.851951002317946e-05,7.1410020154871745e-06
1991,6.873974780319259e-05,7.337381930483389e-06
1992,6.694747389701661e-05,7.176151257226593e-06
1993,6.89780899847392e-05,7.295690011233091e-06
1994,7.033639849396423e-05,7.399139576591551e-06
1995,6.879029751871713e-05,7.5513048614084255e-06
1996,6.651849980698898e-05,7.527243724325672e-06
1997,7.048782572383061e-05,7.72457497077994e-06
1998,7.158487642300315e-05,7.95323967395234e-06
1999,7.010551598796155e-05,7.726839157840004e-06
2000,7.373385233222507e-05,8.130945161610725e-06
2001,7.1178919824888e-05,7.824406111467397e-06
2002,7.184721107478254e-05,8.110517455861554e-06
2003,7.421456393785775e-05,8.253007536040968e-06
2004,7.428195931424852e-05,8.124637588480255e-06
2005,7.419161738653202e-05,8.065314659688738e-06
2006,7.437609383487143e-05,8.127891078402172e-06
2007,7.412914965243544e-05,8.425156011071522e-06
2008,7.432595702994149e-05,8.101481853373116e-06
2009,7.475906022591516e-05,8.163145821526996e-06
2010,7.869366891100071e-05,8.373395530725247e-06
2011,7.837650991859846e-05,8.170680985131185e-06
2012,8.379670180147514e-05,8.439823432127014e-06
2013,8.419113510171883e-05,8.174088634405052e-06
2014,8.517064270563424e-05,8.580143457947997e-06
2015,7.945137258502655e-05,7.962382142068236e-06
2016,8.181296288967133e-05,8.153001544997096e-06
2017,8.666130088386126e-05,8.373463970201556e-06
2018,8.45902759465389e-05,8.069406931099365e-06
2019,8.214359331759624e-05,8.039183057917398e-06
