year,les_DET eaux_NOUN
2004,1.3170325416922424e-05
2005,1.3489631157881377e-05
2006,1.4077830655878643e-05
2007,1.3562456047111482e-05
2008,1.5049197713778995e-05
2009,1.572406858940667e-05
2010,1.5020716773506138e-05
2011,1.588592635926034e-05
2012,1.623828507035796e-05
2013,1.4199435554473894e-05
2014,1.524733295354963e-05
2015,1.5495413208554965e-05
2016,1.8074306353810243e-05
2017,1.6079032775451196e-05
2018,1.484988683841948e-05
2019,1.3831200817548961e-05
