year,trois_DET acteurs_NOUN,trois_DET facteurs_NOUN
1959,1.937687044151204e-08,5.929321886810612e-07
1960,3.460416653222609e-08,6.27719572321439e-07
1961,3.543561133412254e-08,6.065743036742788e-07
1962,3.0441391185576094e-08,5.923387504935818e-07
1963,4.849539836371264e-08,6.672966748055842e-07
1964,3.467862064177041e-08,6.49767812888058e-07
1965,3.064344211711756e-08,6.626644690754802e-07
1966,4.597432012864999e-08,6.081903975996283e-07
1967,6.310829586686495e-08,6.300968919958905e-07
1968,5.254956422784396e-08,6.629329547536145e-07
1969,4.042164403195159e-08,6.462921078309591e-07
1970,6.852100331578015e-08,6.148495117486164e-07
1971,5.343933207058171e-08,6.710746873750395e-07
1972,5.181448159419233e-08,6.725622512249174e-07
1973,4.5759590783234216e-08,6.693029206417123e-07
1974,5.1755258356767087e-08,6.953206508342191e-07
1975,5.3687914114419755e-08,7.276425719737745e-07
1976,6.399150093150396e-08,7.204757253020944e-07
1977,6.758298942699525e-08,7.410622089309982e-07
1978,6.237621108517999e-08,7.063363369752551e-07
1979,8.075723201272922e-08,6.712213718174098e-07
1980,7.845508065429385e-08,7.777286015198115e-07
1981,9.172046638861175e-08,7.312335270626136e-07
1982,7.945603219816633e-08,7.796623151534732e-07
1983,7.515226219112492e-08,7.900460161636147e-07
1984,7.422730785577869e-08,8.257788124410581e-07
1985,7.338980889670665e-08,7.874365763882452e-07
1986,9.950845836215194e-08,7.7808419973735e-07
1987,1.1305010971796037e-07,8.353486862233694e-07
1988,8.215278657353053e-08,7.723561310513105e-07
1989,7.95777692630395e-08,6.711973412620864e-07
1990,9.753085494779157e-08,8.118489915887039e-07
1991,1.1078169315226205e-07,8.27052716090293e-07
1992,1.3223865913403188e-07,8.264916431244274e-07
1993,8.807339479943721e-08,7.732733422471938e-07
1994,1.1130094801359292e-07,8.102287409883502e-07
1995,1.583355630496719e-07,7.808329485214927e-07
1996,1.259789721430593e-07,7.516033662113841e-07
1997,1.2946214766884623e-07,8.223244094551774e-07
1998,1.2873949017944142e-07,8.315617350262983e-07
1999,1.5447280565794586e-07,7.78305249582445e-07
2000,1.5242208739607577e-07,7.722719033154135e-07
2001,1.5027556243829565e-07,8.144672563048516e-07
2002,1.2223607903649736e-07,8.192884024538216e-07
2003,1.3792515130006677e-07,9.017221032081579e-07
2004,1.440366688143513e-07,8.2545787449817e-07
2005,1.4772298251308769e-07,7.777975241651802e-07
2006,1.6430380966880875e-07,8.001059796924892e-07
2007,1.9413170448956407e-07,7.166095912225501e-07
2008,1.6604014518861732e-07,7.407944906390185e-07
2009,1.4638350265272493e-07,6.813746864509085e-07
2010,1.4313092755458e-07,7.147099125859313e-07
2011,1.3728059311546303e-07,6.883149268333e-07
2012,1.0451055557081368e-07,5.712336346164193e-07
2013,1.1100717500767132e-07,4.967431763702734e-07
2014,8.791707362121315e-08,4.203129151392204e-07
2015,9.309616810782018e-08,4.0363837428003535e-07
2016,8.989615718490995e-08,3.552348175617226e-07
2017,9.509010912012172e-08,4.128118078483567e-07
2018,8.518840122206939e-08,4.0632286157915587e-07
2019,7.933571843921072e-08,3.36985472415563e-07
