year,poudres_NOUN fines_ADJ
1961,2.36237411854745e-08
1962,3.4880759613997725e-08
1963,1.8751554975438012e-08
1964,2.3727476872181796e-08
1965,2.407699106754535e-08
1966,2.658755882123387e-08
1967,3.500538170442269e-08
1968,1.7067380397861598e-08
1969,1.3171097990039016e-08
1970,1.1496812390987543e-08
1971,3.134422499329048e-08
1972,1.0260293947794707e-08
1973,1.1577728109557484e-08
1974,1.8564387360697765e-08
1975,9.709516746170266e-09
1976,2.0568696967870892e-08
1977,5.876781727920388e-09
1978,6.534650598410963e-09
1979,1.6385525825057812e-08
1980,1.3075846183596695e-08
1981,1.0753434587229549e-08
1982,2.110550845202397e-08
1983,1.5788289786655696e-08
1984,6.958810416790584e-09
1985,1.3835783185811579e-08
1986,7.1933827783254856e-09
1987,2.3832186002437084e-08
1988,2.5185526553173077e-08
1989,8.232182935330457e-09
1990,5.448650863826288e-09
1991,1.817054240405014e-08
1992,1.1570882918476855e-08
1993,1.1632335983335906e-08
1994,1.5297286992677073e-08
1995,2.7112254663563817e-09
1996,5.871901187504136e-09
1997,6.7128524960935465e-09
1998,8.10582001520288e-09
1999,6.398281460207045e-09
2000,4.418031274155965e-09
2001,5.257454027685071e-09
2002,3.9430991805033955e-09
2003,2.9168460979889232e-09
2004,2.2023955992267474e-09
2005,5.854874363109275e-09
2006,3.294311934354255e-09
2007,2.7961355453243186e-09
2008,4.257439734089985e-09
2009,1.907277002999308e-09
2010,5.668551850135373e-09
2011,4.5887662558641296e-09
2012,4.085103366691101e-09
2013,3.3469500504423877e-09
2014,1.0827225782605865e-09
2015,1.5516027351836215e-09
2016,2.899876117012923e-09
2017,3.018733707449428e-09
2018,2.0651733656507076e-09
2019,1.53059265262101e-09
