year,deux_DET in_ADJ,deux_DET fines_ADJ
1886,4.5174246565693466e-09,7.744156427236248e-09
1887,1.9586773869484375e-09,1.828098916689669e-08
1888,5.706553229956057e-09,7.60873763994141e-09
1889,1.8795409673089125e-09,1.6915869593958632e-08
1890,6.554386478008212e-10,3.4082809463598096e-08
1891,3.1871099093194744e-09,5.226860610996198e-08
1892,8.14906586654729e-09,1.817868522380195e-08
1893,6.158416554491453e-10,1.4164357686752282e-08
1894,6.9316934414587195e-09,2.8356927694872525e-08
1895,6.018614495673091e-09,2.166701262851234e-08
1896,8.255840344695287e-09,1.533227589334274e-08
1897,8.15739897852552e-09,4.195233749282323e-08
1898,2.8291774478717002e-09,2.546259780800142e-08
1899,3.3165470370022376e-09,3.0954439012020885e-08
1900,3.114631885736685e-09,3.322274011452464e-08
1901,8.941982043708663e-09,1.956058603980182e-08
1902,3.928227076954727e-09,3.584507340947951e-08
1903,1.6200660812870638e-09,2.6461078661554893e-08
1904,5.374625189347171e-09,4.5146849814159395e-08
1905,5.676835002077496e-09,3.14806301027204e-08
1906,3.6009290549365858e-09,2.932185105830598e-08
1907,7.199980611716228e-09,3.5485620997199874e-08
1908,5.40252775849126e-09,3.5853139346286866e-08
1909,4.950885035270858e-09,4.565816524859656e-08
1910,1.3894791983659616e-08,5.397592039990684e-08
1911,2.6601870706244313e-09,2.8197982615552064e-08
1912,7.814131564032323e-09,3.0735584743979416e-08
1913,1.113627856597077e-08,7.742364971363713e-08
1914,2.678697486047099e-09,2.2768928631400343e-08
1915,4.712304768617059e-09,2.3561524287174507e-08
1916,0.0,1.538244731591476e-08
1917,6.57985488317081e-09,2.7416060532914344e-08
1918,3.44591288836682e-09,1.4932290071101306e-08
1919,3.6831393490643904e-09,2.025726608678724e-08
1920,5.300562211374427e-09,2.8017258291157532e-08
1921,3.7863738810983705e-09,3.634918899209083e-08
1922,1.4018077698629838e-08,2.8036154731125862e-08
1923,3.1847844361720945e-09,5.307974149104666e-08
1924,2.578324886925998e-09,4.1253198190815965e-08
1925,6.598906754362588e-09,4.6192347724627325e-08
1926,1.114613823460786e-08,2.229227646921572e-08
1927,1.4493992672726108e-08,3.5677519605314956e-08
1928,1.5996457936040542e-08,1.82816659588525e-08
1929,1.0026365737658693e-08,3.453526020713582e-08
1930,9.453243077217621e-09,3.991369368350206e-08
1931,1.2545892325022123e-08,2.6232321204133768e-08
1932,5.4797684168050864e-09,2.7398842306070037e-08
1933,3.4411986593596566e-09,1.3764794859483231e-08
1934,5.990790086229936e-09,1.5576054224197833e-08
1935,1.3165112555668657e-08,2.154291145473053e-08
1936,7.274828739411987e-09,3.3949200339833396e-08
1937,5.036447148221157e-09,3.021868266728234e-08
1938,9.075649898271365e-09,4.408173026604345e-08
1939,3.058810094103137e-09,2.5999884911698246e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,8.854508060096578e-08
1942,6.068423541449874e-09,4.551317678291866e-08
1943,2.9032352077962287e-09,9.290352664947932e-08
1944,0.0,9.639558307128482e-08
1945,0.0,4.7927090740529366e-08
1946,2.7842208538686464e-09,4.037120326927379e-08
1947,2.3841741914054637e-09,2.503382989793579e-08
1948,0.0,5.10978734880041e-08
1949,1.9634016634739737e-09,4.613993886959378e-08
1950,1.0635361480382244e-09,6.593923984610228e-08
1951,6.396841278899501e-09,3.624876676600053e-08
1952,3.1634410646574906e-09,4.007025466989944e-08
1953,2.1547654771580937e-09,4.201792824787276e-08
1954,4.886268278880834e-09,2.3454086450769296e-08
1955,3.754243138587299e-09,2.7218262754757916e-08
1956,1.744228317335228e-09,2.7907653077363648e-08
1957,4.417518795207798e-09,5.566073757456991e-08
1958,8.272243445794913e-10,4.136121828368644e-08
1959,2.325224457422337e-09,3.410329141306789e-08
1960,1.3841666701708277e-09,5.6058750752541187e-08
1961,2.779263708063695e-09,3.752005850454765e-08
1962,1.2683912808952869e-09,3.4880759613997725e-08
1963,1.939815863494232e-09,3.362347644753072e-08
1964,2.4335873316516654e-09,4.0154192637587016e-08
1965,1.0944086747954884e-09,3.1190647065137966e-08
1966,3.8773522170743036e-09,2.9357095532311916e-08
1967,3.451234853457663e-09,3.401931691904281e-08
1968,6.737123747768692e-09,2.6948495213119372e-08
1969,4.5417578031781147e-10,3.6788237289808734e-08
1970,3.6789800095249348e-09,2.299362514279757e-08
1971,4.1107179882260425e-09,2.0553589163974095e-08
1972,1.5390440033513642e-09,1.8468528373283277e-08
1973,5.513203782392395e-10,3.08739405152636e-08
1974,1.6876715580593782e-09,4.6129687847340506e-08
1975,1.1422960355389478e-09,3.5982324231298435e-08
1976,3.4281160132820787e-09,2.6853577084207103e-08
1977,2.938390863960194e-09,4.407586517984896e-08
1978,2.3762365408686037e-09,2.257424647211792e-08
1979,2.925986564150662e-09,2.3993090181306798e-08
1980,7.390696055153967e-09,1.989802728141754e-08
1981,3.1627747087981106e-09,1.7711538513598413e-08
1982,6.207502289967692e-10,3.5382762497704334e-08
1983,5.052252838311233e-09,2.5892795019188952e-08
1984,1.739702604197646e-09,2.31960340935089e-08
1985,0.0,2.7070011787699855e-08
1986,1.1988970927134801e-09,3.896415390336472e-08
1987,1.8332451112712533e-09,2.749867533680117e-08
1988,1.798966087207532e-09,1.7989661260653378e-08
1989,1.0976244357863152e-09,2.5794173685866895e-08
1990,5.44865097484859e-10,1.9070278023392007e-08
1991,2.344586080837985e-09,1.758439494015107e-08
1992,2.2039776670368383e-09,1.6529832391753985e-08
1993,1.1078414852150331e-09,2.5480354381990367e-08
1994,3.164955852952289e-09,2.3737170395943252e-08
1995,3.795715630694474e-09,1.897857815347237e-08
1996,2.6690460952494277e-09,1.5480466686312866e-08
1997,1.438468344439059e-09,2.157702461147437e-08
1998,1.43043876743576e-09,1.764207735455159e-08
1999,1.3710603763428253e-09,1.965186546826203e-08
2000,1.3254094488601709e-09,1.855573306119851e-08
2001,1.7524847129024579e-09,2.935411869131599e-08
2002,2.6287329535357173e-09,2.0591740756970012e-08
2003,4.1669229178253886e-10,2.8751767855439425e-08
2004,0.0,2.070251925445632e-08
2005,1.3511248786457486e-09,1.6213498543748983e-08
2006,1.6471559671771274e-09,2.429555001626227e-08
2007,1.1983438685803094e-09,1.8374606058912946e-08
2008,8.514879357157668e-10,2.724761460903835e-08
2009,1.430457752249481e-09,2.5271420067696226e-08
2010,4.723793023408973e-10,2.4091345363075334e-08
2011,7.64794394481072e-10,2.3708626839535896e-08
2012,1.0212758416727752e-09,3.3361678086762936e-08
2013,8.367375126105969e-10,3.179602492409117e-08
2014,4.330890368553497e-10,2.7068064900603872e-08
2015,8.866301581811342e-10,2.6377247497322287e-08
2016,2.0713401271965637e-09,3.065583253913928e-08
2017,2.5156112748447867e-09,3.1696703040040575e-08
2018,0.0,3.046130681028103e-08
2019,1.785691428057845e-09,2.8826161013739693e-08
