year,mêmes_ADJ eaux_NOUN
1891,1.7975300181660714e-07
1892,1.7050354017555946e-07
1893,1.7366734539336903e-07
1894,1.6825110549234523e-07
1895,1.6069701302967587e-07
1896,1.7042414413026563e-07
1897,1.3401441378846357e-07
1898,1.3523468567200325e-07
1899,1.5035013234410144e-07
1900,1.2718079744900024e-07
1901,1.5089595706285763e-07
1902,1.2030194795897842e-07
1903,1.4094574396494863e-07
1904,1.4941457493478083e-07
1905,1.2489036294027756e-07
1906,1.388929860013377e-07
1907,1.3114249952650425e-07
1908,1.8024798009719234e-07
1909,1.4522596814003919e-07
1910,1.07417427841483e-07
1911,1.0747155698709321e-07
1912,1.224213974637678e-07
1913,1.0499919511630651e-07
1914,8.571831955350717e-08
1915,1.4608144738303963e-07
1916,8.350470892537487e-08
1917,7.23783983858084e-08
1918,9.418828739171659e-08
1919,1.28909874774763e-07
1920,9.692456615084666e-08
1921,1.1359121288023744e-07
1922,7.009038682781465e-08
1923,6.581888101209188e-08
1924,1.0055467214442615e-07
1925,1.3417776756341482e-07
1926,8.693987751939858e-08
1927,1.0703256236865855e-07
1928,8.912311955100449e-08
1929,9.35794162160164e-08
1930,9.348207186121726e-08
1931,9.808606904471162e-08
1932,1.1726704229886309e-07
1933,6.882397229901471e-08
1934,9.106000931069502e-08
1935,9.454944205344873e-08
1936,1.066974846253288e-07
1937,8.436049370175169e-08
1938,8.427389275311725e-08
1939,6.270560959364957e-08
1940,1.1918179865233469e-07
1941,1.269146139293298e-07
1942,6.675266206457309e-08
1943,1.0741970157823744e-07
1944,5.7837350908584995e-08
1945,7.406913482554955e-08
1946,7.65660743695662e-08
1947,4.52993091926146e-08
1948,8.480072466454658e-08
1949,6.97007607186606e-08
1950,7.976520777219775e-08
1951,8.635735326834038e-08
1952,8.857634981040974e-08
1953,6.679773179030235e-08
1954,5.2771696346098906e-08
1955,6.006789021739678e-08
1956,8.285084618364635e-08
1957,9.100088504965242e-08
1958,7.69318617699355e-08
1959,7.673240531858028e-08
1960,7.33608302994071e-08
1961,7.434530147065743e-08
1962,8.498221859554178e-08
1963,7.759263809248296e-08
1964,6.023128662491217e-08
1965,6.675892905150249e-08
1966,8.53017496638131e-08
1967,7.740626983832044e-08
1968,8.578604138165247e-08
1969,8.44766958607579e-08
1970,8.047769028962648e-08
1971,8.27281994020268e-08
1972,7.182205763456295e-08
1973,6.119655893144227e-08
1974,8.044567323395313e-08
1975,8.738564361010503e-08
1976,5.4278505245974884e-08
1977,6.581995393162288e-08
1978,5.524750079644036e-08
1979,4.9741775143274936e-08
1980,5.855705254020904e-08
1981,8.286470176699368e-08
1982,9.621628294098628e-08
1983,6.567928778622445e-08
1984,6.72685018798802e-08
1985,4.812446263713355e-08
1986,4.855533219938479e-08
1987,6.355249837497468e-08
1988,6.296381371839743e-08
1989,5.927171997655023e-08
1990,6.919786699199904e-08
1991,5.6856212182765375e-08
1992,5.7854414592384273e-08
1993,5.594599628011565e-08
1994,7.279398772652712e-08
1995,6.01892011786731e-08
1996,5.2847113352072483e-08
1997,5.801822311468641e-08
1998,6.24624902911819e-08
1999,5.4385392189715276e-08
2000,6.229424087678126e-08
2001,4.687896648647438e-08
2002,8.411944918407244e-08
2003,5.958699844654802e-08
2004,6.651234940591166e-08
2005,5.044199724579812e-08
2006,5.723866891571561e-08
2007,6.710725841685417e-08
2008,6.30101055776322e-08
2009,7.104606680741199e-08
2010,6.329882751288096e-08
2011,6.577231914661752e-08
2012,6.638293115202032e-08
2013,6.10818418067538e-08
2014,6.647916706015167e-08
2015,5.896090726764669e-08
2016,7.622531228435037e-08
2017,4.7293493565803146e-08
2018,5.343635933741098e-08
2019,6.173390687536084e-08
