year,plusieurs_DET hôtes_NOUN,plusieurs_DET fautes_NOUN
1846,5.854501328173001e-10,2.4705995294027616e-07
1847,4.314578916364553e-09,1.8660553102733957e-07
1848,0.0,1.263099877468754e-07
1849,8.379414939696517e-10,1.4747770182843567e-07
1850,1.2899092460827433e-08,1.378166238907852e-07
1851,6.449438760824933e-09,1.7413484476591634e-07
1852,3.2552727180501506e-09,1.4127883574133193e-07
1853,1.1943863675867306e-09,8.957897534855874e-08
1854,4.676098175337984e-09,1.5898733285446554e-07
1855,5.306937111981824e-09,1.5708533496194832e-07
1856,3.1063134287023786e-09,1.7291812426378783e-07
1857,1.9526036343364694e-09,1.1715621472951909e-07
1858,5.872411001917044e-09,1.4729964714632615e-07
1859,2.1387128512628806e-08,1.3545180888030472e-07
1860,1.0527522853465143e-08,9.428999181437803e-08
1861,6.13075279431996e-09,1.2780262181877333e-07
1862,9.035972858839614e-09,1.2198563603682544e-07
1863,6.99246927027275e-09,1.6482248454963155e-07
1864,7.1920918109924514e-09,1.0116875870380682e-07
1865,1.2237795665726026e-08,1.3085026662196242e-07
1866,1.2650593461671633e-08,1.503474340580624e-07
1867,8.249779526181555e-09,9.60856638698715e-08
1868,7.409810987013543e-09,1.12135144170189e-07
1869,5.860223084575011e-09,1.1866951776795531e-07
1870,5.734048791339319e-09,1.0091925917166122e-07
1871,1.5931766128574054e-08,1.0514965342878213e-07
1872,6.047339295989218e-10,1.1671365074406026e-07
1873,5.9860045809045914e-09,1.0954388507400381e-07
1874,1.1949218281515073e-09,7.348769148762813e-08
1875,6.865832347102696e-09,1.2072422350684064e-07
1876,1.5719638923883394e-08,7.920279454509682e-08
1877,1.9172929466293454e-08,1.0823427942785457e-07
1878,8.4547240319921e-09,1.5460067226413798e-07
1879,9.774920428640144e-09,1.386816768089716e-07
1880,4.492492600149944e-09,1.2129729665133482e-07
1881,5.5780060570498335e-09,8.924809918875454e-08
1882,7.320923645082189e-09,1.0715169906916344e-07
1883,1.6430281690738013e-08,8.910267723649667e-08
1884,6.601696966868076e-09,8.978307874940583e-08
1885,2.5782542767416317e-09,9.088346275554215e-08
1886,2.0005737511041843e-08,9.228453534682046e-08
1887,3.9173548849191775e-09,8.683469765458085e-08
1888,5.706553452000662e-09,1.0081577528353591e-07
1889,7.51816386923565e-09,7.392861434141196e-08
1890,9.176140736144589e-09,9.962667313345719e-08
1891,1.3385862196457765e-08,1.0007525252930805e-07
1892,1.3163876211308434e-08,9.340083462205939e-08
1893,1.4780199730779486e-08,7.451684114201385e-08
1894,8.192000855444803e-09,1.0334524636057552e-07
1895,2.046328972937772e-08,7.162151227646518e-08
1896,6.486732040400511e-09,6.3098207936374e-08
1897,1.2818769601352642e-08,7.80779609854676e-08
1898,3.960848538042683e-09,9.788953914124932e-08
1899,7.738609753005221e-09,6.246163586354214e-08
1900,1.972600216504361e-08,8.305684717768713e-08
1901,1.676621730339889e-08,6.594711665641739e-08
1902,2.455141867585553e-09,7.119911860087313e-08
1903,1.5120616758679262e-08,7.290297254769484e-08
1904,8.599400302955473e-09,8.599400391773315e-08
1905,5.6768351130997985e-09,7.637923582493045e-08
1906,1.2346042410626978e-08,5.864370278274578e-08
1907,6.1714118260169926e-09,6.58283951793237e-08
1908,1.4734167663732478e-08,6.041008404622517e-08
1909,1.2102163715610459e-08,8.251475325238289e-08
1910,1.1222716866932103e-08,6.306097866115579e-08
1911,1.8621308939259507e-08,7.076097663372138e-08
1912,1.9795801164956828e-08,9.324863903259484e-08
1913,1.856046338843953e-08,5.515109480214164e-08
1914,2.1429580776555213e-08,6.428873638997246e-08
1915,0.0,3.06299816621447e-08
1916,3.2962386153911893e-09,2.1974923436474114e-08
1917,1.644963654179321e-08,5.3735478289240746e-08
1918,1.722956355365568e-08,3.5607765624945387e-08
1919,1.8415697411455767e-08,2.578197527691728e-08
1920,2.1202248845497706e-08,5.4520067127583616e-08
1921,2.7261890522822796e-08,4.922285867792198e-08
1922,2.5084980925793587e-08,4.205423154157728e-08
1923,1.6985516992917837e-08,7.431163728810475e-08
1924,1.5469948877466777e-08,6.445812328337297e-08
1925,5.499089184013428e-09,7.808706481426952e-08
1926,2.0063049888108253e-08,6.576221522891501e-08
1927,3.0102906833917586e-08,7.469980389807063e-08
1928,2.2852082892654835e-08,5.713020456710183e-08
1929,1.2254447234738564e-08,6.238627525689822e-08
1930,1.9956846175617216e-08,4.726621694040034e-08
1931,6.843213995466613e-09,6.386999729102172e-08
1932,2.191907289006423e-08,6.904508276228682e-08
1933,4.01473165823063e-08,8.144169960644376e-08
1934,3.474658250013363e-08,5.751158482780738e-08
1935,2.0346082152400413e-08,5.6250937241486554e-08
1936,4.364897199238271e-08,6.183604739362636e-08
1937,1.2591118370153254e-08,7.806493207418441e-08
1938,1.2965214679638848e-08,8.297737519313841e-08
1939,1.988226472349197e-08,7.494084730552686e-08
1940,1.7750480196809804e-08,8.621662228591731e-08
1941,1.7709016475464523e-08,1.239631122196272e-07
1942,5.765002231150618e-08,9.406056733496371e-08
1943,5.2258233296242906e-08,6.096794180621146e-08
1944,4.819779064746399e-08,1.0924832771763704e-07
1945,1.5249528306782167e-08,4.357008265287732e-08
1946,2.3665876369705074e-08,4.454753455007676e-08
1947,2.6225916327504706e-08,6.556478915342723e-08
1948,2.5005341575123907e-08,4.783630647153814e-08
1949,2.0615717133409817e-08,2.650592179076483e-08
1950,3.509669355139522e-08,4.360498029321036e-08
1951,3.944718685033877e-08,7.036525162540386e-08
1952,2.003512733494972e-08,6.64322619137181e-08
1953,1.4005975934594517e-08,5.386913770610846e-08
1954,3.12721171180641e-08,4.886268212267453e-08
1955,2.627970197011109e-08,7.039206062486869e-08
1956,1.3081712602058815e-08,9.418833113450376e-08
1957,3.180613461495341e-08,6.537927604854943e-08
1958,1.7371711180658167e-08,5.3769582231133484e-08
1959,1.007597205671118e-08,5.658045876266726e-08
1960,3.114374891310945e-08,5.675083403211545e-08
1961,2.014966149488373e-08,6.878677749622142e-08
1962,1.4586500007851555e-08,1.033738881162094e-07
1963,1.6811738556832267e-08,5.496145272232411e-08
1964,2.1902286206909594e-08,6.692365395188915e-08
1965,1.91521518644322e-08,7.168377047506169e-08
1966,6.092982118843793e-09,8.696347020276107e-08
1967,1.8735275053582967e-08,1.2177929153978084e-07
1968,1.3474247495537384e-08,8.893003122789622e-08
1969,2.1800437427499375e-08,7.357647291428293e-08
1970,1.1496812390987543e-08,8.599615464177646e-08
1971,1.1818314438194477e-08,1.0842018927093022e-07
1972,1.2825367434743384e-08,7.541315616421684e-08
1973,2.0950174539624555e-08,8.490334046928893e-08
1974,1.350137179834121e-08,8.438357435025523e-08
1975,1.028066431985053e-08,5.197446961702212e-08
1976,6.284879672247001e-09,4.627956817770951e-08
1977,1.527963250369524e-08,4.407586562393817e-08
1978,1.1881182260253809e-08,7.900986220832351e-08
1979,7.607565244427406e-09,6.144571873534233e-08
1980,4.548120602354544e-09,6.31051713106956e-08
1981,2.783241725978769e-08,4.5543956828097976e-08
1982,9.311253323929236e-09,5.710902195588119e-08
1983,6.946847541655643e-09,5.93639715162908e-08
1984,1.3337719595440944e-08,4.29126627565779e-08
1985,1.6843562655743938e-08,4.090579575066755e-08
1986,1.618511108469889e-08,5.754705889593481e-08
1987,1.283271516827611e-08,4.1553553931095166e-08
1988,1.1993107618124554e-08,4.3175187647293e-08
1989,1.372030544732894e-08,3.7319230372645507e-08
1990,8.717841559757744e-09,4.30443423127258e-08
1991,7.6199047072123e-09,4.3374841940391207e-08
1992,7.713921945651236e-09,3.9120605199727265e-08
1993,5.539207315052863e-09,4.486758098387611e-08
1994,4.7474339459618875e-09,3.956194971621585e-08
1995,4.880205572987961e-09,3.470368570290816e-08
1996,1.2277611594058158e-08,5.2847111575715644e-08
1997,7.192341833217597e-09,3.596170772279805e-08
1998,1.382757508494592e-08,4.815810616953797e-08
1999,9.597422245821718e-09,5.529943303272944e-08
2000,1.0161472552283612e-08,4.5063922482491137e-08
2001,1.1829271784336015e-08,3.986902896713218e-08
2002,6.571832134039113e-09,3.1982915593697925e-08
2003,1.708438335246143e-08,4.4169384150194446e-08
2004,2.0702519532012076e-08,4.316695556561001e-08
2005,1.5312748402607212e-08,2.8373621896449208e-08
2006,1.4824403926638752e-08,5.023825622174627e-08
2007,1.5179021817246507e-08,3.714866070314571e-08
2008,3.0227821801176447e-08,3.4059518844165027e-08
2009,2.0503227116108746e-08,3.242371016121126e-08
2010,1.6533276081531767e-08,3.1649413090306666e-08
2011,1.3383901875663184e-08,2.256143447065817e-08
2012,1.4638286638390952e-08,2.9276573665359962e-08
2013,1.589801318369055e-08,2.8449076205916413e-08
2014,1.1476859296255526e-08,4.265927150415294e-08
2015,8.422986308431746e-09,3.413526283857493e-08
2016,1.6777854439098405e-08,4.2669606514778025e-08
2017,1.0314006537726073e-08,3.446387464300926e-08
2018,1.0067720435102956e-08,3.304277362836672e-08
2019,1.7346717007260537e-08,4.6938175179978003e-08
