year,ces_DET eaux_NOUN
1932,2.095463457862934e-06
1933,2.1289549181346956e-06
1934,1.7157622664853989e-06
1935,1.6827407449682141e-06
1936,1.7495963220426347e-06
1937,1.7186875993502326e-06
1938,1.7127047868825684e-06
1939,1.9224621610192116e-06
1940,1.856193136973161e-06
1941,1.6705504322089837e-06
1942,1.7325349119801103e-06
1943,1.6083923242149467e-06
1944,1.542329385983976e-06
1945,1.1959987205045763e-06
1946,1.364268172210359e-06
1947,1.2528835497960245e-06
1948,1.5111924085431383e-06
1949,1.4607708038738565e-06
1950,1.54531807083913e-06
1951,1.6077394207059115e-06
1952,1.7936711174115771e-06
1953,1.7475147728873708e-06
1954,1.6183320070695117e-06
1955,1.7269518082230206e-06
1956,1.370091368357862e-06
1957,1.803231185704135e-06
1958,1.6221869429955404e-06
1959,1.6276570136142254e-06
1960,1.5073575383439675e-06
1961,1.483432058080325e-06
1962,1.490993952302233e-06
1963,1.3889081884599364e-06
1964,1.3494241386524664e-06
1965,1.313837643124316e-06
1966,1.270663730679189e-06
1967,1.4095829925508951e-06
1968,1.3034089221264367e-06
1969,1.3575314454783438e-06
1970,1.6265690021555201e-06
1971,1.172582244635123e-06
1972,1.2240530224971735e-06
1973,1.139579254072487e-06
1974,1.3748897487175782e-06
1975,1.2885099351933604e-06
1976,1.20098334832619e-06
1977,1.1935744339552912e-06
1978,1.1625737812437364e-06
1979,1.0919782198470784e-06
1980,1.2041149375363602e-06
1981,1.1234175900654009e-06
1982,1.1937027153408053e-06
1983,9.997145085094417e-07
1984,1.1151493026773096e-06
1985,1.13333112494729e-06
1986,9.878911768623766e-07
1987,9.820082667033603e-07
1988,8.239265198994872e-07
1989,1.0564635175569492e-06
1990,1.007455573187599e-06
1991,8.674968583477494e-07
1992,9.080387783910737e-07
1993,8.818418422151808e-07
1994,9.632016144678346e-07
1995,8.50782512884507e-07
1996,8.220661911195748e-07
1997,7.216316006974921e-07
1998,7.776818620186532e-07
1999,8.628539731603269e-07
2000,9.255775808014732e-07
2001,7.272811615166574e-07
2002,7.29911484143031e-07
2003,7.550464431460568e-07
2004,6.87587913716925e-07
2005,7.305082050379497e-07
2006,7.655157219232933e-07
2007,7.014305865027382e-07
2008,7.518638440728864e-07
2009,7.762617286743989e-07
2010,9.041339552595673e-07
2011,8.932798465366432e-07
2012,9.821269344456596e-07
2013,8.863839155992537e-07
2014,1.0214405179453934e-06
2015,9.730766024063087e-07
2016,1.2668315463315594e-06
2017,9.199590635944332e-07
2018,9.626289099173846e-07
2019,9.295799188180354e-07
