year,elles_PRON ont_VERB,elles_PRON font_VERB
1984,2.3301575765799498e-05,3.217289929580147e-06
1985,2.243742983409902e-05,2.745500751188956e-06
1986,2.2412782072933624e-05,2.720297516134451e-06
1987,2.2677240849588998e-05,2.8293081868469017e-06
1988,2.2144073682284215e-05,2.793794465105748e-06
1989,2.3164266622188734e-05,2.5217921120201936e-06
1990,2.311045273017953e-05,2.702530935039249e-06
1991,2.281809838677873e-05,2.6956878969031095e-06
1992,2.3040934138407465e-05,2.6017956997748115e-06
1993,2.2935642391530564e-05,2.6178294660894608e-06
1994,2.3525118194811512e-05,2.7345220132701797e-06
1995,2.308933744643582e-05,2.6662190748538706e-06
1996,2.3093120944395196e-05,2.8420002422535617e-06
1997,2.3985021471162327e-05,2.913857372277562e-06
1998,2.3485420570068527e-05,2.796031026264245e-06
1999,2.3986242922546808e-05,2.904362759181822e-06
2000,2.3996978598006535e-05,2.9843801598872233e-06
2001,2.3787790269125253e-05,2.941107425158407e-06
2002,2.3567903554067016e-05,3.042320201984694e-06
2003,2.4190653675759677e-05,2.9547651365646743e-06
2004,2.431356733723078e-05,2.9031979238425265e-06
2005,2.3441116354661062e-05,2.9472537903529883e-06
2006,2.3154895643529017e-05,3.0579449799006397e-06
2007,2.269343667649082e-05,2.9255567710606556e-06
2008,2.2657241970591713e-05,2.949128429463599e-06
2009,2.1552230009547202e-05,2.871405570203933e-06
2010,2.2362436538969632e-05,2.8805690703848086e-06
2011,2.096569187415298e-05,2.773526830424089e-06
2012,2.03496010726667e-05,2.731912786657631e-06
2013,2.024765353780822e-05,2.6161992536799517e-06
2014,1.899117114589899e-05,2.487879953605443e-06
2015,1.8724742403719574e-05,2.4954205173344235e-06
2016,1.945319672813639e-05,2.4644804170748102e-06
2017,1.918304587888997e-05,2.479889644746436e-06
2018,1.8729057501332136e-05,2.436388285786961e-06
2019,1.8932155398942996e-05,2.449713520036312e-06
