year,grosses_ADJ eaux_NOUN
2002,7.448076377869484e-09
2003,3.7502307925763034e-09
2004,9.690540814233373e-09
2005,1.216012357474483e-08
2006,7.000412693969338e-09
2007,4.393927444112933e-09
2008,5.108927503272298e-09
2009,8.582746957586096e-09
2010,3.3066551718974324e-09
2011,4.971163480860241e-09
2012,1.2255309655984092e-08
2013,9.204113027294625e-09
2014,6.279790909502481e-09
2015,1.0861219479352258e-08
2016,1.9470595802317803e-08
2017,1.1370563157697688e-07
2018,8.26069346260283e-09
2019,1.4285530980373551e-08
