year,idées_NOUN in_ADJ,idées_NOUN fines_ADJ
1954,1.9545072227344917e-09,7.818028890937967e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,0.0,9.593255967388359e-09
1957,8.835037701437898e-10,5.301022731885041e-09
1958,0.0,3.3088973783179654e-09
1959,0.0,1.1626121398933265e-08
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,6.948159270159238e-10,3.47407969059077e-09
1962,2.5367825617905737e-09,1.331810839388936e-08
1963,0.0,1.2932106496776896e-09
1964,2.4335873316516654e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,5.539074754423723e-10,2.769537488234164e-09
1967,2.465167847631733e-09,2.218651040664099e-08
1968,4.4914158503495116e-10,3.323647845832056e-08
1969,1.3625273131978588e-09,1.090021850558287e-08
1970,2.2993624781975086e-09,2.2993624781975086e-08
1971,4.624557625731995e-09,9.24911525146399e-09
1972,1.5390440033513642e-09,6.156176013405457e-09
1973,2.205281512956958e-09,8.269805285010534e-09
1974,0.0,3.937900228123681e-09
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,1.7140580066410394e-09,6.8562320265641574e-09
1977,1.7630346071939584e-09,9.990529292736028e-09
1978,1.7821774056514528e-09,1.2475242172627077e-08
1979,6.437170796402825e-09,8.777959692451986e-09
1980,5.685150683554241e-10,1.2507331170752423e-08
1981,2.5302198114474095e-09,6.325549417596221e-09
1982,3.7245013739806154e-09,9.311253101884631e-09
1983,3.157658134966823e-09,4.4207211225000265e-09
1984,1.1598016991243298e-09,5.799008384599347e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,1.2588419195935785e-08
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,5.996553809062277e-10,2.398621523624911e-09
1989,1.6464366536794728e-09,6.036934507847036e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,4.68917216167597e-09,8.7921980806982e-09
1992,4.4079553340736766e-09,8.815910668147353e-09
1993,0.0,6.093128224193833e-09
1994,0.0,1.0549853435293244e-08
1995,1.626735190995987e-09,3.253470381991974e-09
1996,5.338092190498855e-10,1.6014276571496566e-09
1997,2.876936688878118e-09,7.192341833217597e-09
1998,0.0,4.7681290027412615e-09
1999,1.8280804647829996e-09,7.769341614505265e-09
2000,4.4180314962005696e-10,3.97622823555821e-09
2001,8.762423564512289e-10,6.133696661692056e-09
2002,2.1906108038649563e-09,4.381221607729913e-09
2003,1.6667691671301554e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,3.9643119897903034e-09
2005,4.503749373441224e-09,9.007498746882447e-09
2006,2.4707338397433887e-09,6.58862386870851e-09
2007,1.997239706952314e-09,5.991719120856942e-09
2008,4.257439678578834e-10,6.811903485726134e-09
2009,4.76819250749827e-10,5.245011536203492e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,7.64794394481072e-10,3.059177577924288e-09
2012,1.0212758416727752e-09,2.0425516833455504e-09
2013,2.789125042035323e-10,2.5102124823206395e-09
2014,4.330890368553497e-10,2.3819897165822113e-09
2015,0.0,5.984753581600444e-09
2016,8.285360175719347e-10,8.285359953674742e-09
2017,2.515611330355938e-10,1.2578056374223934e-09
2018,1.290733298020541e-09,1.8070267504555204e-09
2019,0.0,3.826481798085979e-09
