year,aux_ADP arts_NOUN,aux_ADP phares_NOUN
1861,3.4332216429788787e-06,5.187560098152133e-08
1862,3.5872811423587336e-06,4.698705780015189e-08
1863,3.5177115229600986e-06,3.945750615130805e-08
1864,3.4637113728308577e-06,6.472882596586516e-08
1865,2.7130251218920876e-06,4.047886292823932e-08
1866,2.912069419380714e-06,3.6005533943228585e-08
1867,3.0956084202671263e-06,1.0579128861820664e-07
1868,3.3487405168841633e-06,4.00129813726835e-08
1869,2.600962243803906e-06,3.076617094421863e-08
1870,2.7454626554401784e-06,2.723673144799932e-07
1871,2.5469584059578665e-06,2.9739296358854972e-08
1872,2.7485156692819146e-06,4.7169247174849716e-08
1873,2.5817636597480487e-06,3.1725821969530443e-08
1874,2.5003739594353647e-06,3.4652732239237594e-08
1875,2.5872744906507705e-06,3.490131444960909e-08
1876,2.8428362384147476e-06,5.6832538009032874e-08
1877,2.6866841658090834e-06,3.339800680457472e-08
1878,2.631834853161763e-06,6.522215467708037e-08
1879,2.423569320342267e-06,7.025724269027478e-08
1880,2.8912397027625047e-06,8.022307995680933e-08
1881,2.861517032215488e-06,8.924809385968402e-08
1882,2.5090803035254794e-06,8.652000516029545e-08
1883,2.661073523313462e-06,6.888079084887977e-08
1884,2.2762651497032493e-06,6.469662938712872e-08
1885,2.0793621118286865e-06,6.767917271055524e-08
1886,2.11802678506956e-06,4.065682140952376e-08
1887,1.9717352337522698e-06,3.5909085094321114e-08
1888,2.212874598228609e-06,3.8677748337434537e-08
1889,2.364462602599815e-06,6.578393624279144e-08
1890,2.075774247600748e-06,3.1461055094439416e-08
1891,2.2399008230422623e-06,2.677172439291553e-08
1892,1.8930907756953275e-06,4.074532999887026e-08
1893,2.045210088397198e-06,9.730298045074193e-08
1894,2.00577994746709e-06,4.663139208105349e-08
1895,1.8091954814281053e-06,4.1528439798099726e-08
1896,1.8463597761808614e-06,3.951009269753669e-08
1897,1.9845786347616468e-06,7.982597494127219e-08
1898,1.6816630576954594e-06,7.016360392686494e-08
1899,1.8451056433832491e-06,5.30647525920358e-08
1900,1.9492404952359266e-06,5.710158468286153e-08
1901,1.560375959996918e-06,4.750428017619157e-08
1902,1.427910589768544e-06,7.365425747085652e-08
1903,1.6918889933492665e-06,3.7261520757780886e-08
1904,1.8031867625722953e-06,1.827372564378038e-08
1905,1.6514429006520004e-06,3.870569342812047e-08
1906,1.7515948869117892e-06,3.806696413644062e-08
1907,1.927023472347855e-06,4.1657032379127656e-08
1908,1.9979530989644445e-06,2.9959472680474164e-08
1909,1.8125740552932257e-06,3.080550808887139e-08
1910,1.698371107750063e-06,4.7562940808099086e-08
1911,1.6663411184225652e-06,5.479985354384098e-08
1912,1.7425513867408426e-06,3.4903121726159725e-08
1913,1.8401373829135537e-06,3.818152510826067e-08
1914,1.7846821567246707e-06,5.4243623814898e-08
1915,1.7082104655230523e-06,4.5944971382994026e-08
1916,1.541540875393821e-06,1.0987462051303964e-08
1917,1.8105566574888599e-06,1.6449636319748606e-08
1918,1.6184304847399744e-06,3.6756402366222574e-08
1919,1.48706756775141e-06,4.603924086410416e-08
1920,1.6499892918631076e-06,4.240449680281699e-08
1921,1.3880845806113484e-06,6.133925301021748e-08
1922,1.4320573029635852e-06,3.6889677090812256e-08
1923,1.4650008406391635e-06,3.927900893430092e-08
1924,1.7261884961428109e-06,4.1253197746726755e-08
1925,1.6167321277293922e-06,4.949180110180862e-08
1926,1.4634879850206062e-06,4.0126099776216506e-08
1927,1.4572037427829088e-06,3.34476758512281e-08
1928,1.3174226101142494e-06,3.427812511613837e-08
1929,1.399235075361105e-06,5.124587065807873e-08
1930,1.4200871714109553e-06,5.041729578270093e-08
1931,1.4975233515457376e-06,6.044839029328841e-08
1932,1.3743258461262897e-06,7.562080384104775e-08
1933,1.534774646927417e-06,6.423570653169008e-08
1934,1.6306930135101538e-06,1.0184343324226575e-07
1935,1.651623267484581e-06,4.188899271895252e-08
1936,1.4998272117594524e-06,5.456121421332227e-08
1937,1.5159706565626152e-06,1.0576538922446588e-07
1938,1.6828848448113831e-06,4.148868515407855e-08
1939,1.437640688273234e-06,5.352917487044806e-08
1940,1.4808971764423973e-06,1.5214697057785997e-08
1941,1.4344302465829628e-06,2.6563522936839945e-08
1942,1.4685584517337702e-06,2.4273694165799498e-08
1943,1.3732302055480261e-06,2.9032352077962287e-08
1944,1.2756348972686737e-06,1.927911696952833e-08
1945,1.1284651248999467e-06,4.574858447625729e-08
1946,1.30719171309579e-06,5.150808579656996e-08
1947,1.2206972122008608e-06,3.33784391237657e-08
1948,1.2339593036259089e-06,4.348755267002957e-08
1949,1.3174424600137513e-06,2.846932367628341e-08
1950,1.1337295635627243e-06,3.722376362702562e-08
1951,1.3262783851164528e-06,3.944718651727186e-08
1952,1.0565893671099502e-06,2.4253048791500476e-08
1953,1.145257872092742e-06,3.770839684946736e-08
1954,1.2645661167098865e-06,3.420387528763058e-08
1955,1.437875076781836e-06,3.566530981657934e-08
1956,1.802659924443617e-06,5.668741853703807e-08
1957,1.5964912640775708e-06,3.975767060016011e-08
1958,1.2325643048427537e-06,3.6397870495363804e-08
1959,1.1649374340727547e-06,3.487836619520124e-08
1960,1.2533628985789136e-06,2.4914999841030294e-08
1961,1.2729027538682658e-06,3.5435612444345566e-08
1962,1.216387264024732e-06,2.156265149766412e-08
1963,1.175528431041073e-06,2.2631186591404173e-08
1964,1.383494351525627e-06,3.10282390891814e-08
1965,1.5004343225655248e-06,7.277817926087948e-08
1966,1.391415596962986e-06,3.1018817958639033e-08
1967,1.439658016799683e-06,2.76098786056167e-08
1968,1.9151396557504086e-06,2.694849446371883e-08
1969,1.7181469544880201e-06,3.4517358721286584e-08
1970,1.5014836748372673e-06,2.1614006945336328e-08
1971,1.4454312262657254e-06,3.339958420944811e-08
1972,1.7581013818102065e-06,2.565073398130835e-08
1973,1.4549345168646255e-06,2.1501495306441853e-08
1974,1.547594710160638e-06,1.800182936051442e-08
1975,1.3559053639866647e-06,1.8276736124533954e-08
1976,1.618070825770701e-06,2.28541078839406e-08
1977,1.4621432988803917e-06,2.52701610747863e-08
1978,1.453662683559287e-06,2.7326720664078152e-08
1979,1.4109108352755584e-06,1.287434159280565e-08
1980,1.513955623977381e-06,2.6720208379238386e-08
1981,1.493462249424482e-06,2.9730082895529364e-08
1982,1.3526147615294803e-06,2.8554511311007502e-08
1983,1.3584244924480515e-06,2.273513866057897e-08
1984,1.5216598567846518e-06,3.0154844510299483e-08
1985,1.4383199653522638e-06,1.5640450379272863e-08
1986,1.6616713711670172e-06,3.237022050406324e-08
1987,1.7183616947136215e-06,2.1998941002188133e-08
1988,1.6772360833527955e-06,1.8589316641559606e-08
1989,1.8818770932682582e-06,2.140367572067703e-08
1990,1.7768050355471132e-06,2.8877850832831342e-08
1991,1.7361659851999889e-06,3.985796254157847e-08
1992,1.9141546037104717e-06,2.810071492165278e-08
1993,1.8611736862794714e-06,3.212740407043668e-08
1994,1.7496931254967762e-06,3.112206670152773e-08
1995,1.6993960727518242e-06,2.548551902847862e-08
1996,1.9291864905568445e-06,3.576521812043154e-08
1997,1.759726302452691e-06,2.9248856003860624e-08
1998,1.8595703927815066e-06,2.4317459712541734e-08
1999,1.9181134298662528e-06,2.6507166905886947e-08
2000,1.964256797215569e-06,2.9600811357610723e-08
2001,1.9338668701962547e-06,4.381211793358375e-08
2002,1.929051848925667e-06,4.2935970945290336e-08
2003,1.901783559743464e-06,2.625161354963268e-08
2004,1.744297358996505e-06,2.4226351813538827e-08
2005,1.756912730854765e-06,4.1434494502112784e-08
2006,1.7599860984152116e-06,3.006059706711639e-08
2007,1.9037689251710788e-06,2.7961355592021064e-08
2008,1.8519862612365046e-06,2.59703815674861e-08
2009,1.7370525196014341e-06,2.9562793546489274e-08
2010,1.434616000661748e-06,3.023227534981743e-08
2011,1.4381958672871065e-06,4.9711635474736227e-08
2012,1.1703820983477442e-06,6.0936122925348e-08
2013,1.0618198902356824e-06,4.100013961672033e-08
2014,1.1548318834542215e-06,4.958869492810436e-08
2015,1.1980589846860568e-06,4.167161622714577e-08
2016,1.2875449613147794e-06,4.432667735643214e-08
2017,1.0105210521693664e-06,4.402319925267406e-08
2018,1.0034161335159553e-06,4.465937292197353e-08
2019,1.0826391636520327e-06,4.3111694825181957e-08
