year,beaux_ADJ arts_NOUN,beaux_ADJ phares_NOUN
1849,4.591919378071907e-07,5.865590679832167e-09
1850,8.336887145077299e-07,9.504594444820214e-09
1851,5.611011555384238e-07,7.739326512989919e-09
1852,6.119912479007894e-07,1.3021090872200602e-09
1853,5.464317460734947e-07,8.957897534855874e-09
1854,4.941076721109994e-07,1.4028294081924741e-08
1855,5.073432127744582e-07,1.539011762474729e-08
1856,4.6698245981247055e-07,1.2942972915652717e-08
1857,4.925442880221453e-07,5.369659827891837e-09
1858,4.830058113469704e-07,2.4468380654951716e-09
1859,4.873210164291208e-07,0.0
1860,4.5039488261178207e-07,9.154367819341758e-10
1861,3.782202864233142e-07,1.4147891747029462e-09
1862,3.4201155418855933e-07,5.873382225018986e-09
1863,3.900798830613894e-07,9.989241656072068e-10
1864,4.732396390316751e-07,9.589455896019672e-10
1865,3.991403936254301e-07,5.177528628053096e-09
1866,4.0141306811847244e-07,3.4059290943133647e-09
1867,4.3481190914462786e-07,1.94112459439566e-09
1868,3.8333422214265056e-07,2.9639244392143382e-09
1869,3.989835164475153e-07,4.395167341186834e-09
1870,4.39801542739815e-07,1.204150201772336e-08
1871,3.239459056558758e-07,0.0
1872,3.4772200141475196e-07,2.4189357183956872e-09
1873,4.41168531373215e-07,4.788803575905831e-09
1874,3.2621365786411616e-07,1.7923826867161097e-09
1875,4.57150028054798e-07,5.721527140956084e-10
1876,3.2829860385774623e-07,4.232210137899983e-09
1877,4.477806889724434e-07,6.184815992682502e-10
1878,4.4628865225604386e-07,3.6234530931267273e-09
1879,4.3742767630305934e-07,1.0996785704264767e-08
1880,4.0560788594490305e-07,7.059631101924424e-09
1881,5.417638244686884e-07,1.3945015142624584e-09
1882,4.192892752996613e-07,2.6621540527571597e-09
1883,6.382532595772261e-07,1.2638677659992936e-08
1884,4.839044001059278e-07,6.601696966868076e-09
1885,6.484309551524348e-07,1.0313017106966527e-08
1886,5.556432469688843e-07,2.5813855497602844e-09
1887,5.64099094768622e-07,5.876032105334161e-09
1888,4.755461067151856e-07,3.804368819970705e-09
1889,4.254027885508549e-07,1.2530273485467092e-09
1890,3.788435434803894e-07,3.2771931834929546e-09
1891,2.9512637933493124e-07,3.824531802365527e-09
1892,2.783219494872924e-07,1.2537024751679837e-09
1893,2.4448914404118227e-07,2.463366621796581e-09
1894,2.58993253510198e-07,6.301539290376468e-10
1895,2.846804649792034e-07,4.213029924926559e-09
1896,2.5652076374171884e-07,2.358811590497112e-09
1897,2.429739676124143e-07,0.0
1898,2.5858682128898636e-07,3.960848538042683e-09
1899,2.5039929774095526e-07,0.0
1900,2.3204007959520823e-07,2.07642125715779e-09
1901,2.3752140543287226e-07,5.58873880507349e-09
1902,2.970721690864764e-07,2.455141867585553e-09
1903,2.705510375733411e-07,5.400220270956879e-10
1904,2.5314484730643017e-07,0.0
1905,2.920989476962177e-07,5.160759042333041e-10
1906,2.6338224701216717e-07,2.0576738091193647e-09
1907,2.1959941243210324e-07,1.028568674676933e-09
1908,2.4164033574081145e-07,2.4556945366072114e-09
1909,2.486444674598687e-07,3.300590023513905e-09
1910,2.3353938827241905e-07,1.6032452032632705e-09
1911,2.3728868581152085e-07,2.128149656499545e-09
1912,2.3338207277845413e-07,3.125652625612929e-09
1913,3.224217701713883e-07,1.590896969716482e-09
1914,2.933173810504286e-07,1.3393487430235496e-09
1915,2.1912217018638103e-07,2.3561523843085297e-09
1916,2.2744046335176904e-07,0.0
1917,2.5771096190396747e-07,0.0
1918,2.492543638155098e-07,0.0
1919,2.9649272825782447e-07,9.207848372660976e-10
1920,4.240449804626678e-07,0.0
1921,2.991235119598201e-07,3.0290989716519334e-09
1922,2.1100895608583414e-07,5.902348387820666e-09
1923,2.4947477683667785e-07,1.0615948120573648e-09
1924,2.965073679916941e-07,2.578324886925998e-09
1925,2.727548233938393e-07,1.0998177923937646e-09
1926,2.062035655558958e-07,0.0
1927,3.233275092107135e-07,0.0
1928,3.062178968171736e-07,0.0
1929,2.551153079899393e-07,0.0
1930,2.95151274087857e-07,1.0503603542488804e-09
1931,2.782906927123463e-07,1.1405356659111021e-09
1932,2.3672599036572706e-07,0.0
1933,2.3056030951096318e-07,1.1470662197865522e-09
1934,2.024886995855013e-07,0.0
1935,2.0106716824841442e-07,0.0
1936,2.667437080106083e-07,0.0
1937,2.1530812144288092e-07,0.0
1938,2.593042900400633e-07,0.0
1939,1.9882265434034707e-07,0.0
1940,3.651527364922913e-07,0.0
1941,2.567807175779535e-07,0.0
1942,3.2769487745554216e-07,0.0
1943,6.300020489735658e-07,2.9032352077962287e-09
1944,1.221010741403461e-07,0.0
1945,1.6556630555442098e-07,0.0
1946,1.8793490497159837e-07,0.0
1947,1.883497553478719e-07,0.0
1948,1.8482209274139905e-07,0.0
1949,1.8063295614823005e-07,0.0
1950,1.882458933177844e-07,0.0
1951,1.8124383260875732e-07,0.0
1952,1.729347776091572e-07,0.0
1953,2.9412548041563014e-07,3.232148326759443e-09
1954,2.4040437862637987e-07,0.0
1955,2.121147377742716e-07,0.0
1956,2.354708241725234e-07,2.616342476002842e-09
1957,1.6256469459463574e-07,3.534015080575159e-09
1958,1.6792653934061263e-07,0.0
1959,3.1855572757422124e-07,0.0
1960,2.0624082708309288e-07,1.3841666701708277e-09
1961,2.800108207523522e-07,0.0
1962,2.187974903478107e-07,0.0
1963,2.405371741787121e-07,0.0
1964,3.315762668876232e-07,0.0
1965,2.7141335223745955e-07,1.0944086747954884e-09
1966,3.9493603054552295e-07,5.539074754423723e-10
1967,4.6936794717566954e-07,0.0
1968,3.449407373068425e-07,4.4914158503495116e-10
1969,3.02481069525129e-07,0.0
1970,3.720368653148398e-07,0.0
1971,4.347084328060191e-07,1.541519245584766e-09
1972,4.514529408083945e-07,1.5390440033513642e-09
1973,5.325754983687148e-07,0.0
1974,2.2221008677547616e-07,0.0
1975,2.415956048551493e-07,0.0
1976,2.959607048325097e-07,1.142705374768127e-09
1977,2.5740303932764164e-07,1.1753563677885381e-09
1978,2.59603840646605e-07,0.0
1979,3.2888089052107716e-07,5.851973350345929e-10
1980,3.1040924142189397e-07,0.0
1981,2.5238943468508523e-07,0.0
1982,2.2967757828951108e-07,0.0
1983,2.59559476134541e-07,0.0
1984,2.7023379622903576e-07,5.799008495621649e-10
1985,2.1595853638700646e-07,0.0
1986,2.517683848068941e-07,0.0
1987,3.030965203265623e-07,0.0
1988,3.14219432695495e-07,0.0
1989,3.0513959359268483e-07,0.0
1990,2.457341565786919e-07,1.089730194969718e-09
1991,2.2449412107050648e-07,0.0
1992,3.058018940294005e-07,0.0
1993,3.257054075334054e-07,0.0
1994,2.8062609302992314e-07,2.637463358823311e-09
1995,2.6624233839811495e-07,0.0
1996,2.2847034664152943e-07,0.0
1997,2.867346786672442e-07,4.79489448146353e-10
1998,3.35199478840309e-07,0.0
1999,3.546476001758947e-07,4.570201161957499e-10
2000,2.6243106177048503e-07,3.092622158362701e-09
2001,2.9441742910307767e-07,3.5049694258049158e-09
2002,2.3614783373204773e-07,1.3143663935011318e-09
2003,2.2751399342268996e-07,8.333845835650777e-10
2004,2.413825654912216e-07,4.404791253964646e-10
2005,2.450039833234996e-07,9.007499190971657e-10
2006,3.0142955331768917e-07,4.1178899179428186e-10
2007,2.2249250442030188e-07,3.994479469415779e-10
2008,2.5587212348909816e-07,2.554463751636149e-09
2009,2.3602553156365502e-07,9.53638501499654e-10
2010,1.5305089462458454e-07,1.4171379625338432e-09
2011,1.0477683254350723e-07,4.971163480860241e-09
2012,1.1574459346519461e-07,3.063827413996023e-09
2013,8.423157682457827e-08,1.1156500168141292e-09
2014,8.250345828741956e-08,8.661780737106994e-10
2015,8.622478064879147e-08,1.5516027351836215e-09
2016,1.0998815858087596e-07,2.4856081637381067e-09
2017,6.9179308725964e-08,7.54683426862357e-10
2018,6.06644681155899e-08,1.290733298020541e-09
2019,5.1785050469987937e-08,1.02039510174734e-09
