year,nombreux_ADJ oeufs_NOUN,nombreux_ADJ feux_NOUN
1988,4.197587610832443e-09,1.199310784016916e-08
1989,1.0976244357863152e-09,1.3171493229435782e-08
1990,5.44865097484859e-10,1.4166492867673242e-08
1991,1.1722930404189924e-09,8.7921980806982e-09
1992,0.0,9.91789939064347e-09
1993,1.1078414852150331e-09,1.0524494165053966e-08
1994,2.1099706426497278e-09,1.8989736005892155e-08
1995,2.1689803286761844e-09,1.138714633697191e-08
1996,2.6690460952494277e-09,1.6548085568501847e-08
1997,4.79489448146353e-10,1.2466725429760572e-08
1998,2.3840645013706308e-09,1.382757464085671e-08
1999,1.3710603763428253e-09,1.5081663917726473e-08
2000,0.0,1.4137700787841823e-08
2001,0.0,1.5772362971233633e-08
2002,0.0,1.927737436346888e-08
2003,8.333845835650777e-10,1.0000615446870142e-08
2004,0.0,7.047666006343434e-09
2005,1.8014998381943315e-09,1.306087415997581e-08
2006,1.2353669198716943e-09,1.1941880373456115e-08
2007,1.1983438685803094e-09,1.4779574009082808e-08
2008,4.257439678578834e-10,1.1069342775726909e-08
2009,4.76819250749827e-10,1.0013204487790972e-08
2010,0.0,2.3146585093059002e-08
2011,3.82397197240536e-10,2.5238215073386527e-08
2012,0.0,2.6212745751763578e-08
2013,0.0,3.0680375573410856e-08
2014,0.0,2.5985341878254076e-08
2015,0.0,2.8593822420930337e-08
2016,0.0,2.38204105329487e-08
2017,0.0,2.616235761365715e-08
2018,0.0,2.452393310647949e-08
2019,2.55098775436835e-10,2.5764975930542278e-08
