year,pensées_NOUN in_ADJ,pensées_NOUN fines_ADJ
1937,0.0,0.0
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,9.744772988540262e-09
1947,0.0,1.7881307101674793e-08
1948,1.522064252412747e-08,6.523132700664291e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,5.317680518146517e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,5.272402070488624e-09
1953,0.0,5.386913581872932e-09
1954,0.0,2.9317608341017376e-09
1955,0.0,6.569925492527773e-09
1956,0.0,4.360570571293465e-09
1957,0.0,3.534015080575159e-09
1958,0.0,8.272243445794913e-10
1959,7.750747821333448e-10,7.750747599288843e-09
1960,0.0,9.689166802218097e-09
1961,0.0,4.16889545107324e-09
1962,0.0,8.8787386332001e-09
1963,0.0,2.5864212993553792e-09
1964,0.0,4.258777774879263e-09
1965,5.472043373977442e-10,7.1136565527041284e-09
1966,0.0,1.1078149952936656e-08
1967,2.465167847631733e-09,1.6763140597841897e-08
1968,4.4914158503495116e-10,1.9313088017725022e-08
1969,0.0,8.629339909305145e-09
1970,0.0,1.5175793066646293e-08
1971,5.138397485282553e-10,1.0276794526475896e-08
1972,0.0,1.0773308467548759e-08
1973,5.513203782392395e-10,1.1026407342740185e-08
1974,0.0,6.750686232237513e-09
1975,0.0,5.711480177694739e-09
1976,5.713526873840635e-10,7.998937512354587e-09
1977,0.0,4.113747398282186e-09
1978,0.0,8.910887361324171e-09
1979,5.851973350345929e-10,3.5111840102075575e-09
1980,0.0,5.685150683554241e-10
1981,0.0,4.427884725544118e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,6.315316047889041e-10
1984,0.0,5.799008384599347e-09
1985,0.0,4.812446441349039e-09
1986,5.994485463567401e-10,7.792831269171074e-09
1987,0.0,3.6664902225425067e-09
1988,0.0,5.996553809062277e-10
1989,0.0,6.585746614717891e-09
1990,1.089730194969718e-09,6.538381391862913e-09
1991,1.1722930404189924e-09,3.5168792322792797e-09
1992,5.509944167592096e-10,1.1570882918476855e-08
1993,0.0,4.985286850001103e-09
1994,0.0,3.164955852952289e-09
1995,0.0,6.506940763983948e-09
1996,0.0,6.939520069693117e-09
1997,9.58978896292706e-10,1.438468344439059e-09
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,4.570201161957499e-10,9.597422412355172e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,2.190605918883648e-09,5.257454027685071e-09
2002,8.76244299341522e-10,4.81934359086722e-09
2003,0.0,3.333538334260311e-09
2004,4.404791253964646e-10,3.0833537945085254e-09
2005,9.007499190971657e-10,4.053374524914943e-09
2006,0.0,6.1768350434476815e-09
2007,0.0,5.192823504529542e-09
2008,8.514879357157668e-10,3.405951742863067e-09
2009,0.0,4.76819250749827e-09
2010,0.0,3.3066551718974324e-09
2011,0.0,1.911985902935953e-09
2012,0.0,2.382976926895708e-09
2013,0.0,2.7891249310130206e-09
2014,6.496335691608124e-10,1.5158115873603606e-09
2015,4.433150790905671e-10,3.546520632724537e-09
2016,0.0,7.042556315894899e-09
2017,0.0,2.5156112748447867e-09
2018,0.0,1.0325866828253538e-09
2019,0.0,1.2754939326953263e-09
