year,nos_DET hôtes_NOUN,nos_DET fautes_NOUN
1849,3.4020423633762675e-07,6.661635136850919e-07
1850,2.3693596773455283e-07,7.882024490868389e-07
1851,2.7926069279260446e-07,7.610337871000183e-07
1852,2.1875432487661328e-07,8.079587039411251e-07
1853,2.7112571032716914e-07,8.939981857025714e-07
1854,2.7173326166973766e-07,1.12434173349385e-06
1855,2.361586979304775e-07,8.692763131534775e-07
1856,2.2365458107742597e-07,1.2533975191075797e-06
1857,2.6262518559860837e-07,8.781835081350664e-07
1858,2.3049214092907278e-07,1.0320762857674026e-06
1859,2.316938854107775e-07,9.237202576173331e-07
1860,3.4145792682238607e-07,8.989589002084131e-07
1861,4.263231261347755e-07,8.58305379658475e-07
1862,1.7755686521070402e-07,9.054044216583179e-07
1863,2.906869340790763e-07,8.865451803785618e-07
1864,2.9823208613777297e-07,9.359308927869847e-07
1865,2.729969654780007e-07,9.474877655790692e-07
1866,2.676087236253011e-07,9.706897827754801e-07
1867,3.154327430365811e-07,8.371099902149126e-07
1868,2.43535794197669e-07,8.210070969738581e-07
1869,3.6577557693817653e-07,8.409419738342194e-07
1870,3.302812210392858e-07,9.816692099207103e-07
1871,4.482136795047609e-07,1.2426777438179215e-06
1872,4.58388313973046e-07,1.2524039192385317e-06
1873,3.1845543269071186e-07,9.182531002238647e-07
1874,2.843913851080515e-07,6.512323782459362e-07
1875,2.797826876843601e-07,7.071807655023576e-07
1876,3.083467650100147e-07,5.74371412653818e-07
1877,3.098592795680588e-07,5.690030582261585e-07
1878,3.0014270713252245e-07,6.008893365105905e-07
1879,3.024116068672811e-07,7.147910610072472e-07
1880,3.5426512567937607e-07,5.577108392884611e-07
1881,2.726250514228923e-07,5.201490571593581e-07
1882,4.246135780761051e-07,6.595486805593964e-07
1883,3.292375510000056e-07,5.478867013408717e-07
1884,4.77962867506676e-07,7.473120824386115e-07
1885,4.176771959407688e-07,5.278975665490293e-07
1886,3.5235911433062483e-07,5.65323414747354e-07
1887,4.5245446855801674e-07,9.564874545731072e-07
1888,3.9628841008720883e-07,5.573400567726594e-07
1889,6.741287208456015e-07,5.638622955217443e-07
1890,3.9522949180081923e-07,4.797810837509076e-07
1891,5.800540030520551e-07,5.296976617330529e-07
1892,5.108837477507677e-07,6.28104936062357e-07
1893,5.68421857138901e-07,5.148436348356711e-07
1894,5.097945177112706e-07,4.354363785097348e-07
1895,4.712575076837311e-07,5.07369199542751e-07
1896,5.590383409526112e-07,4.800181674369242e-07
1897,4.7604249786559194e-07,3.717443233242079e-07
1898,4.724726192506523e-07,4.973694114340788e-07
1899,5.057734249191981e-07,4.853213919631116e-07
1900,5.746496007930091e-07,3.5662534703106985e-07
1901,5.152817372788832e-07,4.2474415540283417e-07
1902,3.6728923191731155e-07,3.3242622343720996e-07
1903,4.611788213537693e-07,4.806196169937493e-07
1904,4.778041784447851e-07,3.9557239972509706e-07
1905,4.4743782012801603e-07,4.118285641396824e-07
1906,4.701784739324921e-07,3.7706871358622607e-07
1907,4.330274059327621e-07,4.150274661718356e-07
1908,5.053819371880763e-07,4.056807236807458e-07
1909,4.994892961462938e-07,4.906877286714462e-07
1910,4.954027765791125e-07,3.740905367699554e-07
1911,4.671288564850329e-07,3.926436100698538e-07
1912,4.813505185552458e-07,3.542406377121665e-07
1913,5.032537195859277e-07,4.6613279813811914e-07
1914,5.303820884705601e-07,5.719019098293643e-07
1915,6.856403302890612e-07,6.49119971996015e-07
1916,9.504154760975325e-07,7.196787841223795e-07
1917,7.588766024468896e-07,5.3735480953776e-07
1918,6.294534458106682e-07,5.892511083516183e-07
1919,7.67013773383951e-07,5.451046476423471e-07
1920,4.74778914849594e-07,3.9451327360495725e-07
1921,4.6799579678236114e-07,3.544045878989266e-07
1922,5.3342475325735e-07,3.688967646908736e-07
1923,5.403517562285742e-07,3.620038171447959e-07
1924,5.092191592837025e-07,4.112428078073549e-07
1925,6.005005275255826e-07,3.607402270233706e-07
1926,5.350146246030363e-07,3.276964806175897e-07
1927,5.373926548202235e-07,2.9768431275556395e-07
1928,5.324535266026942e-07,3.313551841799267e-07
1929,4.3670392813055514e-07,2.8296631970903263e-07
1930,5.199283670265231e-07,3.098562997294607e-07
1931,5.23505875094088e-07,2.8399339058182704e-07
1932,4.5372483015171383e-07,3.002913140370822e-07
1933,4.2441451242325456e-07,2.7759001608451683e-07
1934,4.900466343826793e-07,2.731800208266577e-07
1935,4.212836159922517e-07,2.968134333869443e-07
1936,4.558892641171042e-07,3.843534637226753e-07
1937,5.162358647226029e-07,2.7070903652059997e-07
1938,4.5637555778910155e-07,2.6319385337814083e-07
1939,3.9152769204520155e-07,3.058810138512058e-07
1940,3.1950864709529014e-07,4.386904315367701e-07
1941,3.217137987121532e-07,4.043558523569857e-07
1942,3.4286594186028196e-07,4.763712517785734e-07
1943,3.164526454213501e-07,3.977432223578603e-07
1944,3.18105435326288e-07,4.98043839058937e-07
1945,5.511615199793596e-07,5.685895452245404e-07
1946,4.7192543917162766e-07,4.468674488222746e-07
1947,4.48224739102443e-07,4.541851854611423e-07
1948,4.870605820883611e-07,3.674698030309287e-07
1949,4.849602177614543e-07,3.386867968302454e-07
1950,3.690470400385948e-07,3.477763304005066e-07
1951,4.936229096585976e-07,3.0278380025450247e-07
1952,4.439362548680492e-07,3.015814051821053e-07
1953,5.311496771298607e-07,2.5318494500936595e-07
1954,4.7299074168449806e-07,2.5994945307417083e-07
1955,4.842973524432637e-07,2.6279700815479146e-07
1956,4.944887379565444e-07,3.1396110578008063e-07
1957,4.6737350345438244e-07,3.048087915402675e-07
1958,4.615911848304677e-07,2.3741338939231582e-07
1959,3.4878365084978213e-07,2.7825184911733913e-07
1960,3.591912545175546e-07,2.948274908654014e-07
1961,3.731161655196047e-07,5.350082661337296e-07
1962,3.8115157607876426e-07,3.056823056901692e-07
1963,3.7438448785565015e-07,2.541158838909041e-07
1964,3.4435260687359914e-07,4.73332735673182e-07
1965,3.223033644417228e-07,3.28869809607113e-07
1966,2.996639345553831e-07,3.0077177282095136e-07
1967,2.9927135614116196e-07,2.844803725920997e-07
1968,3.4763559142447775e-07,2.950860222838969e-07
1969,2.9657678801697784e-07,2.5888019838937737e-07
1970,3.3892601969398584e-07,2.616674565913968e-07
1971,3.1138687894838313e-07,2.9597168627049086e-07
1972,3.3961572043494925e-07,1.8571131166211785e-07
1973,3.004695976471794e-07,1.951674093447764e-07
1974,2.8465392531984435e-07,1.738301638187778e-07
1975,2.9642582966005193e-07,1.8448080751909401e-07
1976,3.233856240569821e-07,2.193994275145883e-07
1977,2.5505233125500126e-07,2.0686272161896113e-07
1978,2.5841572792728584e-07,1.7346526115513683e-07
1979,2.691907763363588e-07,2.2120459020058547e-07
1980,3.069981460157578e-07,1.8590443251476074e-07
1981,3.017287255602241e-07,1.7774794236480318e-07
1982,2.880281151362851e-07,2.141588297810415e-07
1983,2.949252717598938e-07,1.7430271892493465e-07
1984,3.0850726062681133e-07,2.4065885018131894e-07
1985,3.049887880024471e-07,1.666309557002421e-07
1986,3.171082791908475e-07,2.0980698711703383e-07
1987,3.1287382640243777e-07,1.6743638520111404e-07
1988,2.9622975539211893e-07,1.9488800218070423e-07
1989,2.6233223238136816e-07,2.118415147744912e-07
1990,3.214704022980186e-07,1.75446556394121e-07
1991,3.1417453882909285e-07,1.8873918117279231e-07
1992,3.124138316934477e-07,2.1764280078162557e-07
1993,2.802838956483811e-07,2.088281245704593e-07
1994,2.785161221652288e-07,2.17854462469802e-07
1995,2.71122537753854e-07,2.5268621683949277e-07
1996,3.2348839695828246e-07,1.9964465014510324e-07
1997,2.771448919247632e-07,1.975496566331003e-07
1998,3.0659072081107297e-07,2.298238257480989e-07
1999,3.066604854495836e-07,1.878352642314951e-07
2000,3.499080847291225e-07,3.5962776401277097e-07
2001,3.211428207805511e-07,2.2563240942297114e-07
2002,3.119429692333142e-07,2.5104398382325144e-07
2003,2.9960175496057673e-07,2.0584599136341808e-07
2004,3.136211326193461e-07,2.3301346008253176e-07
2005,3.3417821754255783e-07,2.1212660206160194e-07
2006,2.845462070411031e-07,2.2360141649357956e-07
2007,3.2235448799156075e-07,2.0931071986751704e-07
2008,4.087142038144975e-07,2.0733731798117105e-07
2009,4.5726964970072004e-07,2.2982687930550583e-07
2010,4.69072652720115e-07,2.2768682517160244e-07
2011,5.670950287139931e-07,2.8718028088903225e-07
2012,6.148080586854121e-07,2.9276572899306075e-07
2013,6.002197281418375e-07,2.67477090254431e-07
2014,6.634923934711878e-07,2.665662890422027e-07
2015,6.303940125462759e-07,2.761853039601192e-07
2016,6.721498522210823e-07,4.1116098614679686e-07
2017,5.494095205449412e-07,3.232560570332055e-07
2018,6.500133125086904e-07,3.1545522549691896e-07
2019,5.425951030701981e-07,2.79843368033994e-07
