year,les_DET hôtes_NOUN,les_DET fautes_NOUN
1997,8.079397417759537e-07,2.4070371011930547e-06
1998,9.326460741476694e-07,2.468460451154897e-06
1999,9.807651437654386e-07,2.4514558845112333e-06
2000,9.520857702227659e-07,2.619450896190756e-06
2001,9.910300846627251e-07,2.625222037977437e-06
2002,9.581731248431424e-07,2.5971881143505016e-06
2003,9.867273718100478e-07,2.8197568155974295e-06
2004,1.0227925315575703e-06,2.4900285922058174e-06
2005,1.0052369106006154e-06,2.4540931775618446e-06
2006,9.405260641415225e-07,2.48349930132008e-06
2007,9.794463551315857e-07,2.4558060403023774e-06
2008,1.2636081123673648e-06,2.319453201948818e-06
2009,1.192524933912864e-06,2.450850928426007e-06
2010,1.1474093213337255e-06,2.121927721532302e-06
2011,1.4859955399515457e-06,2.0924775725461586e-06
2012,1.5986370272003114e-06,2.040509031075999e-06
2013,1.4500660654448438e-06,2.2254428699852724e-06
2014,1.391731586863898e-06,2.4647096950047853e-06
2015,1.4802290877469204e-06,2.4672700646988233e-06
2016,1.683585225009665e-06,2.869427476070996e-06
2017,1.1619608812907245e-06,2.1043087912175906e-06
2018,1.4954436835523666e-06,2.198893355398468e-06
2019,1.4351857373640087e-06,2.3897652994264718e-06
