year,les_DET humeurs_NOUN,les_DET fumeurs_NOUN
1849,9.401703362499347e-07,1.1228416241237937e-07
1850,1.1860376076811008e-06,1.5411020548583565e-07
1851,1.0828607699409076e-06,2.1863597510218824e-07
1852,9.524928081816597e-07,1.1067926841690223e-07
1853,2.59181841499867e-06,1.2779934488449385e-07
1854,1.142526606656702e-06,1.4443947460307527e-07
1855,1.5618315920562509e-06,1.9423389829853477e-07
1856,1.6007869305667555e-06,1.4081954713418554e-07
1857,1.015842068241568e-06,2.806867671623081e-07
1858,1.140715880865173e-06,1.7372550326077985e-07
1859,1.0958356924106738e-06,2.5053492569426794e-07
1860,8.527293822169213e-07,2.4716793056711595e-07
1861,1.082785253458951e-06,2.1316156328943237e-07
1862,1.1773872472531366e-06,1.7077987968239228e-07
1863,1.1043106695751703e-06,2.427385741299304e-07
1864,1.130596857024102e-06,3.0925994165542647e-07
1865,1.0886930752462831e-06,3.285377388473343e-07
1866,8.471032195700445e-07,3.070201638477599e-07
1867,1.3529638920317666e-06,2.1546482820156143e-07
1868,1.0358915645269917e-06,2.7416302184057884e-07
1869,9.99168037196796e-07,2.8666256601805884e-07
1870,1.408855759166272e-06,2.1789385540316175e-07
1871,1.2872866825830442e-06,2.0286448809692104e-07
1872,1.0274429449452782e-06,2.1589000787081147e-07
1873,1.5749177677548687e-06,2.9032121062755323e-07
1874,1.3006724657316227e-06,2.5093358102523666e-07
1875,9.62360857670319e-07,2.6776747175105697e-07
1876,1.0526111466901966e-06,3.4885506128290444e-07
1877,1.3785954529055289e-06,2.152315982106856e-07
1878,7.434118227678255e-07,2.0291338231892553e-07
1879,6.872991100692616e-07,2.6758844207108723e-07
1880,7.945293809541454e-07,2.2013212253035874e-07
1881,9.147929773689611e-07,2.7053329132442627e-07
1882,8.40575136606958e-07,2.515735639807559e-07
1883,1.148855766075485e-06,3.3176529745659877e-07
1884,6.727129466810311e-07,2.627475419458847e-07
1885,6.284494915576033e-07,3.1132419331392214e-07
1886,6.692241889538764e-07,2.0134807643401587e-07
1887,5.216610698965951e-07,2.9184293470763123e-07
1888,6.911269885279125e-07,2.1431277996697418e-07
1889,5.093556350033168e-07,2.136411711428643e-07
1890,7.963579466974124e-07,2.883930134700563e-07
1891,7.107255459715134e-07,3.097870799884106e-07
1892,7.258937273491028e-07,2.802025012016429e-07
1893,9.249941435029996e-07,3.103841984541944e-07
1894,5.885637666125376e-07,2.1866341315401883e-07
1895,6.969555634839253e-07,1.968086951187331e-07
1896,6.875935740779937e-07,2.2172828412214685e-07
1897,7.603861362781572e-07,1.9169888010317493e-07
1898,6.897534827743357e-07,2.2124167653458926e-07
1899,7.738609806295926e-07,1.7964629250855069e-07
1900,6.893718627054568e-07,2.7512581124433666e-07
1901,6.661776819072429e-07,1.9337036361033455e-07
1902,5.239272926615968e-07,2.2194482773851831e-07
1903,6.242654855270757e-07,1.738870876177856e-07
1904,7.685713825367202e-07,1.8273726354323117e-07
1905,5.67167422360626e-07,2.084946679747901e-07
1906,6.070137761327032e-07,2.38175735522983e-07
1907,5.559413409628178e-07,2.9828490277772346e-07
1908,5.75123655366383e-07,2.450783191942918e-07
1909,7.310807035310063e-07,2.695481897130314e-07
1910,6.34885093830917e-07,2.586568932372302e-07
1911,7.682620193349976e-07,4.0381640187270307e-07
1912,7.230676732916663e-07,2.9224852848841465e-07
1913,6.68707013318226e-07,3.1605818229252236e-07
1914,6.91103977601415e-07,1.8616948205263384e-07
1915,4.947919993725236e-07,1.9320449062831813e-07
1916,5.394843967110319e-07,1.428370053346839e-07
1917,4.5291332995134326e-07,2.0287884872072226e-07
1918,5.513460905604006e-07,2.4236254247966826e-07
1919,3.894919977653899e-07,2.826809487599391e-07
1920,8.973094480779764e-07,2.1656583326645773e-07
1921,8.822250947559951e-07,2.0446418336206307e-07
1922,8.978947239057788e-07,1.6526575841169233e-07
1923,5.785691872262078e-07,1.560544364842542e-07
1924,8.031481844028576e-07,1.5341033121618608e-07
1925,8.138651850231327e-07,2.034662975880508e-07
1926,7.412182210231322e-07,1.9617203150801288e-07
1927,5.987133526730304e-07,1.4048023466717297e-07
1928,5.918689272021993e-07,1.873870790758403e-07
1929,7.374948935989778e-07,1.8604478624340004e-07
1930,6.050075676000688e-07,5.031226083529461e-07
1931,8.428558508910555e-07,1.1747517181248668e-07
1932,7.386727931546488e-07,1.380901633041276e-07
1933,8.052404751879294e-07,1.4911860302113666e-07
1934,6.913371723982209e-07,1.0423974750040088e-07
1935,7.863162849730543e-07,1.340447841613468e-07
1936,9.311781035137301e-07,1.4064668318880535e-07
1937,9.191516099349428e-07,1.309476310717983e-07
1938,6.573363959816447e-07,1.529895317098351e-07
1939,9.054077789727444e-07,1.4835229578125109e-07
1940,6.415530595660357e-07,1.2171758267953692e-07
1941,6.699910635177275e-07,1.0920559567750843e-07
1942,6.887660894960845e-07,1.7295007737061496e-07
1943,6.735505895250071e-07,2.7290410664626563e-07
1944,6.458504291373401e-07,2.184966518825604e-07
1945,6.666222418516554e-07,1.8299433701685075e-07
1946,6.793499132129455e-07,1.7401379626136304e-07
1947,6.890263524184093e-07,1.3709001578376956e-07
1948,7.79514346405108e-07,1.3807297505330496e-07
1949,5.00667431069246e-07,1.286028054048316e-07
1950,5.221962231516386e-07,1.2230665924484185e-07
1951,5.352023766391767e-07,1.087463008531131e-07
1952,5.335670643091817e-07,1.1810180100546575e-07
1953,4.665067159237424e-07,1.3144069654913437e-07
1954,5.198989398991216e-07,1.211794482536277e-07
1955,4.110896369979855e-07,1.2952138694899418e-07
1956,5.738511426045534e-07,1.5523631713421082e-07
1957,4.682569887393129e-07,1.5814717935214162e-07
1958,4.7317231555155104e-07,1.3235589585436358e-07
1959,4.2861636195823394e-07,1.32537785191289e-07
1960,4.3601250077074383e-07,1.4533749465028833e-07
1961,5.690542508318686e-07,1.1533944599406709e-07
1962,5.955096966658857e-07,2.2450525616335426e-07
1963,4.662024295498668e-07,1.5712510026411053e-07
1964,6.595021808664114e-07,1.6183355605603467e-07
1965,5.658092785409963e-07,1.3625387779159226e-07
1966,5.976661903162039e-07,2.381802196582683e-07
1967,5.300110927919377e-07,1.8045027661006685e-07
1968,5.448087598836082e-07,3.323647802533358e-07
1969,4.078498445636569e-07,3.733324934751536e-07
1970,6.723336110070477e-07,2.3821395345180463e-07
1971,4.4960976808283704e-07,1.6853943041184039e-07
1972,4.1041173659550623e-07,2.1854425957812396e-07
1973,3.859242703185828e-07,1.995779697616662e-07
1974,4.12354408396709e-07,2.52025607050399e-07
1975,3.5639635243001067e-07,1.7534244145522848e-07
1976,3.942333606232751e-07,2.3939676996320713e-07
1977,3.7670170272008363e-07,2.4976322882119817e-07
1978,4.805938402796528e-07,2.1029693031415775e-07
1979,4.7635063538109534e-07,1.9838189868615075e-07
1980,6.071740799029612e-07,2.092135511500004e-07
1981,5.813180052882672e-07,2.625103057152245e-07
1982,5.307414632227392e-07,1.9739857415324025e-07
1983,5.254343058425093e-07,1.793549768702718e-07
1984,5.172715695778152e-07,2.0702460434840475e-07
1985,7.29085620321257e-07,1.9731030265202065e-07
1986,5.383047785301187e-07,2.7155019954872017e-07
1987,5.016980608729682e-07,2.7132027524690017e-07
1988,7.327788971167593e-07,2.080804203941078e-07
1989,5.323478475816046e-07,2.6727155111316847e-07
1990,5.857299854028497e-07,2.936822945942552e-07
1991,5.925941479745234e-07,2.549737321277945e-07
1992,6.463164687886547e-07,3.7908415295717646e-07
1993,6.126363203406981e-07,3.2072009931161105e-07
1994,6.208588665401749e-07,2.711312240832875e-07
1995,6.132792087498729e-07,2.4455252733979194e-07
1996,7.088986393455343e-07,2.8345270064455974e-07
1997,7.7677287890765e-07,4.238686706070638e-07
1998,6.942395884834696e-07,3.480734310778999e-07
1999,6.599370259152693e-07,3.0711752274648063e-07
2000,6.702153960702617e-07,3.3356136575068973e-07
2001,5.923398198603991e-07,2.6331082303432396e-07
2002,7.697806374551419e-07,3.005517930088075e-07
2003,6.737914262089362e-07,3.00018444587824e-07
2004,7.413263887201538e-07,4.2462186691794024e-07
2005,6.998826656001711e-07,3.769638294848221e-07
2006,6.613331002824907e-07,4.1549509138816276e-07
2007,8.847771830744477e-07,4.785386515937518e-07
2008,6.390416835699853e-07,5.670909702382154e-07
2009,7.319175665543298e-07,4.1864730371266035e-07
2010,7.194336966165338e-07,5.177277049850382e-07
2011,7.319082264700683e-07,7.68618358237827e-07
2012,6.437442046092201e-07,7.741270607319883e-07
2013,6.850091018861804e-07,5.084574783986717e-07
2014,7.741466561128618e-07,5.342153251430837e-07
2015,6.213060572690665e-07,5.237767671806282e-07
2016,7.125409702268826e-07,4.314601202148882e-07
2017,7.229866696434328e-07,4.057680999813851e-07
2018,7.241014010617164e-07,4.406563752779036e-07
2019,6.436142143684265e-07,3.925970296081438e-07
