year,aux_ADP îles_NOUN,aux_ADP iles_NOUN,aux_ADP fils_NOUN
2002,1.697723376992144e-06,2.7908380983987513e-07,7.605800522725303e-07
2003,1.7521910500306603e-06,2.3418106431805086e-07,6.804585330755231e-07
2004,1.7539879237915557e-06,3.250735942650351e-07,6.845045534831229e-07
2005,1.6447693838017585e-06,2.1888223533661488e-07,8.16079447574225e-07
2006,1.70027673362938e-06,1.9354083063971572e-07,6.687453018017209e-07
2007,1.562240928620895e-06,2.1610133704719203e-07,7.230007632585966e-07
2008,1.6361340726689377e-06,1.6987183604211253e-07,6.509625540829234e-07
2009,1.69080103873398e-06,2.908597358519671e-07,6.928183724497217e-07
2010,1.316993490263485e-06,1.2990431086379317e-07,6.91090903615077e-07
2011,1.4859955115298362e-06,1.904338002844952e-07,6.171890820638737e-07
2012,1.6279136687558093e-06,6.774463059966429e-08,6.209357055197984e-07
2013,1.4564810477679657e-06,9.706155190691845e-08,6.891927819552279e-07
2014,1.4805148182972516e-06,1.1000461376531323e-07,6.353416317494975e-07
2015,1.2935933852986636e-06,7.469859140962765e-08,6.926798148398916e-07
2016,1.420317925493464e-06,9.321030391973295e-08,7.869020741679833e-07
2017,1.212021508933958e-06,7.244960703589598e-08,1.0613364622713561e-06
2018,1.2127730855127083e-06,5.214562681654655e-08,5.34105465632706e-07
2019,1.0849351070874036e-06,4.821366744733879e-08,5.974413319620453e-07
