year,aux_ADP os_NOUN,aux_ADP fosses_NOUN
1858,4.6930352937124553e-07,9.885225704664435e-08
1859,5.855999347659235e-07,1.4054398733698292e-07
1860,6.138003527667024e-07,1.1717590486792773e-07
1861,6.050581191630044e-07,1.2214346112315866e-07
1862,5.254418056210852e-07,1.3689498268298905e-07
1863,4.220454741243884e-07,1.3735207116116754e-07
1864,5.298174414747336e-07,1.5678760378889933e-07
1865,5.318734110915102e-07,9.225414632219042e-08
1866,4.996984444005648e-07,1.6689052850793473e-07
1867,9.142696626440738e-07,1.1695275503598168e-07
1868,8.111273359645566e-07,1.5116014973060032e-07
1869,8.175011316780001e-07,1.0011214435223792e-07
1870,7.0127418894117e-07,1.4679164728192973e-07
1871,7.817186542524723e-07,1.7843578192788812e-07
1872,5.636120476992801e-07,8.587221600464545e-08
1873,6.267346748245473e-07,1.346850986294612e-07
1874,7.910382464615395e-07,1.0754296564385868e-07
1875,6.179249112392426e-07,1.4475463494534324e-07
1876,6.021830927238625e-07,1.0640986292109744e-07
1877,6.778558372388943e-07,2.2327186388615416e-07
1878,5.272124212751805e-07,1.6486711906793516e-07
1879,5.901608233216393e-07,1.704501750854348e-07
1880,3.780111512696749e-07,1.6172972672201524e-07
1881,4.246257105933182e-07,1.568814145258557e-07
1882,5.038126573708723e-07,1.7570216703788333e-07
1883,4.303469722799491e-07,1.3017838540463345e-07
1884,4.1326623545501207e-07,1.1420935930317455e-07
1885,5.182291147320939e-07,1.32135533292832e-07
1886,3.736555527211749e-07,1.9166787579294464e-07
1887,4.54413140005272e-07,1.2470245813744896e-07
1888,4.387705416775134e-07,1.1603324701070505e-07
1889,4.128725095142727e-07,1.5098978867200685e-07
1890,3.2444214070892485e-07,1.5730528224455753e-07
1891,3.805409392043657e-07,1.6891682530495444e-07
1892,3.372459786987747e-07,1.3853412172970536e-07
1893,3.849010283829557e-07,9.299208914015367e-08
1894,3.446942002938158e-07,1.1720862902464546e-07
1895,2.979214173137734e-07,1.2819648387285554e-07
1896,3.6620551213673025e-07,9.612157048088932e-08
1897,4.0320858829545614e-07,1.3925845887552413e-07
1898,2.783910701964487e-07,8.317781841071792e-08
1899,2.924088846611994e-07,1.227122403690828e-07
1900,2.393075533291267e-07,1.2043243546866478e-07
1901,2.989975200762274e-07,1.3021761535725318e-07
1902,2.474783116213075e-07,9.280436419345506e-08
1903,3.007922657616291e-07,9.936405476196342e-08
1904,3.5203794368499075e-07,1.6661337465251336e-07
1905,2.5958618721233506e-07,1.445012599576856e-07
1906,2.7109851430395793e-07,1.3066228277125447e-07
1907,2.4119935915223323e-07,1.733138192960837e-07
1908,2.4998971070999687e-07,1.3408091881217388e-07
1909,3.075049903600302e-07,1.0946957407220737e-07
1910,2.645354584274173e-07,1.191745586659465e-07
1911,2.6974296929438424e-07,1.447141739774338e-07
1912,2.1775380787403265e-07,1.1252349807477913e-07
1913,2.2643766328656056e-07,1.177263726503952e-07
1914,2.2233189156395383e-07,6.830678356273268e-08
1915,3.145463551845751e-07,1.2723223163924047e-07
1916,2.636990927840088e-07,5.7134802666780615e-08
1917,2.478412000073149e-07,8.992467748214494e-08
1918,2.618893688577373e-07,5.168869243732388e-08
1919,1.8784010080707958e-07,8.194984768561397e-08
1920,2.4003975340747274e-07,9.162400749218591e-08
1921,2.4838612944222405e-07,8.55720450609887e-08
1922,3.0249535143411777e-07,6.861480011943755e-08
1923,2.4735157921895734e-07,9.766672093292073e-08
1924,2.39784213817984e-07,8.50847243771824e-08
1925,2.1666410532361624e-07,6.048997858165706e-08
1926,2.2961044976455014e-07,9.808601619809565e-08
1927,2.5977695372603193e-07,1.3936531173541766e-07
1928,2.2395040844003233e-07,1.1197520288774854e-07
1929,1.927290327330411e-07,6.461435608784427e-08
1930,1.91165582918984e-07,1.6805765579164245e-07
1931,1.8590731087897439e-07,5.246463974373228e-08
1932,2.038473780885397e-07,5.479768383498396e-08
1933,2.133543119953174e-07,7.685343583752058e-08
1934,2.1686659579245315e-07,1.1142869382751996e-07
1935,2.1901959712522512e-07,4.6795991881509735e-07
1936,1.964203732995884e-07,1.2245961444889986e-07
1937,1.9768054926316836e-07,7.68058225908419e-08
1938,2.437460295823257e-07,8.81634605320869e-08
1939,1.636463338172689e-07,9.635252062878408e-08
1940,1.749690170527174e-07,6.339457314652464e-08
1941,2.7448973582977487e-07,1.0625409174735978e-07
1942,2.0025797198286455e-07,1.0012899132050279e-07
1943,2.438717672248458e-07,6.096794180621146e-08
1944,1.767252371109862e-07,2.2492303131116387e-08
1945,1.808158316407571e-07,3.703456785686399e-08
1946,2.0881655871107796e-07,5.846863970759841e-08
1947,1.84773497835522e-07,6.437270272385831e-08
1948,2.848434519364673e-07,7.392883838441833e-08
1949,1.855414524243315e-07,8.737137668912709e-08
1950,2.3610502353221818e-07,5.530388036412148e-08
1951,2.270878525223452e-07,1.1087858187153188e-07
1952,2.8049177558386873e-07,7.908603039119555e-08
1953,2.003931882654797e-07,4.5250075242364574e-08
1954,2.404043755177554e-07,5.179444184655324e-08
1955,2.402715608695871e-07,6.100645189022202e-08
1956,2.066910553821799e-07,8.285084662773556e-08
1957,1.8200177009930485e-07,7.333081253335649e-08
1958,1.7206266988978314e-07,8.106798754514699e-08
1959,1.7129153206951742e-07,5.968075866835676e-08
1960,1.9655166738630214e-07,8.097375303606213e-08
1961,1.924640145034573e-07,6.322825052418324e-08
1962,1.5347534088050452e-07,5.0101456761098007e-08
1963,1.3643372653859842e-07,5.6901267697639923e-08
1964,1.7765187010354566e-07,6.266487329043002e-08
1965,1.1600732108263401e-07,8.262785300416908e-08
1966,1.9608324919317965e-07,6.148372966308102e-08
1967,1.7157567810954788e-07,4.338695175354346e-08
1968,1.6752980513956572e-07,5.569355532308862e-08
1969,2.0619580709535512e-07,7.175977390083688e-08
1970,1.673935940971205e-07,6.898087501205907e-08
1971,1.5261041141911846e-07,6.268845054169248e-08
1972,1.5185234758519073e-07,4.7197352137651194e-08
1973,1.295602913842231e-07,7.167165239074791e-08
1974,1.6257902757388365e-07,4.837991479655912e-08
1975,1.296506013659382e-07,5.425906168810002e-08
1976,1.4455223151799146e-07,4.170874640108124e-08
1977,1.292892051196759e-07,6.346924258382458e-08
1978,1.4970289896609756e-07,5.999997298999915e-08
1979,1.1820986145494317e-07,6.788289041992357e-08
1980,1.5975273015556013e-07,1.1256598675402074e-07
1981,1.480178610790972e-07,6.07252743645148e-08
1982,1.3408204324605322e-07,4.59355158355379e-08
1983,1.0672884087625789e-07,4.483874249672226e-08
1984,1.368565989423587e-07,6.088958837136005e-08
1985,1.215142759747323e-07,7.459292150624464e-08
1986,1.810334566698657e-07,4.3759745271820805e-08
1987,1.0632821556555427e-07,5.560843296947837e-08
1988,1.2952556005529914e-07,4.5573808948873307e-08
1989,1.212874991551871e-07,6.695508769638536e-08
1990,1.2695356588210416e-07,5.0127587913895155e-08
1991,1.365721402635245e-07,3.692723060666481e-08
1992,1.4821749516613636e-07,3.9671596452350855e-08
1993,1.3404881826772908e-07,6.480872649650138e-08
1994,1.566653224926995e-07,4.43093841617781e-08
1995,1.2742759736283915e-07,3.687266580953974e-08
1996,1.564061022918395e-07,6.8861387703123e-08
1997,1.5247763940351433e-07,3.6441196615832894e-08
1998,1.292163034349869e-07,3.909866075346713e-08
1999,1.68183404980482e-07,5.255731361231142e-08
2000,1.65234382620838e-07,5.787621204511595e-08
2001,1.476468440841927e-07,4.994581367934181e-08
2002,1.634195569977237e-07,5.3012778611361e-08
2003,1.7834429399954388e-07,4.666953828946774e-08
2004,1.6429871152467967e-07,4.09645570798034e-08
2005,2.0356948482458392e-07,5.224349597376943e-08
2006,1.7665747975570412e-07,3.747279925248037e-08
2007,1.5658359586723236e-07,5.5523264042012244e-08
2008,1.720005684546777e-07,5.2366506464451845e-08
2009,1.630721868650653e-07,3.909918011579805e-08
2010,1.9036886556023092e-07,6.046455069963486e-08
2011,2.7188440299141803e-07,8.412738305985101e-08
2012,2.542976744734915e-07,4.970209033228201e-08
2013,2.6719817469711415e-07,4.4626001338698984e-08
2014,2.559556264714047e-07,6.063246582588278e-08
2015,2.7153049586559064e-07,3.701680828527287e-08
2016,2.638887224293285e-07,3.396997638738242e-08
2017,2.4954863420134643e-07,3.5721681612699285e-08
2018,2.488533823452599e-07,7.89928824573849e-08
2019,2.2448692504895007e-07,4.872386583087973e-08
