year,nos_DET airs_NOUN,nos_DET fers_NOUN
1863,1.9978482868054925e-08,1.2336713162142132e-07
1864,2.4453112201783256e-08,1.702128429315053e-07
1865,2.8241066374334878e-08,1.063746815077593e-07
1866,3.2113044667880786e-08,1.566727392265932e-07
1867,1.8925964795357686e-08,1.747012081665389e-07
1868,2.7663294210888978e-08,2.6378928552617253e-07
1869,4.102156014873515e-08,1.0499566371890978e-07
1870,1.3188312220080434e-08,1.1410756961538482e-07
1871,1.6993883855676017e-08,1.1683294887099294e-07
1872,3.4469832321804006e-08,1.070379029854962e-07
1873,2.7535620894525437e-08,8.739566714766056e-08
1874,2.509335778055899e-08,9.439882653339282e-08
1875,1.94531928343622e-08,1.0069887679264866e-07
1876,3.0834675479596285e-08,1.2817551997557075e-07
1877,3.834585893258691e-08,2.4862960534832723e-07
1878,5.4955707762260886e-08,1.262169520011014e-07
1879,4.4598075343849075e-08,1.2035370700047565e-07
1880,2.3104245627791897e-08,1.5338651992991004e-07
1881,4.671580100534811e-08,7.878933871996452e-08
1882,1.3976308999019693e-08,7.520585465492502e-08
1883,3.6652167523243406e-08,1.1185229675803043e-07
1884,2.772712726084592e-08,1.1817037393058172e-07
1885,2.707166935067562e-08,7.154655756735906e-08
1886,2.774989482645651e-08,7.808691193655903e-08
1887,2.3504128421336645e-08,4.374379614091595e-08
1888,2.346027505595316e-08,5.452928575344629e-08
1889,4.322944491264025e-08,7.643467148099603e-08
1890,1.7696843102044113e-08,3.998175923669578e-08
1891,1.9122660899206778e-08,6.884157488507014e-08
1892,1.817868566789116e-08,7.271474666836752e-08
1893,2.894455697344256e-08,5.665743080252028e-08
1894,4.2220313245522334e-08,6.742647173929583e-08
1895,2.8889349357186234e-08,6.620476122876084e-08
1896,2.8895442705234586e-08,4.953504351146165e-08
1897,2.097616802476665e-08,4.777905004971217e-08
1898,1.2448381103702388e-08,6.054439649627597e-08
1899,8.844125432005967e-09,7.462230655619351e-08
1900,1.5573159761750333e-08,6.021621512530828e-08
1901,2.4590450786732276e-08,8.159559161668994e-08
1902,2.356936334990678e-08,7.169014271113383e-08
1903,2.1060859722865644e-08,4.3741784416795326e-08
1904,1.8811189050893518e-08,4.2997002402955786e-08
1905,2.5287720029076866e-08,7.483100583627333e-08
1906,2.006231891726884e-08,5.658602963976023e-08
1907,1.5942813902380948e-08,4.6799873643088574e-08
1908,3.14328898465277e-08,4.223794758395627e-08
1909,1.870334465081669e-08,4.5658164971040804e-08
1910,1.4963622119168463e-08,4.7028527738746106e-08
1911,1.7025197585063268e-08,6.544059949487036e-08
1912,2.344239469209697e-08,4.844761869460257e-08
1913,1.909076252637476e-08,3.606033083247695e-08
1914,4.754688076591407e-08,4.085013571852869e-08
1915,2.1205371680821372e-08,6.479418868110542e-08
1916,2.307367052978293e-08,2.0876177675432928e-08
1917,4.496233962925089e-08,2.52227767560953e-08
1918,2.5270027848023346e-08,4.479686666059024e-08
1919,3.4069039145379065e-08,4.4197673076951105e-08
1920,2.953170330499688e-08,5.073395348276222e-08
1921,3.7863738422405646e-08,5.1494683295238985e-08
1922,3.6889677090812256e-08,4.4267613297233055e-08
1923,2.653987030143412e-08,5.307974149104666e-08
1924,5.156649840465377e-08,3.351822286390416e-08
1925,2.969508017258704e-08,6.158979504178319e-08
1926,1.0031524944054127e-08,4.681378129589575e-08
1927,1.8953683067479687e-08,2.8987985345452216e-08
1928,2.2852082337543322e-08,2.6279895593006586e-08
1929,1.7824650200282122e-08,3.230717737778832e-08
1930,2.625900974440043e-08,8.297846787463925e-08
1931,3.5356604755065746e-08,4.676196141417677e-08
1932,1.53433514782364e-08,4.1646240345194485e-08
1933,2.408839039347299e-08,1.3764794637438627e-08
1934,2.6359476379411717e-08,4.553000465534751e-08
1935,2.393656917121234e-08,2.5133395809007197e-08
1936,2.9099314957647948e-08,2.66743711563322e-08
1937,1.6368453259474336e-08,3.6514243184626594e-08
1938,1.2965214124527336e-08,2.9819993585533666e-08
1939,2.2941076593951948e-08,1.5294050470515685e-08
1940,1.0143131667916805e-08,4.3108308034334186e-08
1941,1.0920559567750843e-07,8.854508060096578e-08
1942,4.5513175450651033e-08,7.282108072104165e-08
1943,2.6129116648121453e-08,6.67744117777147e-08
1944,3.213186161588055e-08,4.819779064746399e-08
1945,2.6142049414090707e-08,4.574858447625729e-08
1946,2.227376683094917e-08,4.1763312808029696e-08
1947,1.668921911779364e-08,4.7683482495841645e-08
1948,1.8482209318548826e-08,5.435943961629164e-08
1949,1.0798709482173763e-08,4.024973498939488e-08
1950,1.8080114516649815e-08,7.12569203642488e-08
1951,2.1322804077961166e-08,2.3455083209000804e-08
1952,2.319856839960721e-08,2.7416489856157966e-08
1953,1.4005975934594517e-08,3.770839640537815e-08
1954,2.6385848173049453e-08,3.224936762080688e-08
1955,7.508486277174597e-09,3.2849626130371234e-08
1956,2.3547081839936368e-08,3.8373023869553435e-08
1957,2.6505112771246786e-08,2.1204090927540165e-08
1958,1.4062814024384807e-08,4.384289153946952e-08
1959,2.402731746897757e-08,3.9528815776179727e-08
1960,1.6610000486139143e-08,3.944875004435744e-08
1961,1.0422239238305764e-08,5.141637693384382e-08
1962,1.6489086374082973e-08,5.010145542883038e-08
1963,1.939815952312074e-08,4.073613624200334e-08
1964,6.692365273064382e-09,4.015419097225248e-08
1965,2.1340969214023175e-08,4.049311996823235e-08
1966,2.1602391320207914e-08,4.7636043665200134e-08
1967,3.1061113570096666e-08,7.099683196898354e-08
1968,3.278733495815089e-08,6.647295269779363e-08
1969,1.907538335621517e-08,5.858867646590937e-08
1970,2.4373242757391722e-08,4.000890863053996e-08
1971,3.185806363159571e-08,6.371612581990149e-08
1972,3.026786604687359e-08,4.565830735714371e-08
1973,3.69384653975402e-08,3.4733184994806265e-08
1974,1.518904385600095e-08,2.925297337696975e-08
1975,1.1994108817248161e-08,2.627280926148501e-08
1976,1.656922776760439e-08,3.8851982964160925e-08
1977,1.8218024422367307e-08,2.9971587545141176e-08
1978,2.8514838157356337e-08,2.1386128867817433e-08
1979,2.1067103284089228e-08,3.3356249762306334e-08
1980,2.0466542682839872e-08,3.183684260665842e-08
1981,1.4548763749289151e-08,2.6567308353264707e-08
1982,1.9864007771985825e-08,4.4694015599588965e-08
1983,2.2103606056589342e-08,1.831441609478901e-08
1984,2.145633182237816e-08,3.189454678143022e-08
1985,1.6843562988810845e-08,3.549179083961462e-08
1986,1.7983456501724504e-08,3.0571876807883314e-08
1987,1.588812459374367e-08,5.438626970999394e-08
1988,1.739000587974715e-08,2.8783459060655048e-08
1989,1.3720305114262032e-08,7.793133249833772e-08
1990,2.2339469218923824e-08,2.996757964002228e-08
1991,1.9928982464278988e-08,2.2859714399192654e-08
1992,1.2672871640972971e-08,2.6998726809779328e-08
1993,1.4955860494492157e-08,5.926952084678305e-08
1994,1.1077346151466827e-08,2.2682185019107237e-08
1995,2.006306776269895e-08,3.687266669771816e-08
1996,1.921713232988509e-08,2.028474987980644e-08
1997,1.1507746533467866e-08,2.397447285140686e-08
1998,2.193339376788117e-08,3.099283996110813e-08
1999,1.736676483177213e-08,3.473352966354426e-08
2000,1.9439339027371716e-08,3.8878676389408895e-08
2001,1.095302959441824e-08,1.4896119893137438e-08
2002,1.3143664545633982e-08,2.5849206941597203e-08
2003,9.167230530238157e-09,1.9584537991335083e-08
2004,4.625030919358508e-08,1.8059644668610986e-08
2005,1.7564622978305522e-08,1.9816498664226856e-08
2006,1.6059770735488144e-08,2.2648394715218956e-08
2007,2.1570189912001325e-08,1.9173502258107433e-08
2008,2.6396125840655316e-08,2.299017465290376e-08
2009,2.574823909640145e-08,1.9072770696126895e-08
2010,2.3618965894200983e-08,2.3618964561933353e-08
2011,2.3708625951357476e-08,1.4913490831158782e-08
2012,2.6212745751763578e-08,2.7234020871791387e-08
2013,2.6217775839221247e-08,3.5421887256692486e-08
2014,2.8583876265919628e-08,3.37809435979608e-08
2015,3.125371372814101e-08,3.7903437943853646e-08
2016,3.0655832650161585e-08,4.784795604173553e-08
2017,2.213738048428837e-08,1.4338984805073451e-08
2018,3.536609383125722e-08,2.9686866742650864e-08
2019,3.775461876465158e-08,3.622402561243021e-08
