year,vieux_ADJ airs_NOUN,vieux_ADJ fers_NOUN
1846,4.4494210982293225e-08,3.0443406018321184e-08
1847,5.716816975365191e-08,3.28986633491013e-08
1848,4.746680865030939e-08,4.424872024344495e-08
1849,1.4245005175439474e-08,2.011059585527164e-08
1850,3.86972773824823e-08,2.3761487000228954e-08
1851,3.5471913406581734e-08,5.159551008659946e-08
1852,4.101643469311966e-08,3.971432604998881e-08
1853,7.584353767242646e-08,3.642878354526147e-08
1854,6.494580873095401e-08,3.481095217638952e-08
1855,6.580602018857462e-08,4.82931277190346e-08
1856,3.986435714864456e-08,3.1063134287023786e-08
1857,8.200935042168567e-08,4.1004677098221975e-08
1858,9.200110895335456e-08,5.040486406038269e-08
1859,8.656694916453489e-08,3.157147365762114e-08
1860,8.284703056915532e-08,5.2179897291892985e-08
1861,5.659156343540417e-08,7.073945751390198e-08
1862,6.054101933661293e-08,6.280001230152266e-08
1863,5.8437063188421234e-08,5.044566897538516e-08
1864,6.376988181955312e-08,4.267307929239905e-08
1865,4.8009813014004976e-08,4.848049783845454e-08
1866,8.90407179099384e-08,4.330395597662573e-08
1867,8.104195359237565e-08,4.3190024001660277e-08
1868,5.8290513749170714e-08,5.7796527008768805e-08
1869,9.132180878168583e-08,5.567211758261692e-08
1870,5.6193677266946906e-08,4.472558146062511e-08
1871,3.9298356568906456e-08,5.0981649346582e-08
1872,5.2007116613239646e-08,4.1726641586414814e-08
1873,5.3874039451784483e-08,4.250063073696353e-08
1874,5.377148326601855e-08,8.125468298203486e-08
1875,4.63443683429432e-08,6.694186538425129e-08
1876,6.711076139254146e-08,4.232210315535667e-08
1877,9.772008979780367e-08,7.29808320443226e-08
1878,1.2017786316098622e-07,5.555961546388488e-08
1879,6.231511662235789e-08,4.1543410267408376e-08
1880,5.455169471701993e-08,4.2357786167457334e-08
1881,9.970685965754456e-08,6.484432391040684e-08
1882,9.517200694197925e-08,6.588831347187352e-08
1883,6.76169292224138e-08,6.761692472601055e-08
1884,1.2411189942440615e-07,4.159069089126888e-08
1885,9.346171503388234e-08,9.08834625890087e-08
1886,1.0002868777725382e-07,7.55055243883973e-08
1887,9.466940931179835e-08,8.487602332074573e-08
1888,1.1476512651320547e-07,1.185694962213546e-07
1889,1.2217016320814622e-07,1.108929197357611e-07
1890,1.0093755165030416e-07,5.636772321127026e-08
1891,1.1983533576565009e-07,7.776548593962929e-08
1892,9.966934966243457e-08,9.904249287373545e-08
1893,1.0407723793903756e-07,7.944357371947319e-08
1894,8.065970291681879e-08,5.5453544867134497e-08
1895,9.509410858754563e-08,4.213030280197927e-08
1896,8.314810606702139e-08,7.07643452724227e-08
1897,1.042981736532056e-07,1.2410899685733057e-07
1898,1.1939128796711884e-07,5.8846892247998994e-08
1899,9.175780135706191e-08,7.020024384019052e-08
1900,1.1160764457063266e-07,7.734668905357012e-08
1901,1.1456914705831878e-07,7.544797503422629e-08
1902,8.151071506645735e-08,8.347482494119873e-08
1903,1.0962446839180018e-07,7.452303907307112e-08
1904,9.190608896147978e-08,1.0480519208044825e-07
1905,1.0476341022469526e-07,6.967024868131944e-08
1906,8.745114010721977e-08,8.693671560422445e-08
1907,1.2291396112029673e-07,7.765693288419584e-08
1908,1.394834490131558e-07,6.384806017223355e-08
1909,1.0671907746395703e-07,6.271121222312104e-08
1910,1.2558754658442695e-07,5.451033568970587e-08
1911,1.3992584269040265e-07,5.639596523110413e-08
1912,1.963951805628028e-07,5.574080635950551e-08
1913,1.643926804129059e-07,6.522677115095021e-08
1914,1.4464966524574407e-07,4.955590426902745e-08
1915,8.364340686739524e-08,3.062998032987707e-08
1916,2.2084799100596797e-07,3.076489463182952e-08
1917,2.127486361525044e-07,9.650453591802943e-08
1918,1.5162017064085376e-07,4.709414280767987e-08
1919,1.8507775578768815e-07,6.445493699880345e-08
1920,1.673463265738917e-07,5.830618432511869e-08
1921,2.02949634209304e-07,5.300923078266351e-08
1922,1.7338148583512236e-07,4.426761124332046e-08
1923,1.5817763010517183e-07,4.671017128643484e-08
1924,1.456753575546088e-07,5.414482373566898e-08
1925,1.5287467647340236e-07,4.6192347724627325e-08
1926,1.460144134490804e-07,4.7928393698271066e-08
1927,1.2487131950678076e-07,4.4596898618465275e-08
1928,1.096899955310704e-07,5.3702393643106916e-08
1929,1.2477255495468853e-07,2.33948540540041e-08
1930,1.1764036145223145e-07,4.621585603103995e-08
1931,1.3914535657022498e-07,3.307553431142196e-08
1932,1.074034559067627e-07,3.7262424257278326e-08
1933,1.1700075530640675e-07,4.7029715233293246e-08
1934,1.1502316965561477e-07,6.110605887954534e-08
1935,8.497481829294884e-08,4.0692165192979246e-08
1936,8.244806082302603e-08,6.789840067966679e-08
1937,8.310137644684801e-08,2.7700460591972842e-08
1938,1.2835562479551754e-07,3.3709559033034964e-08
1939,8.258787165260628e-08,6.423500931163062e-08
1940,1.1664601373695405e-07,4.310830958864642e-08
1941,1.8299315662773097e-07,3.5418032950929046e-08
1942,1.2136847038490828e-07,2.730790527039062e-08
1943,1.0741970157823744e-07,3.193558839598154e-08
1944,8.032965581605822e-08,4.819779064746399e-08
1945,1.742803275028848e-07,2.832055301382752e-08
1946,1.0858461507723405e-07,3.480275978517966e-08
1947,8.583027044650748e-08,5.1259746669529704e-08
1948,1.0437012409880708e-07,3.587723140796584e-08
1949,6.479225411748502e-08,3.239612667016445e-08
1950,8.933703710134466e-08,3.4033156071089365e-08
1951,8.102665338682868e-08,4.371174633366337e-08
1952,9.701219738644795e-08,2.6362009464264702e-08
1953,6.572034605412114e-08,2.585718505976331e-08
1954,8.59983206868975e-08,2.6385848173049453e-08
1955,6.94534967315974e-08,1.970977647758332e-08
1956,5.1454734917300016e-08,2.8779767013986657e-08
1957,6.626277981869322e-08,2.3854601849393475e-08
1958,6.948684810881289e-08,2.8125627604680403e-08
1959,7.208195551555718e-08,3.797866376942238e-08
1960,7.543708191448673e-08,3.252791724861481e-08
1961,6.670232721717184e-08,3.196153208762098e-08
1962,8.942158374880549e-08,4.8198869340154715e-08
1963,7.306640270599019e-08,2.392439757414877e-08
1964,4.806334885643082e-08,4.076258608431971e-08
1965,7.825021930418785e-08,3.720989499855776e-08
1966,6.868452961938942e-08,3.6003987569088736e-08
1967,6.162919419239188e-08,3.056808001167255e-08
1968,1.2935277360348607e-07,4.6261582342665974e-08
1969,6.176790401379861e-08,4.859680780011644e-08
1970,6.668151542044143e-08,3.678979965116014e-08
1971,7.245140343226097e-08,2.671966670142467e-08
1972,9.336867634601731e-08,3.231992540264628e-08
1973,5.402939884380231e-08,2.2604135674342274e-08
1974,4.444201562314731e-08,2.5877629039605665e-08
1975,5.311676432029344e-08,3.3126584142451065e-08
1976,7.02763819360186e-08,2.3425460571324663e-08
1977,5.994317309188091e-08,2.4682483612537e-08
1978,6.297027099755326e-08,2.7326720664078152e-08
1979,5.6178943497187106e-08,1.462993370893173e-08
1980,5.11663575952781e-08,1.9329513156751688e-08
1981,6.452060574702045e-08,1.644642821929665e-08
1982,5.58675191664193e-08,2.110550756384555e-08
1983,4.736487113632393e-08,1.6419821946556112e-08
1984,4.929157376709625e-08,2.203623239438457e-08
1985,5.1132242995244326e-08,2.1054452403745927e-08
1986,4.495863992204363e-08,1.6185110141009318e-08
1987,4.033139050507728e-08,1.5277041853778428e-08
1988,4.9171742178000244e-08,2.278690480750356e-08
1989,4.93931004985626e-08,1.591555476299078e-08
1990,4.7403264924472666e-08,4.140974851907231e-08
1991,5.978694517239092e-08,1.4653663171770859e-08
1992,4.573253775674857e-08,1.7631821336294706e-08
1993,5.539207492688547e-08,1.1632335372713243e-08
1994,4.430938460586731e-08,2.004472143823932e-08
1995,4.12106260228029e-08,1.3556127220759606e-08
1996,4.804283104675733e-08,7.473328622609188e-09
1997,4.842843281949172e-08,1.0069278078006505e-08
1998,5.435667460584881e-08,1.4781200263769279e-08
1999,4.2959889867688617e-08,1.3710603319339043e-08
2000,4.550572407779896e-08,1.3695897749244068e-08
2001,4.381211837767296e-08,1.0076787404500465e-08
2002,4.731719166484183e-08,1.927737436346888e-08
2003,4.375269146983385e-08,1.1667384391955693e-08
2004,5.373845368694674e-08,7.488145048473172e-09
2005,4.0533746248350155e-08,1.5763123362155795e-08
2006,6.01211951334335e-08,1.3589036562677848e-08
2007,4.0743690032929436e-08,7.190063211481856e-09
2008,5.7475436937570734e-08,1.5326783397995314e-08
2009,4.434418943155549e-08,9.059565542202108e-09
2010,5.1489344343735866e-08,1.1809482280966677e-08
2011,4.81820474629302e-08,1.5678285336662157e-08
2012,7.114888089798654e-08,2.0765941466382998e-08
2013,7.028595266911353e-08,2.0081699469987058e-08
2014,8.18538248847922e-08,2.576879767901552e-08
2015,7.292533191205486e-08,1.7510945582444037e-08
2016,9.362457209505237e-08,1.7606391011781852e-08
2017,5.182159290573196e-08,1.106868996458843e-08
2018,6.969959942537685e-08,1.9102854409425163e-08
2019,7.474394408957252e-08,1.8622211328533922e-08
