year,plusieurs_DET iles_NOUN,plusieurs_DET fils_NOUN
1948,1.522064341230589e-08,1.1741638572537738e-07
1949,3.9268033269479474e-09,1.2663940873736124e-07
1950,5.317680740191122e-09,1.1379837028258066e-07
1951,2.1322803522849654e-09,1.940375098374858e-07
1952,2.1089607837865287e-09,1.0017563967235077e-07
1953,5.386913803917537e-09,1.1527995580351558e-07
1954,5.863521668203475e-09,1.0456613352971544e-07
1955,2.815682353940474e-09,1.2013578354341803e-07
1956,5.232684952005684e-09,7.674604507457161e-08
1957,5.301022620862739e-09,8.481636443180562e-08
1958,4.9633461784992505e-09,1.1829308332877986e-07
1959,5.425523585955716e-09,1.1316091708124532e-07
1960,6.920833239831836e-09,1.0727291543943807e-07
1961,5.558527305105088e-09,9.171570480859259e-08
1962,5.0735651235811474e-09,1.3191269304657638e-07
1963,1.9398159745165344e-09,9.957722268971736e-08
1964,6.083968384640315e-09,1.0342745992986124e-07
1965,6.0192477668863376e-09,1.0725205135120319e-07
1966,7.200797402795445e-09,1.1964401203101716e-07
1967,2.958201350544698e-09,1.1635591867786843e-07
1968,6.737123747768692e-09,1.0375170678145196e-07
1969,4.5417577476669635e-09,1.012811997602725e-07
1970,5.978342487722443e-09,1.264649334142831e-07
1971,3.083038491169532e-09,1.130447460084838e-07
1972,4.617132176587546e-09,1.0722006571484144e-07
1973,5.513203726881244e-09,1.39484053640615e-07
1974,1.1251143461343815e-08,1.3163837775387321e-07
1975,7.996072248772634e-09,1.44500444498874e-07
1976,1.1427053525636666e-08,1.1084242301784286e-07
1977,7.639816779203557e-09,1.1048349612963193e-07
1978,3.5643548113029055e-09,1.271286551585149e-07
1979,4.681578680276743e-09,1.158690722258271e-07
1980,2.8425753972882717e-09,1.017641989564666e-07
1981,5.060439622894819e-09,1.1132967303595365e-07
1982,4.345251602977385e-09,9.373328158090999e-08
1983,6.9468474306333405e-09,7.407865671993363e-07
1984,9.278413592994639e-09,1.1192086279976365e-07
1985,3.007779025843149e-09,1.1970960578366885e-07
1986,4.795588481876223e-09,1.1149742951133135e-07
1987,5.499735167280306e-09,1.0877253675545262e-07
1988,2.99827696004229e-09,1.1633314667136574e-07
1989,2.744061089465788e-09,1.0537194450321863e-07
1990,2.179460389939436e-09,1.0461410071549437e-07
1991,2.930732601047481e-09,1.0492022894936781e-07
1992,2.754972139307199e-09,1.520744521421591e-07
1993,5.539207426075166e-10,1.323870528757709e-07
1994,4.2199412852994556e-09,1.1604838245915516e-07
1995,3.795715741716776e-09,1.2146289485315265e-07
1996,2.135236876199542e-09,1.0836327035690374e-07
1997,2.397447240731765e-09,1.2035184937531085e-07
1998,1.9072516899143466e-09,1.0775972381082966e-07
1999,1.3710603485872497e-09,1.1654013043482792e-07
2000,1.7672125984802278e-09,1.3121553088524252e-07
2001,4.8193330159929104e-09,1.371319280352168e-07
2002,2.190610692842654e-09,1.1829297896781554e-07
2003,1.2500768753476166e-09,1.0708992004282436e-07
2004,8.809582507929292e-10,1.048340307896467e-07
2005,1.8014998381943315e-09,1.0223511459628298e-07
2006,8.235779835885637e-10,1.20654177315771e-07
2007,1.1983438685803094e-09,1.1583990611185868e-07
2008,1.7029758436759579e-09,1.1495087015589434e-07
2009,2.860915504498962e-09,1.0251614046552504e-07
2010,4.723793023408973e-10,9.731013728142557e-08
2011,0.0,8.489217728779863e-08
2012,0.0,8.714887078653533e-08
2013,5.578250084070646e-10,8.702070175559129e-08
2014,1.5158115873603606e-09,9.8960841743434e-08
2015,1.551602762939197e-09,9.265285072501683e-08
2016,6.21402013178951e-10,9.321030036701927e-08
2017,2.012489092040326e-09,8.024800113304309e-08
2018,0.0,8.286508101917889e-08
2019,2.806086529805185e-09,9.464164252293017e-08
