year,aux_ADP oeufs_NOUN,aux_ADP feux_NOUN
1966,7.699313608888758e-08,3.400991954727317e-07
1967,5.4726723708320435e-08,3.4315135977180944e-07
1968,4.760900745859331e-08,4.6486153060243396e-07
1969,7.221394821010918e-08,3.342733680966603e-07
1970,5.4724827003305165e-08,3.674381359175527e-07
1971,4.521789676026344e-08,3.807552673151804e-07
1972,5.0788452887751134e-08,3.6013630833053867e-07
1973,5.1824113778131675e-08,3.5780692719811213e-07
1974,5.738083264095195e-08,3.425973185144926e-07
1975,7.59626854751616e-08,3.9237867532904147e-07
1976,8.113208344040501e-08,3.2452833398366465e-07
1977,9.931761013604046e-08,5.665217823747071e-07
1978,1.0039599462885462e-07,4.211879272020269e-07
1979,7.549045388799414e-08,4.5060194864277037e-07
1980,8.300319986886961e-08,3.479312198351181e-07
1981,7.021359871295374e-08,3.4980288088348743e-07
1982,5.4005270366808134e-08,3.6748412490794635e-07
1983,8.399370632350411e-08,3.549207523434461e-07
1984,1.1076105943530479e-07,3.2416458850548224e-07
1985,9.324114802478078e-08,3.206292440438574e-07
1986,1.1809136524210118e-07,3.3689007494785983e-07
1987,1.0816145917802444e-07,3.3242843144876133e-07
1988,1.6850316275629496e-07,2.584514637860025e-07
1989,1.4049593144438433e-07,3.40812388088807e-07
1990,1.0624869695163852e-07,3.3018825318364975e-07
1991,1.3246910790520872e-07,3.528602050550944e-07
1992,1.1791280640771618e-07,3.4492249767481553e-07
1993,1.002596525800925e-07,3.384455879995585e-07
1994,1.2290578732532254e-07,3.212430206289696e-07
1995,1.4044148127778655e-07,3.329384927752699e-07
1996,1.6601466601429138e-07,3.7633549254678655e-07
1997,1.1555695667020416e-07,3.7783768647159377e-07
1998,1.0013071694014997e-07,3.857416670527414e-07
1999,9.597422359619578e-08,3.409370119555888e-07
2000,7.510653243780752e-08,3.3842120039651036e-07
2001,4.731708569405413e-08,3.29467113147075e-07
2002,4.906968231743747e-08,3.1500982178300774e-07
2003,5.6670153458782124e-08,3.4918813618389777e-07
2004,5.065510055857203e-08,3.2419263984451163e-07
2005,5.0892369651833747e-08,3.323767137075606e-07
2006,4.77675232701813e-08,3.401377073330991e-07
2007,3.2355285395357924e-08,3.287456733502836e-07
2008,4.129716399403627e-08,3.7039725420129344e-07
2009,3.242370882894363e-08,3.5761445182913576e-07
2010,2.3618965450111773e-08,3.8215486775072804e-07
2011,5.8506770511668194e-08,3.877507692706672e-07
2012,3.029784986785522e-08,4.0136140633251216e-07
2013,2.6496688509958233e-08,4.108381084222401e-07
2014,3.226513423104649e-08,4.735828706969869e-07
2015,1.9949178850509064e-08,4.468616054964514e-07
2016,3.894119321445899e-08,4.78686674298956e-07
2017,1.5093667926624477e-08,3.8539165281292753e-07
2018,3.7173120415179284e-08,3.743126795185958e-07
2019,2.678537114331192e-08,3.721891213004369e-07
