year,ces_DET airs_NOUN,ces_DET fers_NOUN
1868,3.665386465456777e-07,2.9985036320567815e-07
1869,4.2193605054308136e-07,2.510128780386367e-07
1870,2.712205091626174e-07,2.597524044745114e-07
1871,2.655294260023311e-07,2.3154165873506827e-07
1872,3.319989190231354e-07,2.116568786902917e-07
1873,3.3162464418978743e-07,2.0112975107622333e-07
1874,3.0231522352153206e-07,3.082898416550961e-07
1875,2.4888642258247273e-07,2.551801117078867e-07
1876,2.6844305978102057e-07,2.3277156202539118e-07
1877,3.117147393538744e-07,2.8017216990861016e-07
1878,3.907290277993525e-07,1.787570198530375e-07
1879,3.097427843101741e-07,1.9122187921993827e-07
1880,2.5350492194320395e-07,1.9189360855875748e-07
1881,3.249188438303463e-07,1.9871647083391508e-07
1882,2.622221639825284e-07,1.6172586292384494e-07
1883,2.4076681448548243e-07,1.3902545781263598e-07
1884,3.129204415586173e-07,1.4589750207960606e-07
1885,2.391330813367176e-07,1.379365990317183e-07
1886,3.175104374975035e-07,1.690807565069008e-07
1887,2.872726856395502e-07,1.658346882038586e-07
1888,2.460158547989977e-07,1.8958438197103078e-07
1889,3.0887123614320444e-07,1.603875023903356e-07
1890,2.5758738786407775e-07,1.5533896302599715e-07
1891,2.2373512464923806e-07,2.020627825061183e-07
1892,2.3506920854288182e-07,2.037266497723067e-07
1893,1.9460596156761767e-07,1.9275843854416053e-07
1894,2.350474090917487e-07,1.8400494639081444e-07
1895,2.4194829784107696e-07,1.5828956634322822e-07
1896,2.1642096648122333e-07,1.4624631461401805e-07
1897,2.1966709518039806e-07,2.1500572344734792e-07
1898,2.2633420115880654e-07,2.2463668258865255e-07
1899,2.5150482407809704e-07,1.72460438818689e-07
1900,2.3515470104484848e-07,1.3912022467366114e-07
1901,2.1851968501351848e-07,1.117747761014698e-07
1902,1.9935752160193942e-07,3.5304941548019997e-07
1903,2.694710055095584e-07,1.468859949227408e-07
1904,1.9348650681649815e-07,1.5478919834777116e-07
1905,1.9610884827159225e-07,1.052794829092818e-07
1906,1.8879157437368121e-07,1.4043623863813082e-07
1907,2.000566077242638e-07,1.14685404284387e-07
1908,2.681618447297751e-07,1.1885561512769982e-07
1909,2.2884090888908304e-07,1.595285219480047e-07
1910,2.933938674232195e-07,1.2879403143983836e-07
1911,2.0270625533669318e-07,1.1811230749003698e-07
1912,2.9745795515623286e-07,1.1564915425310573e-07
1913,2.6196769375985696e-07,1.267414564409819e-07
1914,2.270196119980028e-07,1.1719301440393792e-07
1915,1.684648918143239e-07,1.2134184501633172e-07
1916,1.4173825491070602e-07,1.219608281033402e-07
1917,2.5771097966753587e-07,9.540789491779833e-08
1918,2.63038021586226e-07,1.0682330042754984e-07
1919,2.2282992784283806e-07,1.1325653659355339e-07
1920,2.559414298275442e-07,1.0828291330255979e-07
1921,3.612200565328294e-07,9.844571913220079e-08
1922,3.1430005975607855e-07,7.673052770940103e-08
1923,2.6964508137439225e-07,8.386599148479945e-08
1924,3.0166401998599213e-07,9.153053426302904e-08
1925,3.1894715490921044e-07,6.488925130554435e-08
1926,3.35498771875109e-07,1.0700292563114999e-07
1927,3.7015426102016136e-07,9.922810129125992e-08
1928,2.685119735446051e-07,8.112489080502883e-08
1929,3.130454260258375e-07,7.129859902477165e-08
1930,3.445182059635954e-07,7.982738381429044e-08
1931,2.919771411313832e-07,9.010231671879865e-08
1932,2.1590287069273018e-07,8.658033934239029e-08
1933,2.2253084708268034e-07,8.258876693645334e-08
1934,2.1447027975796118e-07,7.907842736187831e-08
1935,2.5492445665520336e-07,8.018750463634206e-08
1936,3.0918022098092024e-07,7.274828739411987e-08
1937,1.586480848914107e-07,7.051026340576527e-08
1938,1.970712553145404e-07,7.649476252424847e-08
1939,1.529405118105842e-07,5.505858169385647e-08
1940,1.3946805843545462e-07,3.296517858686343e-08
1941,3.5418031529843574e-07,5.312704587367989e-08
1942,1.8205270713167465e-07,1.0012899132050279e-07
1943,1.9451676003257035e-07,6.387117412742782e-08
1944,2.7954719428180397e-07,7.390328171652527e-08
1945,2.091363882072983e-07,3.267755976921194e-08
1946,2.0324812055605435e-07,4.454753543825518e-08
1947,1.8954184177744082e-07,7.629357501315326e-08
1948,2.58750922910167e-07,6.631851423577473e-08
1949,2.130290823743053e-07,4.810333908977782e-08
1950,1.7441992206101986e-07,4.679559140186029e-08
1951,2.1855874088316796e-07,1.098124418064117e-07
1952,1.6660790080891275e-07,4.5342655408120436e-08
1953,1.853098279269716e-07,6.679773090212393e-08
1954,2.277000969996834e-07,6.352148496091559e-08
1955,2.017905682549781e-07,6.006789021739678e-08
1956,2.2936601773437815e-07,5.494319132992587e-08
1957,1.899533081939353e-07,8.393286154984025e-08
1958,1.7537156615787808e-07,7.775909161011896e-08
1959,1.8524288059040828e-07,6.743150393617725e-08
1960,2.159299992143815e-07,6.505583449722963e-08
1961,1.9732772749136984e-07,5.28060102311656e-08
1962,1.953322588121864e-07,4.502789208160607e-08
1963,2.3342452060148844e-07,7.888585162874051e-08
1964,1.898198114247407e-07,6.144808128993873e-08
1965,1.931631334883832e-07,6.840054211920688e-08
1966,1.9275980278621319e-07,6.203763902590254e-08
1967,2.760987953820404e-07,7.78993030081665e-08
1968,3.265259405083043e-07,7.545578739609482e-08
1969,1.7349514536135757e-07,6.403878582972311e-08
1970,1.9590568989258372e-07,5.058597629670203e-08
1971,2.3585244868229438e-07,5.9091571635860873e-08
1972,3.539801411989174e-07,6.104874650247893e-08
1973,1.6429347304836028e-07,4.410562848278232e-08
1974,1.4176440465973883e-07,6.581919009818193e-08
1975,1.2565256346519504e-07,4.112265772349133e-08
1976,1.142705370327235e-07,3.713792640080982e-08
1977,1.3575366342166717e-07,4.583889801068608e-08
1978,1.841583285866477e-07,5.0495027714703156e-08
1979,1.4805492387637287e-07,4.9741773366918096e-08
1980,1.4553986193988067e-07,3.638496393065793e-08
1981,1.3030631418331495e-07,3.0995193078808825e-08
1982,1.502215489779246e-07,5.090151766751205e-08
1983,1.591459621863578e-07,4.104955486639028e-08
1984,2.1456332177649529e-07,6.842829947117934e-08
1985,1.3715471602893103e-07,3.910112589267101e-08
1986,1.492626822141574e-07,4.6756987615026446e-08
1987,1.796580146873339e-07,4.7053291041265766e-08
1988,1.3192418135687944e-07,5.5168295709506765e-08
1989,1.388494963450171e-07,6.091815762943043e-08
1990,1.422097835046543e-07,4.4678938770914556e-08
1991,1.9460065026066786e-07,5.4511627212150415e-08
1992,1.3885059324536542e-07,6.11603798716942e-08
1993,1.5066644287742292e-07,5.373031264355177e-08
1994,1.329281484885314e-07,4.483687643386247e-08
1995,1.5887781223966613e-07,3.470368570290816e-08
1996,1.564061022918395e-07,3.736664311304594e-08
1997,1.3138010679369927e-07,3.5961707389731146e-08
1998,1.320771794155462e-07,5.292623495023463e-08
1999,1.5584385515410304e-07,5.3014334255863105e-08
2000,1.586073281600875e-07,4.3296710217077816e-08
2001,1.349413158990842e-07,4.381211748949454e-08
2002,1.5991459179076628e-07,3.811662629971124e-08
2003,1.6084323029019743e-07,4.916969054136189e-08
2004,1.6870350627584685e-07,3.567881012855878e-08
2005,1.4186810837202302e-07,4.548787035929536e-08
2006,1.8365789244967345e-07,4.0355322639129554e-08
2007,1.633742110485059e-07,4.154258803623634e-08
2008,1.8775308419094472e-07,3.533674908240414e-08
2009,1.7165492316451036e-07,4.4344191429956936e-08
2010,1.620261036450188e-07,3.59008271999528e-08
2011,1.5181169388256421e-07,3.632773348805074e-08
2012,1.9846793719580091e-07,4.663826391748671e-08
2013,1.676264123062765e-07,4.1279050400078177e-08
2014,2.7154682591401524e-07,3.9844192833982106e-08
2015,2.4138505594351045e-07,5.031626049145643e-08
2016,2.479394041188243e-07,5.592618013139372e-08
2017,1.5395541641538557e-07,3.999821984734808e-08
2018,2.1632690661022025e-07,4.7498986965877066e-08
2019,2.522926862980057e-07,4.9234063936864914e-08
