year,rides_NOUN fines_ADJ
1917,1.0966424213165737e-08
1918,1.033773866510046e-08
1919,1.9336480860943084e-08
1920,9.086678076641874e-09
1921,0.0
1922,1.0329110011753073e-08
1923,4.246379248229459e-09
1924,7.734974438733389e-09
1925,1.4297631523163545e-08
1926,1.114613823460786e-08
1927,1.0034302277972529e-08
1928,1.2568645679778001e-08
1929,7.798284684668033e-09
1930,1.575540586884472e-08
1931,1.0264820993199919e-08
1932,2.1919073223131136e-09
1933,1.1470662641954732e-08
1934,8.38710612072191e-09
1935,2.0346082152400413e-08
1936,1.2124714565686645e-08
1937,1.1332006444320086e-08
1938,6.482607339819424e-09
1939,9.176430282309411e-09
1940,3.0429394115571995e-08
1941,8.854508237732261e-09
1942,3.034211770724937e-09
1943,1.7419411690866582e-08
1944,3.2131861615880553e-09
1945,2.178504132643866e-08
1946,1.2528993842408909e-08
1947,1.6689218895749036e-08
1948,5.435944139264848e-09
1949,1.668891336237266e-08
1950,2.5524867552917385e-08
1951,1.8124383771578323e-08
1952,4.112473561690422e-08
1953,9.69644453618912e-09
1954,9.772536557761669e-09
1955,5.631364707880948e-09
1956,1.0465369904011368e-08
1957,5.301022731885041e-09
1958,9.926692356998501e-09
1959,1.0851047171911432e-08
1960,1.1073333361366622e-08
1961,1.250668635321972e-08
1962,1.77574772664002e-08
1963,1.0345685197421517e-08
1964,8.517555549758526e-09
1965,7.1136563306595235e-09
1966,9.416426749453422e-09
1967,9.367637332502454e-09
1968,1.122853987567396e-08
1969,1.2716921737876419e-08
1970,5.518470125309705e-09
1971,6.166076982339064e-09
1972,5.643161493651405e-09
1973,1.3231689521830958e-08
1974,5.06301445213353e-09
1975,9.138368284311582e-09
1976,3.4281160132820787e-09
1977,7.052138428775834e-09
1978,4.752473081737207e-09
1979,4.681578680276743e-09
1980,5.6851505725319385e-09
1981,4.427884725544118e-09
1982,5.586751949948621e-09
1983,6.315316269933646e-09
1984,8.118611560803402e-09
1985,9.624892882698077e-09
1986,1.1389522214244607e-08
1987,1.3443797186596385e-08
1988,1.4991384134077634e-08
1989,6.585746614717891e-09
1990,2.179460389939436e-09
1991,1.0550637696837839e-08
1992,1.3774860363469088e-08
1993,2.7696036575264316e-09
1994,5.274926717646622e-09
1995,5.964695848348356e-09
1996,6.939520069693117e-09
1997,1.917957792585412e-09
1998,6.675381136744818e-09
1999,5.941261704833778e-09
2000,8.394259509714175e-09
2001,2.6287270138425356e-09
2002,8.76244299341522e-10
2003,5.8336921959778465e-09
2004,1.0571499231559756e-08
2005,5.854874363109275e-09
2006,7.000412693969338e-09
2007,7.190063211481856e-09
2008,1.1920831433087642e-08
2009,2.384096298158056e-08
2010,1.0392344762522043e-08
2011,1.2236710311697152e-08
2012,1.7702113552786614e-08
2013,1.4224537991935904e-08
2014,1.3209215943277286e-08
2015,1.1747849804066846e-08
2016,1.304944241553585e-08
2017,1.0314006537726073e-08
2018,1.3939920329164579e-08
2019,1.3775333762566788e-08
