year,quels_PRON ont_VERB,quels_DET fonds_NOUN
1855,7.594227042773127e-07,3.874064091746732e-08
1856,7.046154451018083e-07,3.4687168248837e-08
1857,6.921980002516648e-07,3.221796096575247e-08
1858,6.278586255348273e-07,5.529853813746044e-08
1859,6.528166238695121e-07,2.1896344959415615e-08
1860,6.078500405237719e-07,2.70053845952134e-08
1861,5.876090938272682e-07,3.7256114193695566e-08
1862,6.749871488409553e-07,2.9818709307294355e-08
1863,5.943598750945966e-07,5.294298088820426e-08
1864,6.376988039846765e-07,4.075518589274907e-08
1865,5.784711518685981e-07,6.448376943524181e-08
1866,6.544249373519051e-07,4.3303955366003066e-08
1867,8.497273142893391e-07,4.901339600849042e-08
1868,7.992715893578861e-07,5.730253804792085e-08
1869,6.109282537636318e-07,4.2974968916809075e-08
1870,6.920997179804544e-07,2.8096838633473453e-08
1871,5.491148442615668e-07,6.372706295998398e-08
1872,6.289233027700902e-07,3.8702971494330995e-08
1873,7.033555249336132e-07,4.848663470724546e-08
1874,5.257656141566258e-07,1.1351757045474642e-07
1875,7.500921839209695e-07,6.579756473001908e-08
1876,6.281809277197681e-07,4.3531305449207025e-08
1877,6.630122584283527e-07,4.081978577374912e-08
1878,5.634469744109083e-07,3.563062378475479e-08
1879,7.19067571708365e-07,5.315112927561927e-08
1880,5.904418571844872e-07,5.776061806628263e-08
1881,6.289201763820529e-07,5.787181223126936e-08
1882,5.923292718534867e-07,5.790185175769125e-08
1883,5.965456040257777e-07,6.445725375670008e-08
1884,5.670857774475735e-07,4.35711999813293e-08
1885,6.013778062197161e-07,3.931837810888794e-08
1886,5.491897709930527e-07,5.162771099520569e-08
1887,6.829255028151238e-07,4.0479331886444925e-08
1888,6.004562038697259e-07,6.657645457153194e-08
1889,5.958145123940994e-07,6.641044913990868e-08
1890,5.728533665205759e-07,5.767860100647226e-08
1891,5.908902096507518e-07,6.501704419292764e-08
1892,6.50671566404526e-07,4.764069272411575e-08
1893,6.546396917883612e-07,6.527921680987703e-08
1894,6.339348743722439e-07,4.285046673047077e-08
1895,6.807053125612583e-07,1.089369243700844e-07
1896,6.887729995241898e-07,8.609661961145321e-08
1897,6.700720831531726e-07,5.710179429296858e-08
1898,6.314724174671937e-07,6.450524570045246e-08
1899,6.284856652882809e-07,5.9145088826539904e-08
1900,7.111742661436438e-07,4.360484762155892e-08
1901,6.158790313293139e-07,6.035838184814679e-08
1902,5.033041077240341e-07,3.093478850857423e-08
1903,5.443422139705945e-07,5.616229059590694e-08
1904,6.073326659361555e-07,6.01958012325099e-08
1905,5.692317301964067e-07,5.9348729264385724e-08
1906,5.48884500517488e-07,4.732649799832345e-08
1907,5.847413007131763e-07,5.862841295778409e-08
1908,4.940857465385307e-07,8.5458172094377e-08
1909,4.730845972744646e-07,5.060904911813324e-08
1910,5.07159882090491e-07,3.2599320576309765e-08
1911,5.623635388474213e-07,6.224837689750018e-08
1912,5.073976154790216e-07,5.6782689994427926e-08
1913,4.884053481646333e-07,4.1363321268139686e-08
1914,4.38636710953233e-07,2.5447625340291324e-08
1915,5.31312366547354e-07,3.062998021885477e-08
1916,5.241019493951171e-07,4.175235646108888e-08
1917,4.244006177600568e-07,4.167241418606693e-08
1918,4.502659365357431e-07,2.067547733020092e-08
1919,4.2816494527642135e-07,1.9336482248721865e-08
1920,3.8466938434567055e-07,2.4231141537711665e-08
1921,4.369475163912284e-07,3.710646412358187e-08
1922,4.6112096185879636e-07,2.729836212633785e-08
1923,4.426850210847988e-07,1.1677542488541803e-08
1924,4.512068585427187e-07,3.0939899087201184e-08
1925,3.6843896822347233e-07,3.849362140151413e-08
1926,3.611348731169528e-07,2.3406890314880968e-08
1927,3.868780922289261e-07,1.0034302277972529e-08
1928,4.0448185956165617e-07,2.1709478437159646e-08
1929,3.8880019559428547e-07,3.5649300400564243e-08
1930,4.4220169570508006e-07,3.466189113510154e-08
1931,3.9120372008483173e-07,3.9918749195066994e-08
1932,3.8029590854193884e-07,2.4110979879310435e-08
1933,4.393263708379891e-07,1.7205992852709073e-08
1934,4.409221432410959e-07,4.672816089623666e-08
1935,3.123722223108416e-07,2.752705441366743e-08
1936,3.2130493821114214e-07,1.4549657478823974e-08
1937,3.7143797726457706e-07,1.3850230295986421e-08
1938,4.1877642331655807e-07,1.8151300906765755e-08
1939,3.991747092868536e-07,1.2235240376412548e-08
1940,4.107968365474335e-07,1.2678914806940611e-08
1941,3.276167888088821e-07,7.378756272657938e-08
1942,2.791474855712295e-07,3.6410540360520827e-08
1943,3.570979387745865e-07,2.9032351855917682e-08
1944,3.438109104081377e-07,6.4263723231761105e-09
1945,3.2459710297416677e-07,1.742803235060819e-08
1946,3.1183272852786104e-07,1.3921104269343232e-08
1947,3.826599481726589e-07,2.1457568166738383e-08
1948,3.5333636105860933e-07,1.8482208874459616e-08
1949,3.3279658140372703e-07,1.178041031391075e-08
1950,4.200967822498569e-07,2.8715476663165873e-08
1951,3.976702984687108e-07,3.0918066329377325e-08
1952,3.3743371830041724e-07,2.2144087452602434e-08
1953,4.223340255293806e-07,1.6160740301529586e-08
1954,3.6940187442269234e-07,3.127211556375187e-08
1955,3.4163612383508735e-07,1.0324168187025862e-08
1956,3.505899002220758e-07,1.308171282410342e-08
1957,3.383819375812891e-07,1.767007518083119e-08
1958,3.449525465271108e-07,2.1507833736222892e-08
1959,3.5033380640925316e-07,2.6352543258667538e-08
1960,3.4327332798511634e-07,2.2146666722733244e-08
1961,3.00160486688128e-07,2.3623741851608315e-08
1962,3.0124292749178494e-07,1.0781326054143392e-08
1963,3.2071624644913754e-07,3.6856504070925666e-08
1964,4.0701746684135287e-07,1.8860301709278104e-08
1965,3.748349683974084e-07,2.407699017936693e-08
1966,3.4951560934359804e-07,1.6063316676806494e-08
1967,3.806218984436782e-07,1.972134178185314e-08
1968,3.328139186464796e-07,2.6499353267261938e-08
1969,4.2102094255369593e-07,6.449296330313103e-08
1970,3.996291866315005e-07,1.7015283404475667e-08
1971,3.530079126790042e-07,1.5415192233803054e-08
1972,3.8373498512100923e-07,2.8215807468257026e-08
1973,3.010209184139967e-07,1.5988290802404492e-08
1974,3.335964038342354e-07,1.4626486688484874e-08
1975,3.3240814900636906e-07,2.9699696479923432e-08
1976,3.9766148063336004e-07,2.2854107717407146e-08
1977,3.4849315966312133e-07,1.2928919990162768e-08
1978,3.409899420603324e-07,1.7227714810275074e-08
1979,3.3122169895705156e-07,1.8141117497094683e-08
1980,3.547534106473904e-07,1.3075846294618998e-08
1981,3.352541142476184e-07,1.7711538125020354e-08
1982,3.2216937029261317e-07,2.1105508229979364e-08
1983,3.4671086268645013e-07,3.789189673142346e-08
1984,3.3576259284018306e-07,2.203623150620615e-08
1985,3.1220746166127356e-07,1.142956040922627e-08
1986,3.4468291687517194e-07,1.8582904215413976e-08
1987,3.3059518500522245e-07,1.5277042575423394e-08
1988,3.5679495624663105e-07,1.439172936379407e-08
1989,3.698994390788357e-07,5.049072449025971e-08
1990,3.007655209330551e-07,1.1987032311200352e-08
1991,3.70444610098275e-07,2.9307325455363298e-08
1992,3.2012775363909896e-07,1.4876849085965205e-08
1993,3.4952398664245266e-07,1.717154285429956e-08
1994,3.2071554301182914e-07,1.5297286770632468e-08
1995,3.1070642592112563e-07,3.036572371328816e-08
1996,3.288264878165137e-07,2.1352368095861607e-08
1997,3.025578507731552e-07,1.7741109692437362e-08
1998,3.194646609472329e-07,1.6211639364271946e-08
1999,3.3316766234747774e-07,1.736676369379353e-08
2000,3.5432613287866843e-07,1.8555732061997787e-08
2001,3.1895221752620273e-07,2.5411027726462976e-08
2002,3.0230427228161716e-07,2.3658596637332607e-08
2003,3.5793867425581993e-07,1.7501075477710515e-08
2004,3.4049035946281947e-07,7.92862434040309e-09
2005,3.368804755154997e-07,1.4862373776125537e-08
2006,3.2490150658759376e-07,1.729513776638214e-08
2007,2.816108093384173e-07,1.4380126422963713e-08
2008,2.87802919274327e-07,1.0643599057669206e-08
2009,2.7464788843190036e-07,1.430457796658402e-08
2010,2.6217051640742284e-07,1.9839930254228477e-08
2011,2.581181064442717e-07,1.070712138395713e-08
2012,2.556593869940116e-07,1.3617011296318537e-08
2013,2.529736349288214e-07,1.0877587497404306e-08
2014,2.0181948912068037e-07,1.515811609564821e-08
2015,1.9949178664546707e-07,1.1526192222888199e-08
2016,2.0630547226119234e-07,1.470651445067972e-08
2017,2.1231759461670663e-07,1.1823373613495392e-08
2018,2.2949238598357624e-07,1.2649186587054828e-08
2019,1.994872391719582e-07,1.122434611922074e-08
