year,gros_ADJ fils_NOUN
1971,2.0553589052951793e-08
1972,2.667676390899487e-08
1973,1.929621396001835e-08
1974,2.2502287200243387e-08
1975,1.9419033048251322e-08
1976,1.5997875024709174e-08
1977,1.8805702606261576e-08
1978,1.722771458823047e-08
1979,3.101546042216796e-08
1980,6.822181042309694e-09
1981,1.644642821929665e-08
1982,2.9175260651825852e-08
1983,1.1999100157922271e-08
1984,3.015484423274373e-08
1985,1.4437339213024813e-08
1986,2.4577389956537132e-08
1987,2.1387859316934765e-08
1988,2.1587593934668803e-08
1989,2.030605161795762e-08
1990,2.6153524457228627e-08
1991,1.5825955934634095e-08
1992,1.9284804086971974e-08
1993,1.717154241021035e-08
1994,2.004472138272817e-08
1995,1.9520822291951845e-08
1996,1.8149513669740713e-08
1997,1.7261619689179497e-08
1998,1.6688451953683625e-08
1999,1.416762351880152e-08
2000,2.0322945215589527e-08
2001,1.752484787842512e-08
2002,2.2782351727368422e-08
2003,1.6667691227212345e-08
2004,8.369103465799554e-09
2005,1.981649788707074e-08
2006,1.2353669642806153e-08
2007,9.986198895584053e-09
2008,2.000996718320991e-08
2009,1.5258216023994464e-08
2010,1.9367551118421034e-08
2011,1.873746313663105e-08
2012,2.4170193652084393e-08
2013,2.1476262157538173e-08
2014,2.6851520451565136e-08
2015,2.5933932334964993e-08
2016,2.4648946134187e-08
2017,1.9370207354763025e-08
2018,2.994501469011368e-08
2019,2.3213988398218532e-08
